,USA300HOU_RS06035
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,7.3223229362
USA300_LAC_U01-Set001_CAMHB_Control_1,10.7114915219
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,7.2419408262000005
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,7.1453857472
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,7.7279060112
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,7.4246349991
USA300_LAC_U01-Set001_CAMHB_Control_2,10.7828351936
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,7.3133368217
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,7.0603770394
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,7.8247921484
USA300_TCH1516_U01-Set000_CAMHB_Control_1,9.9871338125
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,7.6583581805000005
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,8.2480790443
USA300_LAC_U01-Set001_R10LB_PreCulture_1,5.5586912635
USA300_LAC_U01-Set001_R10LB_PreCulture_2,6.2721000429
USA300_LAC_U01-Set001_R10LB_Control_1,4.164118903
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,4.1779890131
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,5.0759520878
USA300_LAC_U01-Set001_R10LB_Control_2,4.0138657049
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,4.1269906757
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,4.9548506203
USA300_TCH1516_U01-Set000_R10LB_Control_1,4.305609643
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,4.1702226822
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,4.468280035
USA300_TCH1516_U01-Set000_R10LB_Control_2,4.6739312283
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,4.0388304001
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,4.0136444455
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,6.2100540688
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,7.4782639899
USA300_TCH1516_U01-Set000_CAMHB_Control_2,8.1377920528
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,7.2809403021
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,6.9340024008
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,6.0200620352
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,5.999409356
USA300_LAC_U01-Set004_CAMHB_Control_1,9.1524140022
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,5.4109403799999995
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,5.5730324893
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,6.2634493864
USA300_LAC_U01-Set004_CAMHB_Control_2,7.5210322394
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,6.5324582521
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,5.4480251175
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,6.5899443283
USA300_LAC_U01-Set004_R10LB_Control_1,4.3066881907
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,4.5926548274
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,5.8914372425
USA300_LAC_U01-Set004_R10LB_Control_2,4.2844762272
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,4.7549133883
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,5.2552954159
USA300_TCH1516_U01-Set003_CAMHB_Control_2,11.0173652043
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,10.6147647953
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,10.6246140333
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,9.6313289411
USA300_TCH1516_U01-Set003_CAMHB_Control_3,10.8347557552
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,10.5851010895
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,10.4493532245
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,9.361541892
USA300_LAC_ICA-Set001_R10LB_Control_1,4.2454703148
USA300_LAC_ICA-Set001_R10LB_Control_2,4.3145490256
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,4.4748825125
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,4.1746835201
