,USA300HOU_RS05040
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,7.1813532699
USA300_LAC_U01-Set001_CAMHB_Control_1,8.4547982461
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,8.266676837
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,8.321440275
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,8.3102660133
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,7.2453967632
USA300_LAC_U01-Set001_CAMHB_Control_2,8.5798285502
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,8.2981720809
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,8.3953532407
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,8.3555322335
USA300_TCH1516_U01-Set000_CAMHB_Control_1,8.4432229118
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,8.203603537
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,8.1095052228
USA300_LAC_U01-Set001_R10LB_PreCulture_1,8.3738350709
USA300_LAC_U01-Set001_R10LB_PreCulture_2,8.1736643521
USA300_LAC_U01-Set001_R10LB_Control_1,8.5426359615
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,8.5218540502
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,8.5836502927
USA300_LAC_U01-Set001_R10LB_Control_2,8.4081765423
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,8.479704823
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,8.4238953068
USA300_TCH1516_U01-Set000_R10LB_Control_1,8.3565729025
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,8.445135916
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,8.3020485844
USA300_TCH1516_U01-Set000_R10LB_Control_2,8.3583120302
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,8.3563211944
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,8.4420663283
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,8.391681645
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,8.1884062422
USA300_TCH1516_U01-Set000_CAMHB_Control_2,8.5696173663
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,8.2534630433
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,8.2046020598
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,8.2792694213
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,8.3135561587
USA300_LAC_U01-Set004_CAMHB_Control_1,8.347001453
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,8.5236883245
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,8.5597869378
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,8.5232336774
USA300_LAC_U01-Set004_CAMHB_Control_2,8.5748969681
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,8.6378363858
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,8.4426352356
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,8.4997042736
USA300_LAC_U01-Set004_R10LB_Control_1,8.524518492
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,8.7237806186
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,8.7333105291
USA300_LAC_U01-Set004_R10LB_Control_2,8.6105490039
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,8.7056171989
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,8.5732774594
USA300_TCH1516_U01-Set003_CAMHB_Control_2,7.1220429789
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,7.2420176564
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,7.5510093234
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,7.3869305445
USA300_TCH1516_U01-Set003_CAMHB_Control_3,7.5474705895
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,7.1184930379
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,7.4660284032
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,7.2607436843
USA300_LAC_ICA-Set001_R10LB_Control_1,8.7650137814
USA300_LAC_ICA-Set001_R10LB_Control_2,8.676376913
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,8.6404484941
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,8.6990860872
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,9.0137083133
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,9.0602490574
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,8.718731477
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,8.6851015404
USA300_TCH1516_BK-Set001_THB_Control_1,7.388539925
USA300_TCH1516_BK-Set001_THB_Control_2,8.1377209798
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,7.5819810241
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,7.4153801743
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,8.3998321752
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,7.8340613974
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,7.9250751639
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_2,7.8909931307
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_1,8.0949748654
USA300_LAC_ICA-Set002_CAMHB_25mMNaCHO3_2,8.1026617553
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_1,7.709454959
USA300_LAC_ICA-Set002_CAMHB_2gLglucose_2,7.5592084107
USA300_LAC_ICA-Set002_CAMHB_Control_1,8.1142676582
USA300_LAC_ICA-Set002_CAMHB_Control_2,8.0196704478
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_1,8.2452084144
USA300_LAC_ICA-Set002_R10LB_25ugmLadenine_2,8.1758882605
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_1,7.8552576887
USA300_LAC_ICA-Set002_R10LB_25ugmLguanine_2,7.8717198367000005
USA300_SNFM1_ICA-Set002_CAMHB_Control_1,8.1171209594
USA300_SNFM1_ICA-Set002_CAMHB_Control_2,7.8081374322
USA300_SNFM1_ICA-Set002_R10LB_Control_1,8.0113275543
USA300_SNFM1_ICA-Set002_R10LB_Control_2,7.9113458384
USA300_SNFR19_ICA-Set002_CAMHB_Control_1,8.3803501451
USA300_SNFR19_ICA-Set002_CAMHB_Control_2,8.3978770646
USA300_SNFR19_ICA-Set002_R10LB_Control_1,8.4595520917
USA300_SNFR19_ICA-Set002_R10LB_Control_2,8.4443136819
USA300_TCH1516_ICA-Set002_CAMHB_Control_1,7.9641191684
USA300_TCH1516_ICA-Set002_CAMHB_Control_2,7.9306662663
USA300_TCH1516_ICA-Set002_R10LB_Control_1,6.4128987056
USA300_TCH1516_ICA-Set002_R10LB_Control_2,6.9964240916
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_2,7.669663411
USA300_LAC_ICA-Set002_CAMHB_0.0195ug/mLMupirocin_1,7.694422839
USA300_LAC_ICA-Set002_R10LBnoGlu_1gLmaltose_1,7.6295721418
