,-0.11311899193482496,-0.09695913594413567,-0.08079927995344639,-0.06463942396275711,-0.04847956797206783,-0.03231971198137855,-0.016159855990689267,1.3877787807814457e-17,0.016159855990689295,0.03231971198137858,0.04847956797206786,0.06463942396275714,0.08079927995344642,0.0969591359441357,0.11311899193482498,0.12927884792551425,0.14543870391620356,0.1615985599068928,0.17775841589758212,0.19391827188827143
thresh,-0.1211989199301696,0.1211989199301696,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,2,11,105,1033,3141,955,70,10,2,0,2,2,1,1,2,0,0
TurA,0,0,0,1,2,6,36,126,43,4,0,1,1,2,0,1,2,1,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['groL'],['dnaK'],['groS' 'hslU'],[],[]
TurA_genes,[],[],[],['gcvH-I'],['gcvP-I' 'ydiJ'],['PP_3639' 'PP_3035' 'pycA' 'hcp1' 'infA' 'tdcG-II'],"['acsA-I' 'mexB' 'PP_5042' 'arcC' 'PP_1159' 'uppP' 'PP_4599' 'sdaC'
 'PP_3690' 'csoR' 'tssM1' 'sfsA' 'modB' 'PP_4585' 'PP_4424' 'PP_1548'
 'PP_2873' 'xdhB' 'rplT' 'carA' 'turB' 'PP_3781' 'hisP' 'xdhA' 'PP_4074'
 'metF' 'PP_3824' 'PP_3678' 'sahR' 'purD' 'aqpZ' 'PP_3471' 'PP_2724'
 'cobN' 'PP_3291' 'PP_3328']","['infB' 'phoB' 'pcaH' 'proC' 'PP_3706' 'PP_2828' 'PP_3248' 'purK' 'cobW'
 'ligB' 'PP_3232' 'PP_3535' 'PP_3289' 'nusA' 'PP_3406' 'PP_3484' 'metK'
 'PP_2379' 'PP_3132' 'PP_1374' 'hisZ' 'sohB' 'opdB' 'pydP' 'fliF'
 'PP_4448' 'PP_3707' 'PP_4781' 'PP_0411' 'PP_4270' 'exbD' 'PP_4047'
 'PP_3708' 'recC' 'pucL' 'PP_2575' 'aceK' 'PP_4582' 'cusA' 'PP_2731'
 'PP_3025' 'PP_0767' 'thrS' 'PP_3637' 'PP_3732' 'PP_2041' 'PP_2947'
 'PP_3536' 'PP_2972' 'ligA' 'PP_3110' 'PP_1659' 'PP_3693' 'PP_3430'
 'PP_5342' 'PP_3775' 'PP_1864' 'PP_0588' 'purA' 'PP_4447' 'PP_3810'
 'PP_3776' 'PP_3486' 'puuE' 'PP_4271' 'metH' 'PP_3443' 'PP_0661' 'PP_3636'
 'syrB' 'PP_3704' 'PP_4468' 'folA' 'PP_3677' 'PP_3785' 'hemB' 'mmsB'
 'benB' 'PP_0700' 'PP_3155' 'PP_5236' 'PP_3595' 'PP_4080' 'PP_4513' 'phnN'
 'PP_4886' 'moaB-II' 'rplW' 'PP_5358' 'PP_3102' 'PP_3782' 'PP_3784'
 'PP_3699' 'ftsY' 'PP_4972' 'PP_3777' 'hisC' 'PP_1532' 'allA' 'allE'
 'PP_4819' 'PP_3994' 'PP_3694' 'PP_3835' 'PP_4435' 'PP_0536' 'PP_2185'
 'PP_3800' 'rbbA' 'PP_3984' 'PP_4943' 'PP_3780' 'pyrE' 'PP_3789' 'smc'
 'amaA' 'betB' 'rpiA' 'PP_3105' 'PP_2370' 'PP_2950' 'PP_4795' 'PP_4921'
 'PP_3046' 'benK' 'PP_2159']","['PP_4628' 'nuoJ' 'PP_3787' 'PP_3779' 'yehX' 'PP_3106' 'PP_3898' 'PP_3761'
 'PP_3806' 'PP_3444' 'PP_0345' 'PP_4071' 'PP_3788' 'arcD-I' 'rpoD'
 'PP_4467' 'pgm' 'glgA' 'PP_4094' 'PP_4732' 'PP_3849' 'PP_3790' 'PP_5244'
 'nfuA' 'PP_4918' 'hcpC-I' 'PP_2948' 'PP_3760' 'PP_0051' 'PP_3680' 'aspC'
 'PP_4662' 'PP_4721' 'PP_5238' 'folP' 'PP_0578' 'hcpC-II' 'PP_4073'
 'PP_5002' 'PP_3798' 'PP_3808' 'ynfM' 'PP_4752']",['PP_3822' 'PP_4069' 'PP_5382' 'PP_3107'],[],['lon-II'],['dnaJ'],['dapB' 'PP_4770'],[],['lon-I'],['ibpA' 'htpG'],['grpE'],['hslV'],[]
