,A,TurA
R2,,0.13079466036874987
xmin,,-10.27252997
xmid,,-1.9219355482369187
xmax,,2.1245577375
ystart,,-8.185001885191905
yend,,4.386239495808424
ALE:GalactoseA5:1.0,-2.23556487844263,0.8455434875000005
ALE:GalactoseA5:2.0,-2.910469636595132,1.0076159775000004
ALE:GalactoseA6:1.0,2.057226933857099,2.1245577375
ALE:GalactoseA6:2.0,3.3273284279858,1.9539087375000008
ALE:GalactoseA8:1.0,0.9013276771346332,0.6515113175000007
ALE:GalactoseA8:2.0,0.8115609378201754,0.9187360975
ALE:IL_Control:1.0,0.7366030082424889,0.3469828674999995
ALE:IL_Control:2.0,-0.361037042217115,0.3419278475000009
ALE:IL_Control:3.0,-0.871748578209319,-0.4315455124999996
ALE:IL_Control:4.0,0.4961826099632974,-0.257365202499999
ALE:IL_TEOH_OAc:1.0,-3.5710499468683,-0.7921362224999999
ALE:IL_TEOH_OAc:2.0,-1.6668389824374537,-1.1012599324999996
ALE:IL_TEA_HS:1.0,-1.2119021985603928,-0.1102902624999995
ALE:IL_TEA_HS:2.0,-0.9871910604785724,0.201448387500001
ALE:IL_Mixed:1.0,-1.3824657882195968,-1.0651372524999996
ALE:IL_Mixed:2.0,-2.202343884357663,-0.8268086324999988
ALE:IL_PP5350:1.0,4.134112058348775,-0.3317022825000002
ALE:IL_PP5350:2.0,4.011066633485767,-0.637044702499999
ALE:IL_T8:1.0,2.6663640539499496,-0.3493532624999993
ALE:IL_T8:2.0,0.2989427206636311,-0.5860503324999993
ALE:IL_T9:1.0,6.6565083302740895,-0.7206865824999991
ALE:IL_T9:2.0,6.802860009370853,-0.8247698324999995
ALE:IL_Control2:1.0,-3.2306544935804054,0.2588504675000003
ALE:IL_Control2:2.0,-2.5772914369544297,0.2621382575000002
ALE:IL_Glc+Ace:1.0,-2.259401678111011,-0.9489836425
ALE:IL_Glc+Ace:2.0,-1.2481843104803076,-0.6908619725000005
ALE:XyloseA1:1.0,-2.7131787278217776,0.8008845974999996
ALE:XyloseA1:2.0,-3.723263110619557,0.7343675975000004
ALE:XyloseA2:1.0,-2.9940591260177007,1.0103438474999995
ALE:XyloseA2:2.0,-1.692962904955165,0.9352870375000002
ALE:XyloseA3:1.0,-2.0153088158782206,1.2512417575000008
ALE:XyloseA3:2.0,-2.044447173291556,1.0924273275000012
ALE:XyloseA4:1.0,-3.110584504345863,0.8542569175000008
ALE:XyloseA4:2.0,-3.11400996618851,0.799363617500001
Aromatic:Coumarate:1.0,-0.9800893255113016,-0.142306640000001
