,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,ALE__GalactoseA5,-2.573017257518881,0.4772297311447012,2.0,0.0,-2.23556487844263,1.0,-2.910469636595132,,,,
1,ALE__GalactoseA6,2.6922776809214497,0.8980973792935705,2.0,2.0,2.057226933857099,3.0,3.3273284279858,,,,
2,ALE__GalactoseA8,0.8564443074774043,0.06347467009425822,2.0,4.0,0.9013276771346332,5.0,0.8115609378201754,,,,
3,ALE__IL_Control,-5.551619164378963e-10,0.7481253245378803,4.0,6.0,0.7366030082424889,7.0,-0.361037042217115,8.0,-0.871748578209319,9.0,0.4961826099632974
4,ALE__IL_TEOH_OAc,-2.618944464652877,1.3464804857588273,2.0,10.0,-3.5710499468683,11.0,-1.6668389824374537,,,,
5,ALE__IL_TEA_HS,-1.0995466295194827,0.15889476954580187,2.0,12.0,-1.2119021985603928,13.0,-0.9871910604785724,,,,
6,ALE__IL_Mixed,-1.7924048362886298,0.5797413615255428,2.0,14.0,-1.3824657882195968,15.0,-2.202343884357663,,,,
7,ALE__IL_PP5350,4.072589345917271,0.08700625431461227,2.0,16.0,4.134112058348775,17.0,4.011066633485767,,,,
8,ALE__IL_T8,1.4826533873067904,1.6740196786924535,2.0,18.0,2.6663640539499496,19.0,0.2989427206636311,,,,
9,ALE__IL_T9,6.729684169822471,0.10348626472735921,2.0,20.0,6.6565083302740895,21.0,6.802860009370853,,,,
10,ALE__IL_Control2,-2.9039729652674175,0.4619974479169976,2.0,22.0,-3.2306544935804054,23.0,-2.5772914369544297,,,,
11,ALE__IL_Glc+Ace,-1.7537929942956594,0.7150386579052802,2.0,24.0,-2.259401678111011,25.0,-1.2481843104803076,,,,
12,ALE__XyloseA1,-3.218220919220667,0.7142375166469381,2.0,26.0,-2.7131787278217776,27.0,-3.723263110619557,,,,
13,ALE__XyloseA2,-2.343511015486433,0.9200139608895103,2.0,28.0,-2.9940591260177007,29.0,-1.692962904955165,,,,
14,ALE__XyloseA3,-2.029877994584888,0.020603930119606827,2.0,30.0,-2.0153088158782206,31.0,-2.044447173291556,,,,
15,ALE__XyloseA4,-3.1122972352671865,0.0024221672976313217,2.0,32.0,-3.110584504345863,33.0,-3.11400996618851,,,,
16,Aromatic__Coumarate,-1.487174036251411,1.6409565910952901,3.0,34.0,-0.9800893255113016,35.0,-0.1596131831118848,36.0,-3.321819600131046,,
17,Aromatic__Coumarate+ferulate,-4.745962106280607,1.2522778499832452,3.0,37.0,-4.420924520789515,38.0,-3.688250289849244,39.0,-6.128711508203062,,
18,Aromatic__Ferulate,-6.512940464148823,0.8419833243657348,3.0,40.0,-7.361019103969802,41.0,-5.677187792475821,42.0,-6.500614496000847,,
19,Aromatic__Glucose,-1.4614191338561491e-10,2.542487275809144,3.0,43.0,-0.0085845025134011,44.0,-2.538184155419558,45.0,2.546768657494533,,
20,Bioreactor1__24h,3.0619606850024184e-10,2.2840957086861877,2.0,46.0,-1.6150995641849002,47.0,1.6150995647972923,,,,
21,Bioreactor2__S_0min,2.648471812231416e-10,1.5309306976808053,3.0,48.0,-0.566027949423125,60.0,1.7333443068713803,72.0,-1.167316356653714,,
22,Bioreactor2__S_15min,-7.055446407964436,0.896282930316239,3.0,49.0,-6.422223155890343,61.0,-6.663119160789698,73.0,-8.080996907213269,,
23,Bioreactor2__P1_15min,-6.781895507783543,1.0952346562604642,3.0,50.0,-5.787381230345172,62.0,-6.602584123548546,74.0,-7.95572116945691,,
24,Bioreactor2__P3_15min,-5.845918867690705,0.7876773247877787,3.0,51.0,-4.943614603126904,63.0,-6.39617109380362,75.0,-6.197970906141591,,
25,Bioreactor2__P5_15min,-5.720330012494377,0.9368295271164186,3.0,52.0,-4.6746332723227,64.0,-6.003306940818342,76.0,-6.483049824342088,,
26,Bioreactor2__S_1h,-2.063191198422371,0.42981220258518843,3.0,53.0,-1.8664083874694173,65.0,-1.7669993763330758,77.0,-2.5561658314646194,,
27,Bioreactor2__S_3h,-0.8677925871770619,0.44829858871840206,3.0,54.0,-0.9073258138313144,66.0,-0.4010366365725922,78.0,-1.2950153111272789,,
28,Bioreactor2__S_9h,-0.10445496564591268,0.7089324061440816,3.0,55.0,0.7140506415104881,67.0,-0.5026812207439335,79.0,-0.5247343177042927,,
29,Bioreactor2__S_25h,-0.24262863526554587,0.5268865740182868,3.0,56.0,-0.1063820428070557,68.0,0.2027528020893457,80.0,-0.8242566650789276,,
30,Bioreactor2__P1_25h,0.3528375828845494,0.33744357629156707,3.0,57.0,0.060589542396014,69.0,0.2757767485723281,81.0,0.7221464576853062,,
