,-0.07257291154209825,-0.051837793958641604,-0.031102676375184962,-0.01036755879172832,0.01036755879172832,0.031102676375184962,0.051837793958641604,0.07257291154209825,0.09330802912555489,0.11404314670901153,0.13477826429246817,0.1555133818759248,0.17624849945938145,0.1969836170428381,0.21771873462629474,0.23845385220975138,0.25918896979320805,0.27992408737666463,0.30065920496012133,0.3213943225435779
thresh,-0.08294047033382657,0.08294047033382657,2,,,,,,,,,,,,,,,,,
unreg,1,4,114,2806,2518,108,4,0,1,0,1,1,1,1,1,0,0,0,0,0
ErbR,0,0,0,0,0,0,1,0,0,4,2,0,0,2,1,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],['PA0565'],[],['erbR'],['PA1977'],"[""ercS'""]",['PA1981'],['PA1975'],[],[],[],[],[]
ErbR_genes,[],[],[],[],[],[],['exaC'],[],[],['pqqA' 'pqqH' 'pqqD' 'pqqC'],['pqqE' 'pqqB'],[],[],['exaA' 'eraR'],['eraS'],[],[],['exaB'],[],[]
