,PA2118a
SRX7442752,-0.240158539
SRX7442753,0.240158539
SRX7442754,1.231008631
SRX7442755,1.244776378
SRX7442756,-1.03479449
SRX7442757,-0.5241629090000001
SRX7442758,-0.492247645
SRX7442759,1.397023218
SRX7442761,1.465272335
SRX7874204,-0.14091995100000002
SRX7874205,0.14091995100000002
SRX7874206,0.504700865
SRX7874207,0.936548169
SRX8639787,0.191165004
SRX8639788,-0.191165004
SRX8639789,0.915809309
SRX8639790,1.510700242
SRX8639791,0.054588893000000006
SRX8639792,-0.094068834
SRX8639793,-0.9786243680000001
SRX8639794,-0.570903484
SRX8639795,-0.42139606700000004
SRX8639796,-1.022529558
SRX8639797,-0.10595004100000001
SRX8639798,0.43791341
SRX8639800,0.7675928320000001
SRX2940624,0.019389731
SRX2940626,-0.31483518400000005
SRX2940627,-0.285259782
SRX2940628,0.09692284200000001
SRX2940629,0.18833694
ERX2195929,-0.09894021900000001
ERX2195930,0.09894021900000001
ERX2195931,0.275596395
ERX2195932,0.448945737
ERX2195933,1.077895031
ERX2195934,0.7741470330000001
SRX4579961,-0.08553912200000001
SRX4579962,-0.11687596
SRX4579963,0.20241508300000002
SRX4579964,-3.245223227
SRX4579965,-3.476390899
SRX4579966,-2.803411733
SRX540108,-0.49568898
SRX540109,0.49568898
SRX540110,1.766795227
SRX540111,1.465673107
SRX540112,2.697504823
SRX540113,2.917971503
SRX540114,0.6481349820000001
SRX540115,0.378037505
SRX1737662,-1.833564001
SRX1737664,-1.426292236
SRX1737665,-1.200679476
SRX1737667,-0.283027788
SRX1737668,0.223724686
SRX1737670,0.059303102
SRX6976948,0.250709411
SRX6976949,0.07507633200000001
SRX6976950,-0.325785743
SRX6976951,-0.377699852
SRX6976952,-0.47815692
SRX6976953,-0.29118793800000004
SRX5630349,0.023863405
SRX5630350,-0.023863405
SRX5630351,0.27156318
SRX5630352,-0.417001693
SRX4342817,-0.059932295000000003
SRX4342818,-0.09374122500000001
SRX4342819,2.58671068
SRX4342820,-0.298478409
SRX4342821,0.452151929
SRX4342822,1.795100689
SRX1411278,0.013337417
SRX1411287,0.20948163900000003
SRX1411289,0.34520621700000004
SRX1411279,-0.028666817
SRX1411280,0.0153294
SRX1411281,-0.36607638600000003
SRX1411282,-0.14459195600000002
SRX1411283,-0.373994861
SRX1411284,-0.19195071200000002
SRX1411285,-0.083560248
SRX1411286,-0.21775278
SRX1411288,0.26859547300000003
SRX2662717,-0.7816954920000001
SRX2662718,-1.137299484
SRX2662721,0.229738031
SRX2662722,-0.229738031
ERX2300159,0.096651306
ERX2300160,-0.096651306
ERX2300161,-1.392386862
ERX2300162,0.027872096000000002
