locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
b4223,0.7282472862,yzfA,putative YjfA,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=EG11213
b3808,0.13333436810000002,yzcX,protein YzcX,No COG annotation,,YfeD,https://ecocyc.org/gene?orgid=ECOLI&id=G7802
b0012,0.1196287837,mbiA,uncharacterized protein MbiA,No COG annotation,,RpoH,https://ecocyc.org/gene?orgid=ECOLI&id=EG11509
