,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,0.0,5.511179456836359,3.0,0.0,-6.3602348509,6.0,2.996654932,12.0,3.3635799189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-2.9081664724666667,5.123077890240626,3.0,1.0,-6.0027347545,7.0,3.0053130868,13.0,-5.7270777497,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-5.743760668933334,0.044342505588261964,3.0,2.0,-5.7299407705,8.0,-5.793367405,14.0,-5.7079738313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-4.8659958504,0.5213664524955008,3.0,3.0,-5.3576972773,9.0,-4.3193208396,15.0,-4.9209694343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-5.2672548765,0.1642968139068805,3.0,4.0,-5.4235052538,10.0,-5.095948103,16.0,-5.2823112727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,-5.352153089600001,0.7918750102217224,3.0,5.0,-5.5158523766,11.0,-6.0493849177,17.0,-4.4912219745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,1.61338409735,0.013995208663384464,2.0,18.0,1.6034879904000001,71.0,1.6232802042999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,0.9283036666666669,2.8500169636554955,3.0,19.0,2.903450452,70.0,2.2203559177,205.0,-2.3388953697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,1.1180730486250001,1.9779899533358705,8.0,20.0,5.6041552939,32.0,-0.7165882499,55.0,1.5259354693,67.0,0.38117653020000003,126.0,1.2944879052,147.0,0.41657205070000003,203.0,0.9434581895,210.0,-0.5046127999,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,1.5456342814333333,0.6045193743506355,3.0,21.0,1.0161327031,34.0,1.4164755215,61.0,2.2042946197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,abx_mega__rif_dmso,1.8819494921875,1.3248994268742418,8.0,22.0,1.0788829002,104.0,3.6667072274,111.0,-0.046213221000000006,133.0,1.1678909929,165.0,2.1975790512,238.0,2.7029580539999998,265.0,0.8557507032,270.0,3.4320402296,,,,,,,,,,,,,,,,,,,,
11,abx_mega__novo_h2o,1.859623143014286,1.5213948066006862,7.0,23.0,0.6567808975,56.0,2.1600376715,82.0,1.9060462596,118.0,4.3647855336,134.0,1.2850399814,137.0,-0.2847235594,227.0,2.9293952169,,,,,,,,,,,,,,,,,,,,,,
12,abx_mega__rach_dmso,-0.64239252645,1.4433018506949733,4.0,24.0,-2.5676474645000003,101.0,-0.8833568463,139.0,0.1776226517,149.0,0.7038115533,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,abx_mega__metro_dmso,2.028979999325,0.5552335869180126,4.0,25.0,1.5341981961,123.0,1.6043717198,155.0,2.6850327782,191.0,2.2923173032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,abx_mega__dmso-6,1.4253613332666666,0.48621442305701856,3.0,26.0,0.8783594318,59.0,1.8083892443,159.0,1.5893353236999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,abx_mega__chl_h2o,0.9104023872399999,1.2021934213638772,5.0,27.0,1.7045664947999999,76.0,1.6697840982,146.0,-0.9034847086000001,162.0,0.250116294,262.0,1.8310297578,,,,,,,,,,,,,,,,,,,,,,,,,,
16,abx_mega__cst_h2o,1.1323735119,1.08194762171577,4.0,28.0,0.09894818200000001,94.0,2.2110873786,186.0,1.9094838696,231.0,0.3099746174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,abx_mega__tec_h2o,1.6682328051,1.3777338866663769,3.0,29.0,2.9940614658999998,49.0,0.2438827032,260.0,1.7667542462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,abx_mega__str_h2o,0.5357701623200001,2.8289431299551326,5.0,30.0,3.0717792369,77.0,4.0294078336,172.0,-2.3594982463,259.0,-0.8313093025,280.0,-1.2315287101,,,,,,,,,,,,,,,,,,,,,,,,,,
19,abx_mega__ctx_h2o,0.170892504825,1.2142151655459559,4.0,31.0,1.7750389384,40.0,-1.0622966427,138.0,-0.3752171801,192.0,0.3460449037,,,,,,,,,,,,,,,,,,,,,,,,,,,,
