,-0.06227001476763171,-6.938893903907228e-18,0.06227001476763169,0.1245400295352634,0.1868100443028951,0.24908005907052677,0.3113500738381585,0.37362008860579016,0.4358901033734219,0.49816011814105354,0.5604301329086853,0.622700147676317,0.6849701624439487,0.7472401772115804,0.809510191979212,0.8717802067468438,0.9340502215144755,0.9963202362821072,1.058590251049739,1.1208602658173707
thresh,-0.09340502215144755,0.09340502215144755,1,,,,,,,,,,,,,,,,,
unreg,24,4161,23,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
unreg_genes,[],[],[],['mbiA' 'yzcX'],[],[],[],[],[],[],[],[],[],['yzfA'],[],[],[],[],[],[]
