k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,0.09192175880074499,,,
3,Cadmium,False,0.04801044885069132,,,
10,Copper,False,0.0450169300660491,,,
6,Iron,False,0.03655055195093155,,,
7,Zinc - Steady,False,-0.036101761199533934,,,
14,UC-7,False,-0.03527769614011049,,,
0,UC-1,False,-0.015542862201109531,,,
12,Zinc - Intermediate,False,0.0067923349326235215,,,
1,UC-2,False,0.006788380010984838,,,
13,UC-6,False,0.006118509750813246,,,
8,Zinc - Fast,False,0.003972941380925478,,,
9,UC-5,False,-0.002714426149658863,,,
11,Chromium,False,-0.00251463285414502,,,
2,UC-3,False,0.0014590217359364034,,,
4,UC-4,False,0.0005767638172255829,,,
