,-0.1233975326794002,-0.10694452832214683,-0.09049152396489347,-0.07403851960764012,-0.05758551525038676,-0.0411325108931334,-0.02467950653588004,-0.00822650217862668,0.00822650217862668,0.02467950653588004,0.0411325108931334,0.05758551525038676,0.07403851960764012,0.09049152396489347,0.10694452832214683,0.1233975326794002,0.13985053703665357,0.15630354139390695,0.17275654575116028,0.18920955010841362
thresh,-0.09871802614352015,0.09871802614352015,1,,,,,,,,,,,,,,,,,
unreg,1,1,4,5,20,49,257,1613,1627,261,32,7,3,5,7,1,1,0,1,0
unreg_genes,['ABUW_0684'],['ABUW_3351'],[],[],[],[],[],[],[],[],[],[],[],[],"['ABUW_2981' 'ABUW_2166' 'ABUW_0357' 'ABUW_2167' 'ABUW_2983' 'ABUW_2980'
 'ABUW_2985']",['ABUW_2984'],['ABUW_1233'],[],['ABUW_2965'],[]
