,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,-1.6697018346542112,0.9671750038759498,2.0,0.0,-0.9858058308194017,1.0,-2.3535978384890206,,
1,Chrom__sac_sta,1.1164341129424762,0.07090993072072936,2.0,2.0,1.0662932200763802,3.0,1.1665750058085722,,
2,Chrom__sac_MW001,3.885780586188048e-16,0.9220173275924235,2.0,4.0,-0.6519647047121008,5.0,0.6519647047121016,,
3,Chrom__sac_fadR,-0.8590992173545066,0.5866027767215773,2.0,6.0,-1.2738900186371922,7.0,-0.444308416071821,,
4,FadR__wt_p,-3.4416913763379853e-15,2.2107136938466,2.0,8.0,1.5632106441808886,9.0,-1.5632106441808955,,
5,FadR__ko_p,-0.4395447007125325,2.076898727205565,2.0,10.0,1.0290444731322321,11.0,-1.908133874557297,,
6,GDGT__75_2.4_log,7.401486830834377e-17,1.4503376054159556,3.0,12.0,-0.25951580565092963,27.0,1.5625760453846314,50.0,-1.3030602397337014
7,GDGT__80_3.5_stat,-0.5847666485468088,0.868613032599816,3.0,13.0,-0.5297826547539397,20.0,0.25504820378728604,42.0,-1.4795654946737729
8,GDGT__80_2.4_log,3.3928341756717786,1.4632742728409427,3.0,14.0,2.383493343440828,37.0,2.7240077188252134,41.0,5.071001464749295
9,GDGT__75_3.5_stat,-1.1977133082407114,0.2293295904845379,3.0,15.0,-0.9639549925295459,24.0,-1.422341472814292,28.0,-1.2068434593782966
10,GDGT__80_1.6_stat,-4.07237004619877,1.4239363512437513,3.0,16.0,-5.223696623456746,17.0,-4.513284382135631,33.0,-2.480129133003934
11,GDGT__75_2.4_stat,-2.8322919151682284,0.2659444486122862,3.0,18.0,-2.527066268916323,26.0,-2.9556741310429997,31.0,-3.0141353455453634
12,GDGT__80_2.4_stat,-2.7377131336119027,0.31613828003094185,3.0,19.0,-2.6947644171127108,29.0,-3.0731301106857454,30.0,-2.445244873037252
13,GDGT__80_1.6_log,-0.03796098442457346,1.2442613662220314,2.0,21.0,-0.91778663404861,39.0,0.8418646651994631,,
14,GDGT__65_3.5_stat,-3.8264457390349498,1.9719054646210468,3.0,22.0,-1.8138093223686564,23.0,-3.910602273834737,34.0,-5.754925620901455
15,GDGT__75_1.6_stat,-4.18357670964047,0.779682848887135,3.0,25.0,-3.614008261781647,32.0,-5.072181422002932,38.0,-3.864540445136831
16,GDGT__75_1.6_log,0.6309373839477184,0.5684126297784616,2.0,35.0,0.22900895891928966,36.0,1.032865808976147,,
17,GDGT__65_2.4_stat,3.476501722523505,3.478572288552812,3.0,40.0,0.4686038200942787,46.0,7.285852552610638,49.0,2.6750487948655985
18,GDGT__65_2.4_log,4.049049318172703,0.7425339735879606,3.0,43.0,4.906436591480372,44.0,3.615665307348484,47.0,3.625046055689256
19,GDGT__80_3.5_log,-2.1634651374015412,1.358480148594777,3.0,45.0,-0.6099068749772829,51.0,-2.752332432727589,52.0,-3.1281561044997512
20,GDGT__65_1.6_log,3.4597293912405855,0.5741511185743888,3.0,48.0,3.2941469900702853,53.0,4.0984759481963975,54.0,2.9865652354550725
21,NutLim__t0,6.661338147750939e-16,0.46638095682320885,2.0,55.0,-0.32978113718596075,56.0,0.3297811371859621,,
22,NutLim__t05,-8.147569812096764,2.5639415629476194,3.0,57.0,-9.048233956882406,58.0,-5.254821024249055,59.0,-10.13965445515883
23,NutLim__t1,-7.064094140477299,1.3840624399236363,3.0,60.0,-5.476894362988667,61.0,-8.019639968850854,62.0,-7.695748089592378
24,NutLim__t15,-2.539774916554285,2.2385678582993114,3.0,63.0,-0.12328433157650005,64.0,-4.542762932033491,65.0,-2.953277486052863
25,NutLim__t2,2.038565363337644,2.5892218435954635,3.0,66.0,3.797657372001695,67.0,-0.934605782738384,68.0,3.2526445007496223
26,NutLim__t4,11.40293227643265,0.3812162544727489,2.0,69.0,11.133371677796433,70.0,11.672492875068867,,
27,UV_irr__wt0,5.244647309036546e-16,0.11747961600833166,3.0,71.0,0.12376992158660148,72.0,-0.109970458194284,73.0,-0.013799463392315909
28,UV_irr__wt1,-2.126961363917632,0.5045296814548459,3.0,74.0,-2.1865023417659835,75.0,-1.5953030853067829,76.0,-2.5990786646801305
29,UV_irr__wt2,-3.0403452990271744,0.34242608429023513,3.0,77.0,-2.735550376151024,78.0,-3.4108726860693133,79.0,-2.9746128348611856
30,UV_irr__mut0,-1.2002910670796656,0.4174608063799085,3.0,80.0,-0.9587893845351158,81.0,-1.6823329653399,82.0,-0.9597508513639806
31,UV_irr__mut1,-4.570239631710357,0.8247886962520496,3.0,83.0,-5.485387286808609,84.0,-4.341040431673315,85.0,-3.8842911766491457
32,UV_irr__mut2,-4.842021696327081,0.4797263994949259,3.0,86.0,-5.174137772633208,87.0,-5.059905844273218,88.0,-4.292021472074818
33,YtrA__overexpr,-0.011575795557877471,0.3335893566049216,3.0,89.0,0.3629356387895989,90.0,-0.27685553465648505,91.0,-0.12080749080674626
34,YtrA__wt,-1.1102230246251565e-16,0.6354304569014291,3.0,92.0,-0.2617859987279246,93.0,0.7245030849508534,94.0,-0.4627170862229291
