,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,0.9178742900000003,0.6047976930476877,2.0,0.0,1.3455308400000003,1.0,0.4902177400000003
1,RichMedia__BHIN_Growth_Mid,-1.0501997100000002,0.20270939809044847,2.0,2.0,-0.9068625200000008,3.0,-1.1935368999999998
2,RichMedia__BHIN_Growth_Stat,-1.0129143800000007,0.27329176461259,2.0,4.0,-1.2061608400000008,5.0,-0.8196679200000005
3,RichMedia__LBv2_Growth_Late,0.23058331499999962,0.806649773663423,2.0,6.0,0.8009708399999997,7.0,-0.3398042100000005
4,RichMedia__LBv2_Growth_Mid,0.0,0.3222093268822603,2.0,8.0,-0.2278363999999992,9.0,0.2278363999999992
5,RichMedia__LBv2_Growth_Stat,-2.7748485290000007,0.32385882032657937,2.0,10.0,-2.5458457610000007,11.0,-3.0038512970000006
6,RichMedia__MHB_Rich_Mid,0.7676004650000001,0.03134175147183723,2.0,12.0,0.7454385000000006,13.0,0.7897624299999997
7,RichMedia__NBO_Rich_Mid,0.7343455050000003,0.07309360675804945,2.0,14.0,0.7860304899999999,15.0,0.6826605200000007
8,Carbon__M9Na_Arabinose_Mid,-1.1774752499999996,0.5817742184705077,2.0,16.0,-0.7660987549999998,17.0,-1.5888517449999997
9,Carbon__M9Na_Galactose_Mid,0.9780246850000012,0.008235601969800747,2.0,18.0,0.9722012350000018,19.0,0.9838481350000006
10,Carbon__M9Na_GlcNAcGrowth_Late,1.1070642000000008,0.575983339201709,2.0,20.0,0.699782475000001,21.0,1.5143459250000006
11,Carbon__M9Na_GlcNAcGrowth_Mid,0.6865068250000013,0.10565955805802027,2.0,22.0,0.6117942350000014,23.0,0.7612194150000011
12,Carbon__M9Na_GlcNAcGrowth_Stat,-0.7376159699999985,0.035032735732546394,2.0,24.0,-0.7623878549999983,25.0,-0.7128440849999986
13,Carbon__M9Na_GlcNAc_Mid,0.496667490000001,0.5002979527453727,2.0,26.0,0.142903415000001,27.0,0.8504315650000009
14,Carbon__M9Na_Gluconate_Mid,-0.6581525549999991,0.14453667072531903,2.0,28.0,-0.5559496949999989,29.0,-0.7603554149999994
15,Carbon__M9Na_Glucosamine_Mid,0.4814593150000004,0.34019424845048596,2.0,30.0,0.7220129750000002,31.0,0.2409056550000006
16,Carbon__M9Na_Glycerol_Mid,1.2885098200000016,0.08904628929500918,2.0,32.0,1.2255445850000015,33.0,1.3514750550000016
17,Carbon__M9Na_Maltose_Mid,-1.3233988899999993,0.7036666289143301,2.0,34.0,-1.820966335,35.0,-0.8258314449999986
18,Carbon__M9Na_Mannitol_Mid,-0.2274634449999988,0.07338123658343251,2.0,36.0,-0.2793518149999983,37.0,-0.1755750749999993
19,Carbon__M9Na_Trehalose_Mid,0.4239505250000013,0.6390802945514122,2.0,38.0,0.8758485350000011,39.0,-0.0279474849999985
20,Carbon__M9Na_ethanol_Mid,-0.9550603649999987,0.15117860957381826,2.0,40.0,-1.061959784999999,41.0,-0.8481609449999983
21,Carbon__M9Na_fructose_Mid,0.7411809550000008,0.4524912340157426,2.0,42.0,0.4212213350000002,43.0,1.0611405750000014
22,Carbon__M9Na_fumarate_Mid,0.5868362850000013,0.2069493517718008,2.0,44.0,0.4405009950000007,45.0,0.7331715750000019
23,Carbon__M9Na_glucoseGrowth_Late,0.6407166350000013,0.5667679488626917,2.0,46.0,1.041482095000001,47.0,0.2399511750000016
24,Carbon__M9Na_glucoseGrowth_Mid,9.020562075079397e-16,0.0894639631285205,2.0,48.0,-0.0632605749999992,49.0,0.063260575000001
25,Carbon__M9Na_glucoseGrowth_Stat,0.8411829000000006,0.08670746290555563,2.0,50.0,0.902494335,51.0,0.7798714650000012
26,Carbon__M9Na_ribose_Mid,0.8065031900000008,0.20103368936932536,2.0,52.0,0.6643509050000009,53.0,0.9486554750000008
27,Carbon__M9Na_succinate_Mid,0.49697929500000093,0.9759641236108245,2.0,54.0,-0.193131554999999,55.0,1.1870901450000009
28,Carbon__M9Na_sucrose_Mid,-0.5341135599999998,0.07240883040901311,2.0,56.0,-0.5853143349999996,57.0,-0.4829127849999999
29,TF__LBv2_HapROver_Late,2.369723305,0.5601426199524837,2.0,58.0,1.9736426599999997,59.0,2.7658039500000005
30,TF__LBv2_HapROver_Mid,1.3666421250000003,0.20954724087267632,2.0,60.0,1.5148144000000006,61.0,1.21846985
31,TF__LBv2_HapROver_Stat,1.96853196,0.05192727743097906,2.0,62.0,1.9318138299999996,63.0,2.0052500900000005
32,TF__LBv2_LuxOOver_Late,0.6796107449999997,0.28701309391976815,2.0,64.0,0.8825596499999993,65.0,0.4766618400000002
33,TF__LBv2_LuxOOver_Mid,0.7588764050000005,0.15345268619531696,2.0,66.0,0.6503689700000006,67.0,0.8673838400000005
34,TF__LBv2_LuxOOver_Stat,-1.7487429865000002,0.5598658689649281,2.0,68.0,-1.3528580340000005,69.0,-2.144627939
35,TF__LBv2_QstROver_Late,0.24234768499999948,0.5602782288909784,2.0,70.0,0.638524219999999,71.0,-0.15382885
36,TF__LBv2_QstROver_Mid,1.0547985749999995,0.05693768759004154,2.0,72.0,1.095059599999999,73.0,1.01453755
37,TF__LBv2_QstROver_Stat,-1.9815936045000004,0.34841990496341047,2.0,74.0,-2.2279636820000004,75.0,-1.7352235270000005
38,TF__LBv2_TfoXOver_Late,0.5316510499999998,0.08271572491760659,2.0,76.0,0.5901399000000005,77.0,0.4731621999999991
39,TF__LBv2_TfoXOver_Mid,1.0783547550000003,0.31312728274004026,2.0,78.0,0.8569403300000005,79.0,1.2997691800000002
40,TF__LBv2_TfoXOver_Stat,-0.8811654300000002,0.07573277675281236,2.0,80.0,-0.9347165900000008,81.0,-0.8276142699999998
41,Stress-I__20-300-T1,0.6745946850000006,1.0946738761310102,2.0,82.0,-0.0994566359999993,83.0,1.4486460060000006
42,Stress-I__20-300-T2,0.9359364910000014,1.1829611555928805,2.0,84.0,0.0994566360000011,85.0,1.7724163460000018
43,Stress-II-1__LBv2_LowpH_Mid,-0.2874361900000002,0.12801224992936228,2.0,86.0,-0.3779545199999994,87.0,-0.196917860000001
44,Stress-II-1__LBv2_highSalt_Mid,-1.061965485,0.11959721961383524,2.0,88.0,-0.9773974800000004,89.0,-1.1465334899999997
