locus,gene_weight,gene_name,gene_product,cog,regulator,link
b4401,0.5030265443787361,arcA,DNA-binding transcriptional dual regulator ArcA,Transcription,"RpoD,Fnr,ArcA",https://ecocyc.org/gene?orgid=ECOLI&id=EG10061
b2687,-0.340549450883645,luxS,S-ribosylhomocysteine lyase,Nucleotide transport and metabolism,"cyaR,RpoS,UvrY",https://ecocyc.org/gene?orgid=ECOLI&id=EG12712
