,-0.10120408352121428,-0.08096326681697143,-0.060722450112728574,-0.04048163340848572,-0.020240816704242867,-1.3877787807814457e-17,0.02024081670424284,0.04048163340848569,0.060722450112728546,0.0809632668169714,0.10120408352121425,0.1214449002254571,0.14168571692969995,0.16192653363394277,0.18216735033818565,0.20240816704242853,0.22264898374667136,0.24288980045091418,0.26313061715515706,0.28337143385939995
thresh,-0.07084285846485,0.07084285846485,2,,,,,,,,,,,,,,,,,
unreg,0,0,2,31,492,2890,357,26,6,1,1,0,0,0,0,0,0,0,0,0
narL,1,0,1,0,13,48,17,8,3,9,3,2,2,4,3,2,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['ykgO'],['yehD'],[],[],[],[],[],[],[],[],[]
narL_genes,['nikA'],[],['ynfE'],[],"['adhE' 'nikB' 'focA' 'aspA' 'ydhY' 'ydhX' 'ydhV' 'dcuB' 'cydD' 'norV'
 'nikC' 'ydhU' 'frdA']","['norW' 'nuoB' 'caiF' 'ydeP' 'ydhW' 'nuoA' 'nuoF' 'hybO' 'cydC' 'nuoG'
 'hybG' 'nuoJ' 'moeA' 'dcuS' 'ubiA' 'nikE' 'nuoE' 'hcp' 'moeB' 'nuoC'
 'hyaA' 'hyaB' 'nuoH' 'nuoI' 'dcuA' 'hyaD' 'citA' 'hcr' 'dcuR' 'nikD'
 'citB' 'nuoN' 'torA' 'ydhT' 'torD' 'fdhF' 'citC' 'ubiC' 'nuoM' 'nuoL'
 'ogt' 'hybD' 'nikR' 'nuoK' 'yoaG' 'citF' 'torC' 'fumB']","['ytfE' 'hybA' 'frdC' 'nrfE' 'hyaC' 'frdB' 'hyaF' 'frdD' 'hybE' 'dmsD'
 'hyaE' 'fdnH' 'hybF' 'ynfH' 'hybC' 'fdnI' 'pflB']",['yeaR' 'ynfF' 'hybB' 'fdnG' 'ompW' 'nrfG' 'dmsA' 'cysG'],['ynfG' 'ccmB' 'ccmH'],['ccmF' 'dsbE' 'ccmC' 'dmsC' 'dmsB' 'nrfC' 'nrfB' 'nrfD' 'ccmA'],['nrfA' 'ccmE' 'napD'],['napC' 'napF'],['narG' 'narJ'],['narH' 'nirB' 'nirD' 'narI'],['narK' 'nirC' 'napH'],['napA' 'napB'],['napG'],[],[],[]
