sample,BSU27910
LBexp_1,12.1555
LBexp_2,11.8541
LBexp_3,11.7202
LBtran_1,11.9393
LBtran_2,11.6048
LBtran_3,12.0332
LBstat_1,11.3544
LBstat_2,11.1455
LBstat_3,10.7906
LBGexp_1,12.7433
LBGexp_2,12.009
LBGexp_3,12.5284
LBGtran_2,10.9388
LBGtran_3,11.6882
LBGstat_1,9.1782
LBGstat_2,9.0743
LBGstat_3,9.2043
S0_1,12.206
S0_2,12.4771
S0_3,12.0261
S1_1,12.3175
S1_2,11.9291
S1_3,12.2107
S2_1,11.9128
S2_2,11.9141
S2_3,11.1795
S3_1,11.7049
S3_2,11.8183
S4_1,11.3735
S4_2,10.9903
S4_3,10.6304
S5_1,11.3457
S5_2,11.2517
S5_3,11.4586
S6_1,11.2144
S6_2,8.8642
S6_3,10.8519
S6/t_1,10.8344
S6/t_2,8.4324
S6_4,10.5709
S6_5,11.1898
S6_6,11.2224
S7_4,10.9387
S7_5,10.8019
S7_6,10.9796
S8_4,10.255999999999998
S8_5,10.109
G135_1,13.2885
G135_3,11.515
G150_1,12.3503
G150_2,13.4385
G150_3,12.9287
G180_1,12.8336
G180_2,13.2889
G180_3,12.2278
C30_1,12.0612
C30_2,12.3534
C90_1,11.9274
C90_2,12.1616
BI_1,12.1967
BI_2,12.3775
BC_2,11.8402
BC/t_1,11.2302
BC/t_2,11.7127
BC_1,11.1543
Sw_1,11.6099
Sw_2,11.864
BT_1,11.3603
BT_2,10.6737
B36_1,12.2587
B36_2,11.9721
B60_1,11.9107
B60_2,11.3262
M9exp_1,12.0712
M9exp_2,11.7837
M9exp_3,11.6063
M9tran_1,11.4111
M9tran_2,11.3318
M9tran_3,11.3894
M9stat_1,9.8075
M9stat_2,9.4765
M9stat_3,9.2135
M+G_1,11.8134
M+G_2,11.9898
M+G_3,11.9304
Glu_1,12.3495
Glu_2,12.4269
Glu_3,12.3008
Fru_1,12.3807
Fru_2,12.4549
Fru_3,11.8278
Mal_1,11.5848
Mal_2,11.3412
Mal_3,11.8845
G+S_2,11.7923
G+S_3,11.8692
Pyr_1,11.1273
Pyr_2,11.8803
Pyr_3,11.4751
Gly_1,10.8081
Gly_2,11.9067
Gly_3,10.1555
Glucon_1,10.9726
Glucon_2,11.6417
Glucon_3,10.6572
aero_1,13.0628
aero_2,11.9675
aero_3,12.9606
nit_1,11.8356
nit_2,12.119000000000002
nit_3,11.8465
ferm_1,11.3414
ferm_2,11.5606
ferm_3,12.2434
T-5.40H_1,12.3288
T-4.40H_1,12.3765
T-3.40H_1,12.1701
T-2.40H_1,11.854
T-1.40H_1,11.7103
T-1.10H_1,11.8165
