,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,9.485622291733334,2.4311269550543018,3.0,0.0,12.2482471694,1.0,8.5359417685,2.0,7.6726779373,,,,,,,,,,
1,LB__LBtran,-0.17474351550000003,0.31599805460548663,3.0,3.0,-0.5293644469000001,4.0,0.076983123,5.0,-0.0718492226,,,,,,,,,,
2,LB__LBstat,-4.452114561000001,1.044632655224618,3.0,6.0,-5.5245505038000005,7.0,-4.3940892765,8.0,-3.4377039027,,,,,,,,,,
3,LB__LBGexp,9.944677926033334,1.805375346263222,3.0,9.0,10.7158257216,10.0,7.8817911627,11.0,11.2364168938,,,,,,,,,,
4,LB__LBGtran,-4.18944379405,0.9516103085885688,2.0,12.0,-4.8623338963,13.0,-3.5165536918,,,,,,,,,,,,
5,LB__LBGstat,-2.4938567954666664,1.167148102832622,3.0,14.0,-1.6367931299,15.0,-2.021657759,16.0,-3.8231194975,,,,,,,,,,
6,Life Cycle__S0,12.641724931433332,1.2563939815377136,3.0,17.0,11.2059736711,18.0,13.5398492112,19.0,13.179351912,,,,,,,,,,
7,Life Cycle__S1,3.5859648092666667,0.6877108234296209,3.0,20.0,3.0017139704,21.0,3.4123280634,22.0,4.343852394,,,,,,,,,,
8,Life Cycle__S2,2.5363745755,1.0046127821408684,3.0,23.0,2.1683647056,24.0,3.6730984584,25.0,1.7676605625000001,,,,,,,,,,
9,Life Cycle__S3,2.74840395215,2.031995655364725,2.0,26.0,1.3115660449,27.0,4.1852418594,,,,,,,,,,,,
10,Life Cycle__S4,1.3791165738333333,0.4214579935623569,3.0,28.0,1.8613553735,29.0,1.1946641433,30.0,1.0813302047,,,,,,,,,,
11,Life Cycle__S5,2.510844646666667,0.41672125920272457,3.0,31.0,2.0646746408,32.0,2.8899932657000003,33.0,2.5778660335,,,,,,,,,,
12,Life Cycle__S6,6.0414984480625,4.5541600077368285,8.0,34.0,2.5458157275,35.0,13.5313512567,36.0,3.1588719943,37.0,3.2770064477,38.0,13.1686831268,39.0,4.5050551039,40.0,4.1075536194,41.0,4.0376503082
13,Life Cycle__S7,3.9208162331,0.17268475028334396,3.0,42.0,4.0929438368,43.0,3.7475796774,44.0,3.9219251851,,,,,,,,,,
14,Life Cycle__S8,5.6166666861,2.834548088531514,2.0,45.0,3.6123385111,46.0,7.6209948611,,,,,,,,,,,,
15,Life Cycle__G135,16.26884230715,4.482771203425569,2.0,47.0,19.4386402236,48.0,13.0990443907,,,,,,,,,,,,
16,Life Cycle__G150,28.40724061346667,0.8636985102943149,3.0,49.0,28.0850752776,50.0,27.7509297171,51.0,29.3857168457,,,,,,,,,,
17,Life Cycle__G180,14.116909381866668,1.0299887428734524,3.0,52.0,14.0909751089,53.0,15.1596203557,54.0,13.100132681,,,,,,,,,,
18,Stress Time Course__C30,11.55313874605,0.43029535162911997,2.0,55.0,11.248873985,56.0,11.8574035071,,,,,,,,,,,,
19,Stress Time Course__C90,-0.32846464270000003,0.7161969106705472,2.0,57.0,0.1779630495,58.0,-0.8348923349,,,,,,,,,,,,
20,Biofilm__BI,9.29388337875,0.06154531749359517,2.0,59.0,9.2503642674,60.0,9.3374024901,,,,,,,,,,,,
21,Biofilm__BC,2.50244093095,0.6982410314873213,4.0,61.0,1.7378132261,62.0,2.7528975481,63.0,3.3439285694,64.0,2.1751243802,,,,,,,,
22,Biofilm__Sw,2.8425953074,0.9377102971454497,2.0,65.0,3.5056566173,66.0,2.1795339975,,,,,,,,,,,,
23,Life Cycle__BT,9.716915128050001,0.6913629705681302,2.0,67.0,10.2057825728,68.0,9.2280476833,,,,,,,,,,,,
24,Life Cycle__B36,7.3716590083,1.539700927451257,2.0,69.0,8.4603919751,70.0,6.2829260415,,,,,,,,,,,,
