,A,DksA
cra_crp__wt_fru__1,1.5184294456663647,-0.7576643450000021
cra_crp__wt_fru__2,0.9647052789436692,-0.7738378300000015
cra_crp__delcra_ac__1,-2.7990528235019827,-0.0258632400000014
cra_crp__delcra_ac__2,-2.942441279310056,-0.12348670000000085
cra_crp__delcra_fru__1,1.122414871650227,-0.3288743510000014
cra_crp__delcra_fru__2,0.848695780874135,-0.209844115000001
cra_crp__delcra_glc__1,1.9595619972152336,-0.20724536900000068
cra_crp__delcra_glc__2,1.7571445526975642,-0.2752433960000005
rpoB__wt_031__1,1.1771946583513166,-0.13868805000000073
rpoB__wt_044__1,1.2123304936810144,-0.4145361850000011
rpoB__wt_lb__1,-3.442529052590562,0.6879565999999979
rpoB__wt_lb__2,-3.5128953114786823,0.6597102899999996
rpoB__rpoBE546V_031__1,1.4341398324055346,-0.27315246800000104
rpoB__rpoBE546V_044__1,1.0792014667424814,-0.04207885000000111
rpoB__rpoBE546V_lb__1,-3.02468576346152,0.5296408999999986
rpoB__rpoBE546V_lb__2,-3.730978946476327,0.5504457099999982
rpoB__rpoBE546V_glc__1,1.4441440221641375,-0.3973668750000012
rpoB__rpoBE672K_glc__1,3.632075882397826,-0.4700089170000013
rpoB__rpoBE672K_glc__2,3.435347136711347,-0.4070509350000009
rpoB__rpoBE672K_lb__1,-3.9716358973186474,0.4743555299999986
rpoB__rpoBE672K_lb__2,-4.675434137760307,0.5058298899999993
crp__wt_fru__1,0.1356184902497424,-0.3001383130000015
crp__wt_glyc__1,1.2205194320654191,-0.17977918200000076
crp__wt_glyc__2,1.122018552271285,-0.024128260000001237
crp__delar1_glyc__1,5.24417676417104,0.3290337799999996
crp__delar1_glyc__2,6.87766354537678,0.4979598599999981
crp__delar1ar2_glyc__1,3.891380629252026,-0.09511618000000156
crp__delar1ar2_glyc__2,3.968964636933229,-0.035580890000002086
crp__delar1ar2_glyc__3,4.035612724810325,-0.065883040000001
crp__delar2_glyc__1,3.963986011537299,1.121819649999999
crp__delar2_glyc__2,3.464815495796614,1.0138279899999991
crp__delar2_glyc__3,3.3970042912410565,1.072153359999998
crp__delcrp_fru__1,2.00846812096058,-0.04168799000000156
crp__delcrp_fru__2,2.637265087546615,-0.03881209000000041
crp__delcrp_fru__3,1.977945999994916,-0.10680271000000197
crp__delcrp_glc__1,2.4386614037069707,-0.11335106000000116
crp__delcrp_glc__2,2.675401980327807,0.06653906999999926
crp__delcrp_glc__3,2.0304227298430315,-0.06492534000000205
crp__delcrp_glyc__1,3.1217802951823157,0.17189780999999904
crp__delcrp_glyc__2,3.02193228117561,0.12579948999999854
crp__delcrp_glyc__3,3.1306576664404906,0.10954362999999924
glu__glu_ale3__1,2.488766013422271,0.4113365699999996
glu__glu_ale4__1,3.3364535337760977,0.012340049999998827
glu__glu_ale5__1,4.712565806074853,0.12408466999999845
glu__glu_ale6__1,3.485673749422938,-0.3389728070000011
glu__glu_ale8__1,1.1904735972826157,0.4903533399999986
glu__glu_ale9__1,2.980984375638067,-0.07780256000000207
glu__glu_ale10__1,2.7671588066261275,-0.06919279000000067
42c__wt_42c__1,2.2406182006431266,-0.3648805090000007
42c__42c_ale1__1,14.892856984923622,-0.6934834400000014
42c__42c_ale2__1,3.0737396367731584,0.002870009999998757
42c__42c_ale3__1,1.0899544563483827,-0.015213260000001227
42c__42c_ale4__1,3.2401998964431,0.19083243999999944
42c__42c_ale5__1,1.305301528569215,0.14059041999999874
42c__42c_ale6__1,15.433205745226548,-0.7979122060000012
42c__42c_ale8__1,5.705905571271932,-0.056092390000001664
42c__42c_ale9__1,1.7808000880239343,-0.05595956000000157
42c__42c_ale10__1,5.357194290089852,0.06308282999999902
ssw__wt_ac__1,-5.649076968856514,0.20091537999999964
ssw__wt_glc__1,-0.770612327836459,-0.8337788370000006
ssw__wt_glyc__1,1.0983722655707586,-0.2184332500000004
ssw__wt_xyl__1,7.276093100379025,-0.987405660000002
ssw__glc_ale1__1,0.4013155287798847,0.2999637599999989
ssw__glc_ale2__1,2.6351605152816857,-0.03132131000000093
ssw__glc_ale3__1,12.494336584361502,-0.6762342260000018
ssw__glyc_ale1__1,2.256758932498181,0.2295317099999981
ssw__glyc_ale2__1,9.759272685481427,-0.9169045940000018
ssw__xyl_ale1__1,-0.7605322842729865,-0.024869330000001355
ssw__xyl_ale2__1,-1.160410003251944,0.33775045999999875
ssw__xyl_ale3__1,0.987474806774056,-0.10332375000000127
ssw__glc_ac_ac2__1,15.254303597257612,-0.458395245000002
ssw__glc_ac_glc1__1,4.144616940232979,-0.244274251000002
ssw__glc_glyc_glc__1,1.1771500072676304,0.2640093499999985
ssw__glc_glyc_glyc__1,0.906592234303458,0.2178883899999988
ssw__glc_xyl_glc__1,0.3540749578404207,-0.3618405230000015
ssw__glc_xyl_xyl__1,-0.1385985495360574,-0.15550833000000175
ica__wt_glc__1,2.3754522062327528,-0.7166524020000011
ica__wt_glc__2,2.142033129511709,-0.7525902080000009
ica__wt_glc__3,0.2758653078541633,-0.2033310590000017
ica__wt_glc__4,-1.0540120098723913,-0.10960708000000174
ica__arg_sbt__1,0.4820585948333866,-0.8152415760000018
ica__arg_sbt__2,0.5723073914400847,-0.6244111690000018
ica__cytd_rib__1,-1.3163055618052626,0.2389793099999995
ica__cytd_rib__2,-3.924625675623935,0.044939699999998695
ica__gth__1,-3.491341206217868,0.2670660399999996
ica__gth__2,-2.4846272835219088,-0.004736310000001964
ica__leu_glcr__1,-2.9689499299961994,-0.7817565070000008
ica__leu_glcr__2,-2.557770784578396,-0.8516662450000005
ica__met_glc__1,0.3718518961690304,-0.6008746460000012
ica__met_glc__2,0.8130824720445935,-0.6399471590000019
ica__no3_anaero__1,2.064738103957579,-0.5675677260000018
ica__no3_anaero__2,1.97654098311334,-0.3875927750000017
ica__phe_acgam__1,0.6999935158251254,-0.3977757250000007
ica__phe_acgam__2,1.2587602247635843,-0.3969352780000008
ica__thm_gal__1,0.6345324804074643,-0.37833675700000136
ica__thm_gal__2,0.7176723155536345,-0.2853477180000006
ica__tyr_glcn__1,0.3021286051026064,-0.4023123800000015
ica__tyr_glcn__2,0.1537457901000384,-0.44510409500000137
ica__ura_pyr__1,-0.774876254194162,-0.4941535430000013
ica__ura_pyr__2,-1.4963007091873812,-0.5090272080000009
ica__wt_glc__5,-0.5300186467299468,-0.2924481780000008
ica__wt_glc__6,-0.386766392049408,-0.3340627040000008
ica__bw_delpurR_cytd__1,2.927928466099084,0.06940749999999872
ica__bw_delpurR_cytd__2,-4.75704504801802,0.17753221999999802
ica__ade_glc__1,-5.179071688920645,0.10219060999999917
ica__ade_glc__2,2.9941800231764044,0.05873554999999798
ytf__wt_glc__1,1.985600215672281,-0.43870516600000187
ytf__wt_glc__2,1.6914303483527025,-0.4759456530000019
ytf__delyafC__1,9.451702758852193,-0.02708515000000133
ytf__delyafC__2,10.569860486711192,-0.005658070000000848
ytf__delyeiE__1,7.956977404582646,-0.4517151680000016
ytf__delyeiE__2,3.5967413786867426,-0.7432794300000012
ytf__delyiaJ__1,10.844608163019934,-0.3712340230000013
ytf__delyiaJ__2,10.12138036105599,-0.2730368490000004
ytf__delyieP__1,4.936169652654803,-0.17200119500000174
ytf__delyieP__2,3.560555089916768,-0.1013606900000017
ytf__wt_ph5__1,-0.3211925801204555,-0.6212509590000009
ytf__wt_ph5__2,-1.0509780309570624,-0.4994478700000009
ytf__wt_ph8__1,2.7964698647251724,-0.2176821760000021
ytf__wt_ph8__2,2.9346293808123614,-0.18786597900000146
ytf__delybaO__1,9.547397260027076,-0.2216137820000004
ytf__delybaO__2,10.98552359670064,-0.0834297200000016
ytf__delybaQ__1,0.6955862695267843,-0.4107528900000013
ytf__delybaQ__2,-0.0524948713017387,-0.32555153900000106
ytf__delybiH__1,2.862439722866678,-0.2581584090000017
ytf__delybiH__2,5.895963846412417,-0.15819713000000135
ytf__delydcI_ph5__1,0.71567506368374,-0.6402349510000018
ytf__delydcI_ph5__2,0.5501386028368289,-0.6803826520000005
ytf__delydcI_ph8__1,2.9715155039035244,-0.29705925900000096
ytf__delydcI_ph8__2,3.0092090442344217,-0.24407362800000065
ytf__delyddM__1,0.5188266081907531,-0.3475365430000004
ytf__delyddM__2,0.4130430486260424,-0.34815018900000183
ytf__delyheO__1,8.372296797595311,-0.2239815640000007
ytf__delyheO__2,10.622088093125251,-0.05056598000000179
fps__bw_glc__1,-0.9978352301211278,-0.6316230580000006
fps__bw_glc__2,-1.518014015981379,-0.5307953330000004
fps__fps_thrA_ale1__1,-2.1474558549836003,-0.4994967980000009
fps__fps_thrA_ale1__2,-1.4373467156335864,-0.5464847090000013
fps__fps_thrA_ale2__1,-0.7898111341751711,-0.5768489380000013
fps__fps_thrA_ale2__2,-0.4514347944453522,-0.5561642920000018
fps__fps_serB_ale1__1,10.787340535353298,-0.8939095560000005
fps__fps_serB_ale1__2,11.50644776824956,-1.1249184800000016
fps__fps_serB_ale4__1,13.062895554239018,-0.8334331440000007
fps__fps_serB_ale4__2,14.097306618685238,-1.1003709210000014
fps__fps_ptsI_ale1__1,-0.9346388702996168,-0.00754794000000203
fps__fps_ptsI_ale1__2,-0.5065643022205797,-0.09723271000000187
fps__fps_ptsI_ale3__1,-0.900936707429111,-0.11823324000000035
fps__fps_ptsI_ale3__2,-0.9136448531543891,-0.08089368000000086
pal__lyx_ale2_f6__1,1.2252203972002136,0.12716824999999865
pal__lyx_ale2__1,-0.9647188490320314,0.2282177999999995
pal__lyx_ale2__2,-0.9856718702890754,0.3879218399999989
pal__lyx_ale4__1,0.119113169922654,0.5841585099999982
pal__lyx_ale4__2,-0.3430511643056509,0.5556891999999979
pal__5drib_ale10_f18__1,-1.4453308169282115,-0.0003006000000009834
pal__5drib_ale10_f18__2,-1.9716527317018069,0.1168372799999986
pal__5drib_ale10__1,0.8428700809310533,0.14772839999999832
pal__arab_ale14_f9__1,1.3632704209727426,-0.09257354000000184
pal__arab_ale14_f9__2,2.364424816951906,-0.195322593000002
pal__arab_ale14__1,2.213950688057333,-0.11235024000000138
pal__arab_ale14__2,1.7742333061088198,-0.2507537930000012
pal__arab_ale16__1,0.1877584765687423,-0.1189492300000019
pal__arab_ale16__2,0.5169535338068529,-0.01857392000000146
pal__tartr_ale26_f10__1,2.5008240361341345,0.024742189999999557
pal__tartr_ale26_f10__2,2.534773155697378,-0.0024583300000013963
pal__tartr_ale26__1,2.116416425173079,-0.19206146500000187
pal__tartr_ale26__2,1.7279049542120994,-0.3075446480000004
pal__tartr_ale28_f10__1,2.0702200884456308,0.34698807999999914
pal__tartr_ale28_f10__2,-0.0461637748059156,0.3736711799999988
pal__tartr_ale28__1,0.5964333799918761,0.1366986999999984
pal__tartr_ale28__2,-0.7897072442242709,0.6016626599999988
efeU__delmenFentC_citr__1,1.571817057128766,-0.5349015070000007
efeU__delmenFentC_citr__2,2.0170630488437533,-0.6035194820000012
efeU__delmenFentC__1,-0.0711856253707196,-0.7964653580000007
efeU__delmenFentC__2,-0.1146484641672971,-0.9081300770000008
efeU__menFentC_ale39__1,4.816801198746511,-0.0914599900000006
efeU__menFentC_ale39__2,5.528358165910004,-0.13179099000000072
efeU__menFentC_ale29__1,6.629997317223773,-0.5994816740000015
efeU__menFentC_ale29__2,6.878116968885006,-0.5386186080000019
efeU__menFentC_ale30__1,1.1294936440208696,-0.6006967170000017
efeU__menFentC_ale30__2,1.7534014511019196,-0.4381011060000013
efeU__menFentCubiC_ale36__1,2.085377695760342,-0.4809003080000007
efeU__menFentCubiC_ale36__2,1.720607246445271,-0.4527149400000017
efeU__menFentCubiC_ale37__1,0.4881372108453986,-0.6708402190000005
efeU__menFentCubiC_ale37__2,0.3391789730625617,-0.5948735060000008
efeU__menFentCubiC_ale38__1,1.30872744613376,-0.6162357560000018
efeU__menFentCubiC_ale38__2,0.6824109007929069,-0.5785718990000017
misc2__salc_glc__1,5.083697566018265,-0.8330178790000016
misc2__salc_glc__2,4.720362980106404,-0.5964459720000015
misc2__dbcn_glc__1,2.4042947897080063,-0.6600855800000005
misc2__dbcn_glc__2,1.6643206589266497,-0.35797882600000186
misc2__tyr_glc__1,-1.1175905574418952,-0.29897146500000105
misc2__tyr_glc__2,-1.6087292072102226,-0.1954971900000011
misc2__arg_cytd__1,0.4856085096461704,-0.1129105800000012
misc2__arg_cytd__2,-0.3270233048929603,0.010912339999999077
misc2__delyheO_pyr__1,-1.6667666591151795,-0.32936715600000177
misc2__delyheO_pyr__2,-1.321384660217577,-0.2657985130000018
misc2__dellon_glc__1,3.8369918727237895,-0.30787817900000114
misc2__dellon_glc__2,4.228036702602623,-0.5022151820000005
nquinone__delubiC__1,1.0326292301180324,-0.5124743020000011
nquinone__delubiC__2,0.6822797722772843,-0.5854467950000011
nquinone__ubiC_ale1__1,0.4441561648426382,-0.31678763900000106
nquinone__ubiC_ale1__2,1.1413506444184818,-0.7056606820000013
nquinone__ubiC_ale2__1,0.8584905766902637,-0.4951302170000016
nquinone__ubiC_ale2__2,1.1196053268032538,-0.5406621700000009
nquinone__ubiC_ale3__1,6.127386983772958,-0.7187893140000003
nquinone__ubiC_ale3__2,6.233723900565547,-0.7206711370000018
nquinone__ubiC_ale4__1,0.4837166152834639,-0.7132597260000004
nquinone__ubiC_ale4__2,0.9208030254258788,-0.8326158910000014
nquinone__delpdhR__1,-0.2178266528270406,-0.6102145400000012
nquinone__delpdhR__2,-0.1563847983679936,-0.6906369690000016
quinone__glu_ale4__1,0.4972730947839878,-0.5858226350000013
quinone__glu_ale4__2,1.1202969535946727,-0.4596332920000013
quinone__delmenF__1,0.2413509483626356,-0.5433144070000004
quinone__delmenF__2,0.4277670005790345,-0.5569793400000016
quinone__menF_ale5__1,4.4606472181593935,-0.1187373600000008
quinone__menF_ale5__2,4.752514703298553,-0.27189662900000044
quinone__menF_ale6__1,4.826328499298732,-0.2512132650000005
quinone__menF_ale6__2,6.061515272400254,-0.2802235900000021
quinone__menF_ale7__1,10.443641237759794,-0.23908828300000096
quinone__menF_ale7__2,11.10449291214898,-0.2400787880000017
quinone__menF_ale8__1,11.45075616127504,-0.29307041600000083
quinone__menF_ale8__2,12.130264042875348,-0.15643021000000168
quinone__delmenFubiC__1,0.958013624486042,-0.5914745950000011
quinone__delmenFubiC__2,0.6563303945832728,-0.530994328000002
quinone__menFubiC_ale1__1,14.46636775196575,-0.7720174410000009
quinone__menFubiC_ale1__2,15.10387923510948,-0.895965986000002
quinone__menFubiC_ale2__1,15.06437446218976,-0.7480727400000013
quinone__menFubiC_ale2__2,15.245647597911152,-0.8256734120000004
quinone__menFubiC_ale3__1,1.4660621468744082,-0.5954605380000011
quinone__menFubiC_ale3__2,1.0025088575022234,-0.5125096000000013
quinone__menFubiC_ale4__1,0.7863829347612078,-0.0516147800000013
quinone__menFubiC_ale4__2,1.159033881728694,-0.07263012000000124
oxyR__wt_glc__1,1.709212391394975,-0.3335279490000005
oxyR__wt_glc__2,1.851341102600464,-0.39227363200000204
oxyR__wt_h2o2__1,1.668185286241937,-0.3618412950000014
oxyR__wt_h2o2__2,1.2475861251957918,-0.18221812200000187
oxyR__glu_ale4__1,0.3818496961470877,-0.1980991540000012
oxyR__glu_ale4__2,0.6742644907332924,-0.3331773480000013
oxyR__glu_ale4_h2o2__1,0.5857273237476623,-0.32025981700000195
oxyR__glu_ale4_h2o2__2,1.365859974795083,-0.5945647210000011
oxyR__oxyR_ale17__1,1.7960076511037957,-1.044904058000002
oxyR__oxyR_ale17__2,1.7066071627556545,-1.306451327000001
oxyR__oxyR_ale17_h2o2__1,1.6007830776055352,-0.7764279900000021
oxyR__oxyR_ale17_h2o2__2,1.2920448035798244,-0.831349126000001
oxyR__oxyR_ale18__1,3.208784876313641,-0.6866563670000012
oxyR__oxyR_ale18__2,2.227092124622365,-0.6278971880000004
oxyR__oxyR_ale18_h2o2__1,0.257344204035217,-1.0993272930000018
oxyR__oxyR_ale18_h2o2__2,0.3903674054849829,-1.0613292470000015
oxyR__oxyR_ale19__1,2.830284451050892,-0.5646842320000012
oxyR__oxyR_ale19__2,2.7604735909039304,-0.5511178150000013
oxyR__oxyR_ale19_h2o2__1,3.343994211857056,-0.6724829580000016
oxyR__oxyR_ale19_h2o2__2,3.208073056456314,-0.610652055000001
oxyR__oxyR_ale20__1,0.509735415481522,-1.6387177100000017
oxyR__oxyR_ale20__2,0.3196780413252575,-1.664195190000001
oxyR__oxyR_ale20_h2o2__1,1.2257550387661624,-1.2859079720000022
oxyR__oxyR_ale20_h2o2__2,1.1345755623595235,-1.3037405200000016
svns_pgi__BmePgi24_15__1,1.6848069131468404,-0.5522230490000021
svns_pgi__BmePgi24_15__2,1.8519657090424928,-0.4652932490000019
svns_pgi__BmePgi24_26__1,1.1733761052414216,-0.3827384700000014
svns_pgi__BmePgi24_26__2,0.5952736151984546,-0.22991904200000055
svns_pgi__BmePgi24_41__1,-0.8269879316633076,0.13985544999999888
svns_pgi__BmePgi24_41__2,2.79940679289846,-0.35321191500000104
svns_pgi__BmePgi24_52__1,2.624949790496485,-0.6543641800000017
svns_pgi__BmePgi24_52__2,2.6468146820290728,-0.5124262130000012
svns_pgi__PaePgi2_34__1,3.810325121756168,-0.20331979200000205
svns_pgi__PaePgi2_34__2,3.618357582300807,-0.1886602490000016
svns_pgi__PaePgi2_63__1,4.026490282874824,-0.3984913830000014
svns_pgi__PaePgi2_63__2,3.9295442023198457,-0.3715271530000006
svns_pgi__PaePgi24_54__1,5.896821006335143,-0.5442827150000014
svns_pgi__PaePgi24_54__2,5.8766309971718735,-0.4422464640000019
svns_pgi__PaePgi24_90__1,6.514466748857067,-0.4975805560000008
svns_pgi__PaePgi24_90__2,5.322010528686784,-0.2587083530000012
abx_media__m9_ctrl__1,-0.7277440055898774,-0.3741738750000021
abx_media__m9_ctrl__2,-1.5915560463860157,-0.12623517000000106
abx_media__rpmi_ctrl__1,-12.492283234256991,-0.3566147030000017
abx_media__rpmi_ctrl__2,-10.138331328324664,-0.6718377580000006
abx_media__camhb_ctrl__1,-4.03074324085858,-1.2658222200000004
abx_media__camhb_ctrl__2,-3.2490703739234594,-1.2460827400000019
abx_media__m9_mero__1,-5.359681234750014,-0.42951079600000064
abx_media__m9_mero__2,-1.336715265080514,-0.7076635280000012
abx_media__rpmi_mero__1,-10.085323764386697,-1.3698135130000004
abx_media__rpmi_mero__2,-10.587388511294687,-1.0030242020000006
abx_media__camhb_mero__1,-2.1531986790479327,-2.024460382000001
abx_media__camhb_mero__2,-1.506752670406324,-2.102466215000001
abx_media__m9_trisulf__1,1.328606252003537,-1.1510036590000006
abx_media__m9_trisulf__2,2.390628857409922,-1.1411074600000006
abx_media__rpmi_trisulf__1,-2.9176069817169155,-1.5488193770000012
abx_media__rpmi_trisulf__2,-3.213415974008603,-1.6401906360000016
abx_media__camhb_trisulf__1,-5.287642684448917,-1.6015202660000014
abx_media__camhb_trisulf__2,-5.291472884016139,-1.646681023000001
abx_media__m9_cef__1,0.9497343463382486,-0.7003025980000004
abx_media__m9_cef__2,1.7694239017807818,-0.7375415590000021
abx_media__rpmi_cef__1,-5.244391859810505,-2.298123142000001
abx_media__rpmi_cef__2,-5.67516026384098,-2.2918023740000013
abx_media__camhb_cef__1,-2.5946933462131967,-1.603285103000001
abx_media__camhb_cef__2,-3.073403566087332,-1.6684331620000012
abx_media__m9_cipro__1,1.1154908157875418,-0.5487360220000017
abx_media__m9_cipro__2,1.2429617832852495,-0.44875180500000056
abx_media__rpmi_cipro__1,-3.229301376702426,-2.4380674250000016
abx_media__rpmi_cipro__2,-3.590720499870722,-1.9491306470000025
abx_media__camhb_cipro__1,-3.722317233428439,-1.7594194080000012
abx_media__camhb_cipro__2,-3.879829774330944,-1.8322951240000016
hot_tale__42c_ale3_30c__1,0.5737418157009658,-0.16828395100000115
hot_tale__42c_ale3_30c__2,-0.3015852152886129,-0.15808277000000182
hot_tale__42c_ale3_37c__1,0.0634069930121461,-0.17405273700000196
hot_tale__42c_ale3_37c__2,0.2589101782506975,-0.3001343510000005
hot_tale__42c_ale3_44c__1,0.6757859922083925,-0.3537230870000005
hot_tale__42c_ale3_44c__2,1.11885561049258,-0.418348046000002
hot_tale__hot_ale3_mid_30c__1,-1.088165913474424,-0.419480033000001
hot_tale__hot_ale3_mid_30c__2,-1.2339070879498448,-0.3419844280000017
hot_tale__hot_ale3_mid_37c__1,0.4070718818592968,-0.6253506680000012
hot_tale__hot_ale3_mid_37c__2,-0.0871961127288819,-0.3910428250000013
hot_tale__hot_ale3_mid_44c__1,-0.5190835175922941,-0.6706296860000016
hot_tale__hot_ale3_mid_44c__2,-1.2008708279675373,-0.3725268100000019
hot_tale__hot_ale3_30c__1,-1.1932318048916808,-0.6673598620000014
hot_tale__hot_ale3_30c__2,-0.3936777015209218,-0.5610718800000019
hot_tale__hot_ale3_37c__1,0.2165316322918096,-0.5495812760000014
hot_tale__hot_ale3_37c__2,0.3682004457665669,-0.5184470310000009
hot_tale__hot_ale3_44c__1,-0.1639282592643514,-0.5350020820000019
hot_tale__hot_ale3_44c__2,-0.6564420126894531,-0.652296745000001
hot_tale__hot_ale4_30c__1,0.6712613984917871,-0.002111120000000355
hot_tale__hot_ale4_30c__2,0.2095619337035765,-0.07023604000000105
hot_tale__hot_ale4_37c__1,0.9003930103928272,0.0649215399999985
hot_tale__hot_ale4_37c__2,1.2069444869252512,-0.02175881000000146
hot_tale__hot_ale4_44c__1,0.9172409094214344,-0.3803060210000009
hot_tale__hot_ale4_44c__2,0.2469867048543125,-0.3352141810000013
hot_tale__hot_ale8_30c__1,0.0635510041252978,-0.2358607450000019
hot_tale__hot_ale8_30c__2,0.2012518162474085,-0.2397565790000016
hot_tale__hot_ale8_37c__1,1.5586880238431744,-0.2121329660000004
hot_tale__hot_ale8_37c__2,0.8810434541660256,-0.1685221090000013
hot_tale__hot_ale8_44c__1,1.2853324106700896,-0.3942162730000014
hot_tale__hot_ale8_44c__2,1.2018800205966158,-0.3942002680000005
hot_tale__hot_ale9_mid_30c__1,-0.2992851948420604,0.1064276599999996
hot_tale__hot_ale9_mid_30c__2,0.3552371981459388,0.04359901999999849
hot_tale__hot_ale9_30c__1,0.7271152341417562,0.09017179999999847
hot_tale__hot_ale9_30c__2,1.1119870797021798,0.012192699999998169
hot_tale__hot_ale9_mid_37c__1,1.7776593867026032,-0.0665230500000007
hot_tale__hot_ale9_mid_37c__2,0.7380764880129002,0.0808817899999994
