,-0.1285888300496745,-0.1028710640397396,-0.0771532980298047,-0.05143553201986979,-0.02571776600993489,2.7755575615628914e-17,0.025717766009934917,0.051435532019869806,0.07715329802980472,0.10287106403973964,0.12858883004967456,0.15430659605960942,0.18002436206954434,0.20574212807947925,0.23145989408941411,0.25717766009934906,0.282895426109284,0.3086131921192189,0.3343309581291538,0.3600487241390886
thresh,-0.09001218103477215,0.09001218103477215,3,,,,,,,,,,,,,,,,,
unreg,1,0,0,5,250,3670,215,4,0,0,0,0,0,0,0,0,0,0,0,0
DksA,0,0,0,0,1,98,4,1,0,0,0,0,0,0,0,0,0,0,0,0
DksA and His-tRNA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0
unreg_genes,['serB'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
DksA_genes,[],[],[],[],['iraP'],"['dksA' 'folK' 'thrC' 'rplA' 'rpsI' 'rplT' 'rplK' 'rplY' 'csrA' 'rpoZ'
 'rplC' 'thrB' 'livJ' 'rpoS' 'fis' 'rpmI' 'rplD' 'infC' 'rplB' 'rplR'
 'rplS' 'rplV' 'rplW' 'sgrR' 'ihfA' 'rpsJ' 'dusB' 'rpsE' 'rpsH' 'rplP'
 'rplL' 'rplM' 'rpsP' 'rplF' 'pcnB' 'argI' 'rplQ' 'gluQ' 'sgrT' 'rplJ'
 'rplE' 'rpmG' 'rpsS' 'recG' 'secY' 'spoT' 'rpsN' 'fabH' 'rpsA' 'rpsC'
 'rpsK' 'trmD' 'trmH' 'rpmD' 'rseA' 'rplO' 'ytiD' 'mutM' 'rpoA' 'rplX'
 'rseC' 'rimM' 'fabD' 'rpmJ' 'rpsQ' 'fusA' 'fabG' 'rpoE' 'tufA' 'thiP'
 'rpmC' 'dnaG' 'yhbE' 'rpsL' 'rplN' 'rpsG' 'thiQ' 'rpmB' 'pheT' 'rpsD'
 'thrS' 'fadR' 'obgE' 'rpsT' 'rpoD' 'rseB' 'setA' 'rpsM' 'thiB' 'rpoC'
 'rpsU' 'ihfB' 'pheS' 'rpmA' 'rpoB' 'hmp' 'fimB' 'talA']",['iraD' 'ytiC' 'rplU' 'tktB'],['thrA'],[],[],[],[],[],[],[],[],[],[],[],[]
DksA and His-tRNA_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['hisI'],['hisF' 'hisG' 'hisA' 'hisB' 'hisH'],['hisD' 'hisC'],[],[]
