locus,gene_weight,gene_name,gene_product,cog,regulator,link
b4720,0.6510679988400726,ytiC,protein YtiC,No COG annotation,"RpoD,ppGpp,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=G0-16686
b4721,0.1243233752250457,ytiD,protein YtiD,No COG annotation,"RpoD,ppGpp,DksA",https://ecocyc.org/gene?orgid=ECOLI&id=G0-16687
