,Value,list
TF,Phage region 3,
reg_genes,33,"['ABUW_1249' 'ABUW_1276' 'ABUW_1277' 'ABUW_1247' 'ABUW_1265' 'ABUW_1264'
 'ABUW_1280' 'ABUW_1278' 'ABUW_1279' 'ABUW_1248' 'queF' 'ABUW_1261'
 'ABUW_1274' 'ABUW_1252' 'ABUW_1275' 'ABUW_1272' 'ABUW_1263']"
comp_genes,51,"['ABUW_0744' 'ABUW_1394' 'ABUW_0753' 'ABUW_0750' 'ABUW_0754' 'ABUW_1389'
 'ABUW_1985' 'ABUW_0751' 'ABUW_0752' 'ABUW_0748' 'ABUW_0738' 'ABUW_1392'
 'ABUW_1413' 'ABUW_0739' 'ABUW_0749' 'ABUW_1412' 'ABUW_1404' 'ABUW_1395'
 'ABUW_1390' 'ABUW_1393' 'ABUW_1403' 'ABUW_0741' 'ABUW_0740' 'ABUW_1298'
 'ABUW_1401' 'ABUW_0742' 'ABUW_1988' 'ABUW_0743' 'ABUW_1986' 'ABUW_1397'
 'ABUW_1402' 'ABUW_0737' 'ABUW_1391' 'ABUW_1398' 'ABUW_1396']"
both_genes,16,"['ABUW_1266' 'ABUW_1267' 'ABUW_1259' 'ABUW_1250' 'ABUW_1268' 'ABUW_1270'
 'ABUW_1271' 'ABUW_1269' 'ABUW_1255' 'ABUW_1251' 'ABUW_1253' 'ABUW_1256'
 'ABUW_1254' 'ABUW_1257' 'ABUW_1260' 'ABUW_1258']"
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
