,-0.051619009749585915,-0.038714257312189436,-0.025809504874792957,-0.012904752437396479,0.0,0.012904752437396472,0.025809504874792957,0.03871425731218944,0.051619009749585915,0.06452376218698239,0.07742851462437886,0.09033326706177536,0.10323801949917183,0.1161427719365683,0.1290475243739648,0.14195227681136127,0.15485702924875774,0.16776178168615422,0.1806665341235507,0.1935712865609472
thresh,-0.05807138596828415,0.05807138596828415,2,,,,,,,,,,,,,,,,,
unreg,0,10,113,975,2038,585,75,24,7,16,1,4,4,3,4,2,1,0,0,0
Phage region 3,0,0,0,1,4,3,3,0,6,1,1,3,1,3,4,1,2,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],"['ABUW_0737' 'ABUW_0749' 'ABUW_1404' 'ABUW_1412' 'ABUW_1413' 'ABUW_1985'
 'ABUW_0754' 'ABUW_1986' 'ABUW_1298' 'ABUW_1390' 'ABUW_0753' 'ABUW_1394'
 'ABUW_1988' 'ABUW_0738' 'ABUW_1389' 'ABUW_0752']",['ABUW_1403'],['ABUW_1391' 'ABUW_1393' 'ABUW_0743' 'ABUW_1397'],['ABUW_1392' 'ABUW_0750' 'ABUW_0751' 'ABUW_0739'],['ABUW_1401' 'ABUW_1395' 'ABUW_1396'],['ABUW_1402' 'ABUW_0741' 'ABUW_0744' 'ABUW_0748'],['ABUW_0742' 'ABUW_1398'],['ABUW_0740'],[],[],[]
Phage region 3_genes,[],[],[],['queF'],['ABUW_1249' 'ABUW_1265' 'ABUW_1275' 'ABUW_1247'],['ABUW_1263' 'ABUW_1248' 'ABUW_1264'],['ABUW_1274' 'ABUW_1276' 'ABUW_1252'],[],['ABUW_1277' 'ABUW_1279' 'ABUW_1280' 'ABUW_1272' 'ABUW_1278' 'ABUW_1261'],['ABUW_1251'],['ABUW_1253'],['ABUW_1250' 'ABUW_1255' 'ABUW_1271'],['ABUW_1256'],['ABUW_1254' 'ABUW_1270' 'ABUW_1267'],['ABUW_1257' 'ABUW_1269' 'ABUW_1259' 'ABUW_1258'],['ABUW_1266'],['ABUW_1260' 'ABUW_1268'],[],[],[]
