,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,AB0057_PGcoculture__PGAB,-6.873485876966668,0.6862352711067147,3.0,0.0,-7.2065739534,1.0,-7.3296039440000005,2.0,-6.0842797335,,
1,AB0057_PGcoculture__AB ,2.5000002068509275e-11,0.28429342026322096,4.0,3.0,0.4037192947,4.0,-0.07825320050000001,5.0,-0.061759474,6.0,-0.2637066201
2,AB0057_PGcoculture__ABPG,-0.99631989095,0.677945318015106,4.0,7.0,-1.0775683266,8.0,-1.2843378471,9.0,-0.0303112804,10.0,-1.5930621097
3,AB5075_AZI__AZI_000,0.0,1.4075212278828795,2.0,11.0,-0.9952678049,17.0,0.9952678049,,,,
4,AB5075_AZI__preculture,-9.046434489,0.30861062573013165,2.0,12.0,-9.2646551552,13.0,-8.8282138228,,,,
5,AB5075_AZI__AZI_040,2.4573184010499998,2.266705098430037,2.0,14.0,4.0601209471,18.0,0.854515855,,,,
6,AB5075_AZI__AZI_028,0.10651861230000004,1.3260078246267542,2.0,15.0,1.044147737,19.0,-0.8311105124,,,,
7,AB5075_AZI__AZI_003,0.8168756049500001,0.01357646200746499,2.0,16.0,0.8072755966,20.0,0.8264756133000001,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,0.18496676693333333,3.6585719140672257,3.0,21.0,0.7378629168,28.0,3.5356219212999997,29.0,-3.7185845373,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,3.33333360913457e-11,2.6935764735113343,3.0,22.0,3.0805996977,23.0,-1.9114916398,24.0,-1.1691080578,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,3.641864269466667,3.7581112064489184,3.0,25.0,6.6281961427,26.0,-0.5779784535,27.0,4.8753751192,,
11,AB5075_VIR-O_LSO__VIR-O,0.0,1.0767266131728335,3.0,30.0,-1.1140576409,32.0,0.0790153488,34.0,1.0350422921,,
12,AB5075_VIR-O_LSO__LSO,-1.2457669083333334,0.9319828943433838,3.0,31.0,-0.3533520167,33.0,-2.2128283272,35.0,-1.1711203811,,
13,AB5075_Zinc__Control,-3.33333360913457e-11,0.6417114945299202,3.0,36.0,-0.1283302492,37.0,-0.5678492365,38.0,0.6961794856,,
14,AB5075_Zinc__Zinc,-7.1448162734,0.47816729905012595,2.0,39.0,-6.8067009337,40.0,-7.4829316131,,,,
15,AB5075_biofilm+abx__planktonic,0.0,5.640732118883127,3.0,41.0,6.45084192,42.0,-2.4457814732,44.0,-4.0050604468,,
16,AB5075_biofilm+abx__biofilm,5.523436496933333,2.0926025031324946,3.0,43.0,7.3237656712,45.0,6.019014144,46.0,3.2275296756,,
17,AB5075_biofilm+abx__cip_biofilm,29.80381077206667,5.729126199439827,3.0,47.0,24.2832651185,48.0,29.4072546877,50.0,35.72091251,,
18,AB5075_biofilm+abx__tet_biofilm,3.919219317333333,1.4758244847514819,3.0,49.0,3.6340561213,51.0,2.6067856668,52.0,5.5168161639,,
19,AB5075_gigAB__kan_gigB,18.425074118233333,8.08104128258043,3.0,53.0,27.7160602267,54.0,13.0303073757,55.0,14.5288547523,,
20,AB5075_gigAB__gigB,2.6783184870666665,5.672799958635102,3.0,56.0,9.2284218633,57.0,-0.544114847,58.0,-0.6493515551,,
21,AB5075_gigAB__kan_gigA,20.227331001,6.039726386460109,3.0,59.0,22.7272475098,60.0,24.6157331386,61.0,13.3390123546,,
22,AB5075_gigAB__gigA,9.067520911166666,8.076175007928304,3.0,62.0,0.0415054736,63.0,15.6110179181,64.0,11.5500393418,,
23,AB5075_gigAB__kan_WT,14.091538563766667,4.843331779837931,3.0,65.0,12.0475968363,66.0,10.6052293352,67.0,19.6217895198,,
24,AB5075_gigAB__WT,0.0,3.8496884638837336,3.0,68.0,-0.8207866213,69.0,-3.3731015368,70.0,4.1938881581,,
25,AB5075_med__CA-MHB,1.59636087025,1.1497484334484376,2.0,71.0,2.4093557842,72.0,0.7833659563,,,,
26,AB5075_med__CA-MHB_pH6,4.7432709586,6.309143009085419,2.0,73.0,0.2820331534,74.0,9.2045087638,,,,
27,AB5075_med__RPMI+_pH7,12.35027541245,4.387250098131316,2.0,75.0,9.2480211173,76.0,15.4525297076,,,,
28,AB5075_med__RPMI+_pH6,8.2424591873,8.528637134522125,2.0,77.0,14.2731163394,78.0,2.2118020352,,,,
29,AB5075_med__RPMI+_-HCO3,0.86329267545,1.8027988579191583,2.0,79.0,2.138063973,80.0,-0.4114786221,,,,
30,AB5075_med__LB,0.0,1.2475843491695582,2.0,81.0,0.8821753534000001,82.0,-0.8821753534000001,,,,
31,AB5075_med__M9+AA,1.3037564882,0.3030305243862034,2.0,83.0,1.5180314269,84.0,1.0894815495,,,,
32,AB5075_med__M9-AA,2.0787041091000003,0.46080716176025116,2.0,85.0,2.404543978,86.0,1.7528642402,,,,
33,AYE_adeB__WT,9.25185853854297e-18,0.4211401298921856,3.0,87.0,-0.4476196349,88.0,0.38838960310000004,89.0,0.0592300318,,
34,AYE_adeB__adeB,-1.4127907728666667,1.2708089704565555,3.0,90.0,0.0097790023,91.0,-1.8123436193,92.0,-2.4358077016,,
35,COL__0ug/ml,0.0,1.0309926487717713,2.0,93.0,-0.7290218933,94.0,0.7290218933,,,,
36,COL__0.25ug/ml,3.55535960335,3.1423385869973783,2.0,95.0,1.3333906797,96.0,5.777328527,,,,
37,COL__1ug/ml,2.7875486989500002,2.1202458103063693,2.0,97.0,1.2883085087000001,98.0,4.2867888892,,,,
38,H2O2__0ug/ml,0.0,1.0040540433067864,2.0,99.0,0.7099734227000001,100.0,-0.7099734227000001,,,,
39,H2O2__1.25ug/ml,-0.026702522350000035,0.9198409002082615,2.0,101.0,0.6237232158,102.0,-0.6771282605000001,,,,
40,H2O2__2.5ug/ml,2.30744841405,1.0442346970721537,2.0,103.0,3.0458338495,104.0,1.5690629785999999,,,,
41,H2O2__5ug/ml,7.0427044490499995,0.9159306748030404,2.0,105.0,6.3950436578,106.0,7.6903652403,,,,
42,MRP__0ug/ml,0.0,1.5625094726796542,2.0,107.0,1.1048610438,108.0,-1.1048610438,,,,
43,MRP__25ug/ml,-0.46934755085,0.02808507721659196,2.0,109.0,-0.4892066994,110.0,-0.44948840230000003,,,,
44,MRP__100ug/ml,-0.28802841185,0.09438409943970383,2.0,111.0,-0.3547680486,112.0,-0.2212887751,,,,
45,MRP__200ug/ml,-0.9320705840500001,0.26355521232207557,2.0,113.0,-0.7457089062000001,114.0,-1.1184322619,,,,
46,growth__2h,0.0,0.7521139257179533,2.0,115.0,0.5318248571,116.0,-0.5318248571,,,,
47,growth__4h,0.45039705150000003,1.9597532659418988,2.0,117.0,1.8361518753000001,118.0,-0.9353577723000001,,,,
48,growth__6h,6.12216111315,3.276117027703696,2.0,119.0,8.4387256794,120.0,3.8055965469,,,,
49,growth__8h,5.3201383355,1.584437891289897,2.0,121.0,6.4405051128,122.0,4.1997715582,,,,
50,growth__10h,4.70366411035,4.064525456717085,2.0,123.0,7.5777176231,124.0,1.8296105975999999,,,,
51,mutants__WT,0.0,0.0795627244665863,2.0,125.0,0.056259342000000004,126.0,-0.056259342000000004,,,,
52,mutants__R7,1.5911353532999999,0.4101018399419035,2.0,127.0,1.3011495613,128.0,1.8811211453,,,,
53,mutants__gacA,2.35594704965,0.43139861526730827,2.0,129.0,2.0509021634,130.0,2.6609919359000003,,,,
54,vacJ_LL-37__WT,0.0,0.198960932836655,2.0,131.0,-0.1406866248,132.0,0.1406866248,,,,
55,vacJ_LL-37__WT+LL-37,-3.16881467315,0.009083928652503468,2.0,133.0,-3.1752379807,134.0,-3.1623913656,,,,
56,vacJ_LL-37__vacJ,-2.59399165425,0.33289266997978284,2.0,135.0,-2.3586009899000002,136.0,-2.8293823186,,,,
57,vacJ_LL-37__vacJ+LL-37,-3.2777382174999996,0.08536996958041398,2.0,137.0,-3.2173725331,138.0,-3.3381039019,,,,
