,new_2603983_2604060_c
M9exp_1,13.3056
M9exp_2,13.1477
M9exp_3,13.085
M9tran_1,12.7823
M9tran_2,12.4414
M9tran_3,12.8539
M9stat_1,10.4706
M9stat_2,10.7915
M9stat_3,10.2757
MG-0.1_1,13.138
MG-0.1_2,11.5504
MG-0.1_3,13.6438
MG-0.2_2,12.3418
MG-0.2_3,12.6929
MG+5_1,13.0517
MG+5_2,12.5837
MG+5_3,12.7528
MG+10_1,13.5725
MG+10_2,13.3282
MG+10_3,12.3517
MG+15_1,12.7535
MG+15_2,13.771
MG+15_3,13.1203
MG+25_1,13.3327
MG+25_2,12.8128
MG+25_3,13.401
MG+45_1,13.8143
MG+45_2,11.899
MG+45_3,13.6429
MG+60_2,12.8179
MG+60_3,12.1326
MG+90_2,12.5701
MG+90_3,13.2676
MG+120_1,11.1651
MG+120_2,12.7771
MG+120_3,12.8802
MG+150_1,13.3269
MG+150_3,13.0868
GM-0.1_1,12.636
GM-0.1_2,12.7884
GM-0.1_3,12.902
GM-0.2_1,12.3148
GM-0.2_2,13.431
GM-0.2_3,12.9614
GM+5_1,12.2674
GM+5_2,12.6475
GM+5_3,13.0217
GM+10_2,12.5809
GM+10_3,11.7527
GM+15_1,12.9078
GM+15_2,12.5143
GM+15_3,12.4292
GM+25_1,13.4082
GM+25_2,13.4745
GM+25_3,11.9233
GM+45_1,13.2651
GM+45_2,11.9704
GM+45_3,11.7314
GM+60_1,13.3386
GM+60_2,11.722
GM+60_3,11.6214
GM+90_1,13.4213
GM+90_2,13.411
GM+90_3,13.1668
GM+120_1,12.2493
GM+120_3,12.8745
GM+150_1,12.9514
GM+150_2,12.449000000000002
GM+150_3,13.6356
BT_1,12.736
BT_2,12.2963
B36_1,12.6179
B36_2,12.0904
B60_1,12.4791
B60_2,12.5655
S0_1,12.3722
S0_2,12.7066
S0_3,12.8119
S1_1,12.7099
S1_2,12.3705
S1_3,13.0578
S2_1,11.2698
S2_2,11.6403
S2_3,11.3004
S3_1,11.9801
S3_2,12.1365
S4_1,12.1593
S4_2,11.8355
S4_3,11.9083
S5_1,11.5694
S5_2,11.4433
S5_3,12.369000000000002
S6_1,10.7831
S6_2,10.2999
S6_3,11.4313
S6/t_1,10.9327
S6/t_2,8.6769
S6_4,10.5675
S6_5,11.2875
S6_6,11.0662
S7_4,11.508
S7_5,11.0147
S7_6,11.4877
S8_4,10.3802
S8_5,10.9862
G135_1,14.7277
G135_3,12.2865
G150_1,13.7591
G150_2,14.7798
G150_3,14.5177
G180_1,14.539
G180_2,14.5606
G180_3,13.5131
T-5.40H_1,13.3948
T-4.40H_1,12.9923
T-3.40H_1,13.3553
T-2.40H_1,13.1593
T-1.40H_1,12.6768
T-1.10H_1,12.87
T-0.40H_1,12.5776
T0.0H_1,12.5918
T0.30H_1,11.9455
T1.0H_1,11.9265
T1.30H_1,11.015
T2.0H_1,10.8887
T2.30H_1,11.2794
T3.0H_1,11.0693
T3.30H_1,11.0252
T4.0H_1,11.479
T5.0H_1,10.6627
LBexp_1,13.8151
LBexp_2,13.7684
LBexp_3,14.0275
LBtran_1,11.989
LBtran_2,12.8182
LBtran_3,13.0561
LBstat_1,12.4474
LBstat_2,12.559
LBstat_3,12.4977
LBGexp_1,14.245
LBGexp_2,13.7195
LBGexp_3,14.0491
LBGtran_2,13.6597
LBGtran_3,14.166
LBGstat_1,12.997
LBGstat_2,12.8813
LBGstat_3,13.0681
Mt0_1,13.3457
Mt0_3,13.8508
M0t45_1,13.1045
M0t45_2,13.6596
M0t45_3,13.7103
M0t90_1,11.7275
M0t90_2,13.1965
M0t90_3,12.382
M40t45_1,13.1526
M40t45_2,12.5821
M40t45_3,13.7582
M40t90_1,12.1002
M40t90_2,12.8189
M40t90_3,12.9053
dia0_1,13.3824
dia0_2,14.2272
dia0_3,13.9894
dia5_1,13.1853
dia5_2,13.8605
dia5_3,14.1366
dia15_1,14.9705
dia15_2,14.6958
dia15_3,13.2023
C30_1,12.5073
C30_2,12.7083
C90_1,12.5725
C90_2,12.4542
SMM_1,13.2418
SMM_2,13.2662
SMM_3,13.3045
Salt_1,13.6253
Salt_2,13.5965
Salt_3,14.0841
M+G_1,13.1305
M+G_2,13.2638
M+G_3,12.9117
Glu_1,13.0995
Glu_2,13.336
Glu_3,13.4874
Fru_1,13.1632
Fru_2,13.5581
Fru_3,12.9476
Mal_1,12.9926
Mal_2,12.2368
Mal_3,13.0777
G+S_2,12.9327
G+S_3,12.8343
Pyr_1,11.3728
Pyr_2,12.1811
Pyr_3,11.7718
Gly_1,11.5948
Gly_2,13.1967
Gly_3,11.2675
Glucon_1,11.7989
Glucon_2,12.1155
Glucon_3,10.8277
BI_1,12.3275
BI_2,11.636
BC_2,12.3549
BC/t_1,11.0822
BC/t_2,12.2439
BC_1,11.4539
Sw_1,10.5835
Sw_2,12.7588
BMM_1,13.4572
BMM_2,13.5763
BMM_3,13.2342
Heat_1,14.1846
Heat_2,13.6104
Heat_3,13.7615
Cold_1,12.0014
Cold_2,11.2905
Cold_3,10.661
Etha_1,14.916
Etha_2,14.3843
Etha_3,15.1862
SMMPr_1,12.7907
SMMPr_2,13.417
SMMPr_3,13.5202
HiTm_1,13.6523
HiTm_2,13.1945
HiTm_3,13.2736
LoTm_1,12.6368
LoTm_2,12.0428
LoTm_3,12.5797
HiOs_1,12.7389
HiOs_2,12.3624
HiOs_3,12.9251
Oxctl_1,13.3985
Oxctl_2,13.3017
Oxctl_3,14.2709
Diami_1,12.6477
Diami_2,13.4096
Diami_3,13.448
Paraq_1,13.1486
Paraq_2,14.2362
Paraq_3,13.2016
H2O2_1,13.8095
H2O2_2,14.1677
H2O2_3,14.0397
HPh_1,13.3439
HPh_2,12.6322
HPh_3,13.1868
LPh_1,13.5413
LPh_2,13.5622
LPh_3,13.6326
LPhT_1,13.2393
LPhT_2,13.4089
LPhT_3,13.6119
aero_1,14.0296
aero_2,12.6608
aero_3,13.4374
nit_1,13.2955
nit_2,13.0947
nit_3,12.7606
ferm_1,13.0943
ferm_2,13.2962
ferm_3,13.2385
