,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.008863778424204159,,1.0,0.0,0.008863778424204159
1,Cr__2,0.02859518252320975,,1.0,1.0,0.02859518252320975
2,Cr__3,0.06322115866904132,,1.0,2.0,0.06322115866904132
3,Cr__4,0.09118615056860972,,1.0,3.0,0.09118615056860972
4,Cr__5,0.10755340650869832,,1.0,4.0,0.10755340650869832
5,Cr__6,0.10763194231170001,,1.0,5.0,0.10763194231170001
6,Fe__1,-0.009115469016854843,,1.0,6.0,-0.009115469016854843
7,Fe__2,-0.022797782911910168,,1.0,7.0,-0.022797782911910168
8,Fe__3,-0.03983965262540578,,1.0,8.0,-0.03983965262540578
9,Fe__4,-0.07266399351145301,,1.0,9.0,-0.07266399351145301
10,Fe__5,-0.11870572796484813,,1.0,10.0,-0.11870572796484813
11,Fe__6,-0.16886659852139702,,1.0,11.0,-0.16886659852139702
12,Cd__1,0.003593503137959575,,1.0,12.0,0.003593503137959575
13,Cd__2,0.011414697973256465,,1.0,13.0,0.011414697973256465
14,Cd__3,0.01933597703492521,,1.0,14.0,0.01933597703492521
15,Cd__4,0.02684330539680942,,1.0,15.0,0.02684330539680942
16,Cd__5,0.035217435946609685,,1.0,16.0,0.035217435946609685
17,Cd__6,0.04708803688242478,,1.0,17.0,0.04708803688242478
18,Zn__1,-0.004081732541618758,,1.0,18.0,-0.004081732541618758
19,Zn__2,0.0021424024784633122,,1.0,19.0,0.0021424024784633122
20,Zn__3,0.01292623619940038,,1.0,20.0,0.01292623619940038
21,Zn__4,0.026747703502671936,,1.0,21.0,0.026747703502671936
22,Zn__5,0.04493146119997223,,1.0,22.0,0.04493146119997223
23,Zn__6,0.07377594128708714,,1.0,23.0,0.07377594128708714
24,Cu__1,0.004229805042252422,,1.0,24.0,0.004229805042252422
25,Cu__2,0.013601439367879943,,1.0,25.0,0.013601439367879943
26,Cu__3,0.02966793073603364,,1.0,26.0,0.02966793073603364
27,Cu__4,0.0443656481645907,,1.0,27.0,0.0443656481645907
28,Cu__5,0.059800276124575176,,1.0,28.0,0.059800276124575176
29,Cu__6,0.07963614682147913,,1.0,29.0,0.07963614682147913
30,Pb__1,0.007657617709637517,,1.0,30.0,0.007657617709637517
31,Pb__2,0.0157939060822979,,1.0,31.0,0.0157939060822979
32,Pb__3,0.03131191816642419,,1.0,32.0,0.03131191816642419
33,Pb__4,0.04276059871465816,,1.0,33.0,0.04276059871465816
34,Pb__5,0.05008590430504147,,1.0,34.0,0.05008590430504147
35,Pb__6,0.06461960050790265,,1.0,35.0,0.06461960050790265
