,A,CusR,HprR,CueR
SRX5204055,-5.5264898359,-0.20803672550000002,0.058423875800000004,-0.0647158974
SRX5204056,-9.4338802873,-0.4223044872,0.8058030216000001,0.5589055688
SRX5204057,-8.893987750400001,-0.195115068,0.5427485732,0.34582320240000003
SRX5204058,-6.2991455031,-0.2500739074,0.7826280484,0.3740429637
SRX5204059,0.8754628,0.0392293237,0.5077849921,0.4898936152
SRX5204060,-1.3783861113,0.0028442164000000002,0.47994830920000003,0.6199450584
SRX5204061,1.5772899002,0.4682432902,0.6568652609,0.3507761909
SRX5204062,-1.3978099252,-0.5793201974000001,0.0412755085,0.2441209754
SRX5204063,-1.0454370796,-0.13172450100000002,0.2471935723,0.2921859576
SRX5204064,-2.9028945006,-0.2418604031,0.1906338608,0.48175294700000004
SRX5204065,-6.5790148501,-0.49007996410000004,0.5418685583,0.5929995606
SRX5204066,-6.1230347854,-0.15205528670000001,0.5097031716,0.6688257230000001
SRX5204067,-6.1227982674,-0.30952612430000004,0.5086717474,0.9121892104
SRX5204068,-7.0692721759,-1.2949372243,0.1059481136,0.5789444691
SRX5204069,-6.5615863832,-0.23561727170000002,0.49606668460000003,0.5210806304
SRX5204070,-8.1490543187,-1.0502404441,0.2690715017,0.6551194854
SRX5204071,-7.7673068372,-0.5244757518000001,-0.063809499,0.9000344503000001
SRX5204072,-6.5094269398,-0.3141485074,0.3725406725,0.6328400686
SRX5204073,-7.6715684513,-0.6058832612,0.275663074,0.7176868807
SRX5204074,-7.2659099323,-0.5678405085,0.3875986386,1.008900549
SRX5204075,1.7499247465,-0.17319687420000002,0.3541219004,-0.009944982100000001
SRX5204076,-5.8404558727,-0.6301548994,-0.10098429340000001,0.7889425627000001
SRX5204077,-1.5135391782,-0.4172889199,-0.0526573846,0.1342108688
SRX5204078,-3.3320348781,-0.5429102679,-0.163249101,0.4857229011
SRX5204079,-2.6264845055,-0.7224239214,-0.2553520065,0.45837530320000003
SRX5204080,-7.1238210536,-0.406579146,0.1188228551,0.8718233768
SRX5204081,-8.1451058713,-0.41597716840000004,0.35590748110000003,0.7339987276000001
SRX5204082,-8.417521122,-0.6474822898,0.0053985222,0.6260348875
SRX5204083,-1.5572657561,-0.0149506328,0.5737614828000001,-0.15934560420000002
SRX5204084,-2.0336653986,-0.2872161572,0.4794964427,-0.0531654062
SRX5204085,-1.4556329654,0.1981445765,0.21838942290000002,0.34141534020000003
SRX5204086,-4.3916217057,-0.47560899310000004,-0.17102558580000002,-0.45624476700000005
SRX5204087,-5.1698747105,-0.6305612340000001,-0.12332240870000001,-0.5933036582
SRX5204088,-4.9917447797,-0.42574521590000003,-0.5822948118,-0.8090694704
SRX5204089,-1.0842625458,-0.0732861729,0.24180091950000002,-0.1909723481
SRX5204090,-1.4459982634,0.2342127411,-0.036736377,0.0100359507
SRX5204091,-2.3615348093,-0.5651063470000001,0.4180835798,-0.0969271829
SRX5204092,-3.70774443,-0.1456798032,0.49248199070000004,-0.1910374588
SRX5204093,-4.7704515345,-0.3164494449,0.4046760474,0.0061402085
SRX5204094,-3.9927425106000003,-0.41219355690000004,0.6967435814,0.1027321977
SRX5204095,0.3812046824,0.1806866434,0.0361067356,0.2102644573
SRX5204096,-0.1266382721,-0.0224788228,-0.14612942410000002,-0.1413494031
SRX5204097,-0.2545664103,-0.1582078206,0.11002268850000001,-0.0689150543
SRX683459,2.3332560781,0.10590683590000001,0.2136040673,0.13510539
SRX683460,-0.4587179156,-0.8396155746,1.2191999707,1.8539974413
SRX683461,0.3351356501,0.0077727776,-0.8102456793,0.031061001300000002
SRX683462,-0.9378872677000001,-0.7492250285000001,0.5423282562,1.528258482
SRX683463,-2.6683917282,-0.1136796135,0.596641612,-0.1661663914
SRX683464,-3.6033351036,-0.8286524993000001,1.1573154793,1.9346543559
SRX683465,7.8599199885,1.0558104786,0.5357936297,-0.0102145581
SRX683466,-1.1046229391,-1.0227155382,-0.0805484847,1.8136809228000002
SRX683467,1.1089733804,-0.0605707688,0.3127259072,-0.3489089918
SRX683468,-0.9243311943,-1.5267910933,0.4544572053,1.5371884658
SRX683469,-1.5104752426,-0.28507658140000003,0.1276444101,-0.431786159
SRX683470,-1.6929731817,-1.3333056067,0.6554144188000001,1.6723156711
SRX322077,-5.5690285246,-0.1749765681,-0.1030623864,0.1128068291
SRX322078,-3.1012308318,-0.051461098000000004,-0.1065716683,0.5645468053
SRX322079,-4.0277773172,-0.8265110621,-0.2527299618,0.30637019600000004
SRX322080,-3.1670969503,-1.2024264079,-0.0887745224,-0.282842088
SRX322081,0.7254141491,-0.4157176194,-0.0485570777,-0.45240133120000003
SRX322082,-0.26748075190000004,0.1505690795,0.0365314281,0.18126291390000002
SRX322083,2.0432552221,0.45262999660000003,0.4546171633,-0.316106388
SRX322084,-2.572328317,-0.3644346726,-0.2626624791,0.2183504124
SRX322085,0.5290730948,-0.088195324,-0.1919546842,0.0977559756
SRX2708592,-0.7599634378,0.42637181630000004,-1.5994455247000001,-0.1904711938
SRX2708593,0.0662845894,0.4889617236,-1.6217081174999999,-0.0186148451
SRX2708594,0.6134862639,0.2375483212,-0.4951601794,-0.04064927
SRX2708595,1.0346259134,0.2645749246,0.0033696441000000002,0.1188488476
SRX2708596,-0.5004487985,0.1851957549,-0.1575664397,-0.2075632041
SRX2708597,-0.5341771149,-0.4497706795,0.1541967956,0.08871435650000001
SRX2708598,-0.7800027820000001,-0.1513355664,-0.327718487,0.2522708957
SRX2708600,-0.3104728178,-0.0135271776,0.1465228468,0.6619952039
SRX2708601,0.2563665711,0.0659702219,-0.583314541,-0.1313890393
SRX2708602,1.0642777892,1.6503108451,-0.9056404355000001,0.1002740055
SRX2708603,-0.2889480384,-0.0705416054,-0.676697219,-0.3203530619
SRX3073814,0.1346236503,-0.2620988392,-0.38019775,-0.26807465350000004
SRX3073815,0.5489284468,-2.1428052445,-2.6536640072,-2.5557874595
SRX3073816,1.8429393938,-2.7250543814,-3.7713744942,-3.1413136121
SRX3073817,3.2753664985,-1.9258492688,-3.550311259,-1.450277783
SRX3073818,4.2888216145,-1.1719214782,-2.0944120558,-0.22613352320000002
SRX3073819,-0.19116318000000002,0.3661268834,0.42097231630000004,0.5178852133
SRX3073820,-0.3911366913,-2.5338541163,-3.2946785294,-2.6861223082
SRX3073821,0.5094104707,-2.5170343083,-3.3233456494,-2.3568882222
SRX3073822,1.589837101,-1.5393349094,-3.85742266,-1.448351436
SRX3073823,2.4678788865,-1.3537902846,-3.1509909555,-0.3160745324
SRX3073824,-0.1346236503,0.2620988392,0.38019775,0.26807465350000004
SRX3073825,-0.4447519553,-1.9139453489,-2.9579651586,-1.754388578
SRX3073826,0.6985472271000001,-2.9759511347,-4.184104463,-2.526236977
SRX3073827,2.7157080621,-1.4116821179,-2.8662787394,-1.2798061961
SRX3073828,4.1200573136,-1.1527286657,-2.606100818,-0.4391428456
SRX3073829,0.2546006013,0.6192844176,0.1288649417,-0.013765154600000001
SRX3073830,-0.27716558350000003,-2.3151459344,-3.0200048646,-2.7203332977
SRX3073831,1.207567978,-2.8555881753000003,-4.184104463,-2.7104350822
SRX3073832,1.4693016776,-1.4483941746,-3.2104072669,-1.5716034747
SRX3073833,1.5788046005,-0.2534605783,-1.7988051621,-0.2642367521
SRX2391456,-0.048552930700000003,0.042989567400000005,0.3672605933,0.12151119590000001
SRX2391457,0.5144385530000001,0.1358038927,-0.1087012166,-0.014537552200000001
SRX2391458,0.0803863564,-0.0059403309000000005,0.3024516635,0.0164493597
SRX2391459,0.38653669820000003,-0.07816255870000001,-0.0072474191,-0.0466040749
SRX2391460,0.2301297314,0.0181042695,0.13941446500000002,-0.17156278500000002
SRX2391461,0.4270676149,0.1363194752,0.0522317033,-0.2635518879
SRX2391462,0.1437281501,0.120801613,0.1781437519,-0.200340062
SRX2391463,0.9450189951,0.1827973293,0.3821616708,-0.0834976595
SRX2391464,0.8262614277,0.0613416216,0.3244038442,-0.1088886753
SRX2391465,0.0251791867,0.1466478267,0.3354619119,0.08722302080000001
SRX2391466,0.2162879888,-0.10622002280000001,0.1753159651,-0.1935844337
SRX2391467,0.0519293008,-0.0028240971000000003,-0.0002919789,0.0180954833
SRX2391468,-0.060137752100000004,-0.1126129143,0.2029054662,-0.0668131983
SRX2391469,0.08230747940000001,0.0973434541,0.0282783894,-0.0402858542
SRX2391470,-0.42347339440000004,-0.38952630530000004,-0.7440603922,0.2182007826
SRX2391471,-0.017044671100000002,-0.9845906568,-0.9068699849,0.1082770217
SRX2391472,0.48413218280000003,-0.6240050125000001,-0.6269498076000001,0.1576549247
SRX2391473,-0.0380504215,-0.25045708440000003,-0.4285951368,-0.0308290966
SRX2391474,0.6483953594,0.1326135059,0.0157481595,-0.1706567342
SRX2391475,1.1431211587,-0.46512728400000003,-0.7829328347000001,-0.1300136372
SRX2391476,1.1241864821,-0.3333790699,-1.1657824164,-0.11321691290000001
SRX2391477,0.629579518,-0.22233304650000002,-0.7069692329,-0.281078047
SRX2391478,3.5904016021,-0.1561209515,-0.1382512318,-0.1532304831
SRX2391479,1.0941375126,-0.1694975417,-0.6091531419,-0.019699232900000002
SRX2391480,-0.1512953896,-0.5351943538,-0.7916936741,0.024554426400000003
SRX2391481,-0.1469835326,-0.15930129440000002,-0.6085154516,-0.0675618814
SRX2391482,0.0633524754,-0.5688796292,-0.7928616426,0.022437111000000003
SRX2391483,-0.1467260842,-0.011090966300000001,0.1600021485,-0.0445018217
SRX2391484,0.5766883149,-0.170838408,-0.0399205281,-0.1253411391
SRX2391485,0.5462462411,-0.1494741822,-0.0533996013,-0.189800838
SRX2391486,7.39528e-05,-0.1632013106,-0.0078248491,-0.3121032374
SRX2391487,0.5482625722,-0.0759791071,0.33985079700000004,-0.1721982294
SRX2391488,0.7483281381,-0.09084865710000001,0.0658809066,-0.3444182921
SRX2391489,0.49699596300000004,-0.0452196767,-0.100710612,-0.3832474272
SRX2391490,0.2209443929,-0.29045666330000003,0.0068212154,-0.3936665237
SRX2391491,0.0366776138,-0.1707896335,-0.0869892262,-0.2729822883
SRX2391492,0.0401916389,-0.1540078992,0.5953908919,-0.1135885306
SRX2391493,-0.3673267729,-0.26953232250000003,0.36011315380000003,-0.0483824277
SRX2391494,0.3097869237,0.1384819679,0.1715845647,-0.1822246388
SRX2391495,-0.0519293008,0.0028240971000000003,0.0002919789,-0.0180954833
SRX2391496,0.23926856970000002,-0.014439382300000001,-0.08933594040000001,-0.10556876350000001
SRX2391497,0.0330018926,-0.0834228515,-0.044288773000000003,0.09624872970000001
SRX2391498,0.5957004112000001,-0.1802687905,-0.7824829594,-0.0825308218
SRX2391499,1.1559702277000001,-0.44673363390000004,-0.380206351,-0.2950275542
SRX2391500,0.5134389252,-0.47046575090000003,-0.5797506489,-0.1860413418
SRX2391501,0.1537009845,-0.31734472550000004,-0.4673411578,-0.49122191070000004
SRX2391502,-0.0116923649,0.07477961550000001,0.052626413600000005,-0.6307280547
SRX2391503,1.9246744634000001,0.0173077068,-0.0886875349,0.09132955
SRX2391505,0.5080104749000001,-0.6525809215,-0.9664067351000001,-0.4633839286
SRX2391506,0.7893811174,0.0204689986,-0.6282242842,-0.6314642907
SRX2391507,3.5407603075000003,-0.32743841890000003,-0.1886903105,-0.4287138078
SRX2391508,0.48896481080000004,-0.365697307,-0.7764299199,-0.0273402274
SRX2391510,-0.2102083439,-0.7214732012,-1.2252840976,-0.2718662994
SRX2391512,-0.4201147901,-0.4950489149,-0.9642659516000001,-0.17755849
SRX2391513,-0.2736262425,-0.1773707883,-0.5889254418000001,-0.2950274648
SRX2391514,0.3654872389,0.0322795016,0.0240320953,-0.3400182585
SRX5632598,-0.2380874426,-0.1252728192,1.1077547484,0.6827265873
SRX5632599,-0.4423976724,-0.0069185384,1.2807675799,0.3620013113
SRX5632600,0.7285382136,-0.14989955900000002,0.2782556686,1.5885850607
SRX5632601,-1.1086529529,0.172764203,-0.0688206686,1.3862900527
SRX5632602,-0.7334285410000001,0.5334655358,0.5984709664,1.8827429603999999
SRX5632603,-0.043211497200000004,0.4548448881,-0.31601667170000003,2.1977867019
SRX5632604,0.0476330733,0.0298886321,0.9600692527,1.5745338989
SRX5632605,-1.5822668997,0.8106965396,0.36163722,1.9863259103000002
SRX5632606,0.1321613754,0.1530373633,1.1859911513,0.2889707338
SRX5632607,0.23357668010000002,0.30038142100000004,0.8569723274000001,0.140365882
SRX5632608,-0.1299591948,-0.0281122683,0.3144898913,-0.0433320753
SRX5632609,0.2506234498,0.39024856100000005,-0.1561375287,0.5877754173
SRX5632610,-1.0010366021,0.3709528845,0.6550755459000001,0.2865214173
SRX5632611,-0.12066425500000001,-0.36213629270000003,-0.1583523627,-0.544443342
SRX5632612,-0.7257915838,-0.0593120221,0.024512614800000002,-0.7171680415
SRX5632613,-0.8275663802000001,0.3926992555,1.6245494911,1.1445786226
SRX5632614,-0.4556814939,-0.3414570799,-0.0623265421,-0.3905663478
SRX5632615,-0.0021060927,0.0658127398,0.3483324096,-0.1470235523
ERX2874132,0.3499637842,0.9636714231,0.8785085743000001,0.4454202132
ERX2874133,-0.9534516483000001,0.2841860433,0.5366990566000001,0.0694019262
ERX2874134,-0.1680661881,0.7015929538,1.5196855245,0.2614328147
ERX2874135,-0.8027461323,0.4882608969,0.9246798197,0.4115089324
ERX2874136,2.3551921366,12.5905852441,3.620165353,0.2778374632
ERX2874137,1.6869278328,12.6218296613,3.8419654227,0.48399944640000003
ERX2874138,-0.4718779819,0.5994340218,0.4209419896,-0.2012372219
ERX2874139,-1.4666195816,0.4657741669,0.7705061867,-0.45693396740000003
ERX2874140,0.342450823,0.0604168296,0.0195775586,0.1496907788
ERX2874141,-0.342450823,-0.0604168296,-0.0195775586,-0.1496907788
ERX2874142,-0.5435823811,0.1093786402,2.6245156907,0.3306656349
ERX2874143,-0.4532310885,0.5020741209,2.9784676678,0.3891825391
ERX2874144,-1.7487582819,0.5519500533,0.358701111,-0.2397830685
ERX2874145,-1.1260301632,1.5838420049000002,0.587028126,-0.5312826907
ERX2874146,-0.2309104999,0.44056474170000004,0.6374260031,0.0688433781
ERX2874147,-0.3271104836,0.7129521763000001,0.7056260606,-0.42380603050000004
SRX1300292,1.3269592242,0.2216173183,-0.3629872523,0.0216425831
SRX1300293,-1.3269592242,-0.2216173183,0.3629872523,-0.0216425831
SRX1300299,0.6803891302,0.8109911291,-0.3648692613,0.2176099782
SRX1300300,1.391810032,0.6069860531,-0.2364418587,0.22494833700000003
SRX1300304,-1.6862093173,-0.0171429216,0.1148463752,-1.2907069324
SRX1300305,0.5371339382,1.2052835304,-0.30666968840000003,0.1798880049
SRX1300306,-1.4401148612,1.1629686887,0.3509385658,-0.2839977376
SRX1300310,-0.3251626367,0.9425906119,0.2019856498,-0.9938407952
SRX1300311,0.7367499422,1.1421504435,-0.0489975688,-0.7422817709
SRX7291195,-0.5329557965,0.0056240394,-0.06661741460000001,0.12395454480000001
SRX7291196,-1.6052197545,-0.0302691643,-0.1555424518,-0.0338394761
SRX7291197,-1.1357535378999999,0.14976437110000002,-0.19781296650000002,0.1261352037
SRX7291198,-0.056233908000000006,0.020105395,0.062130604000000006,-0.1015697685
SRX7291199,-0.1678983681,-0.035001797,-0.026028855400000002,0.0755921365
SRX7291200,0.2241322761,0.014896402000000001,-0.036101748600000004,0.025977632
SRX7291201,-0.9026131797,-0.0420041523,-0.061584225000000006,0.1416094948
SRX7291202,-1.0655013754,0.0006830493,-0.1416687278,0.21047999
SRX7291203,-1.2945254585,-0.0983852908,-0.2319310997,0.11770712380000001
SRX7291204,2.0654360811,0.21540719490000002,0.1623646902,-0.0021499972
SRX7291205,1.8797699125,0.0896363867,0.30238162890000003,0.0125323957
SRX7291206,0.4112611202,-0.0066708189,0.29668098800000003,0.0222543728
SRX2436955,-0.30466848700000004,0.3137253352,-0.9798049461,-0.7040779273000001
SRX2436956,0.7121154478,0.5743616593,0.6053386397,-1.2373065929
SRX2436957,0.7160781759,0.7348108451,0.7472707234,-1.4101767716
SRX2436958,0.9711892717,0.6974522641,0.4909324806,-1.0562754594000001
SRX2436959,-0.0128622209,0.1960133197,0.5399240924,-0.1278296237
SRX2436960,0.22171167320000001,0.7382071255,0.2616725657,-0.5475944223
SRX2436961,0.3536859866,0.5820104062,0.7559014466,-0.3958495541
SRX2436962,1.656015712,1.14518487,0.8012835681,0.0509973782
SRX2436963,0.4394415586,0.23579247820000002,0.3808934464,-0.6917057520000001
SRX2436964,0.01540582,0.023050044000000002,0.5344229742000001,-0.2700028459
SRX2436965,4.0084735498,0.8530275783,0.8623205642,-1.7968408557000002
SRX2436966,0.6490816104,0.6777138715000001,0.1212982715,-0.8964717133000001
SRX2436967,0.1785834771,0.1225793651,0.7156376221,-0.45737102
SRX2436969,0.2607679304,0.71062076,0.695770384,-0.7265341784
SRX2436970,0.5339927994,0.7893484971,0.3229945823,-1.1063804461
SRX2436971,-0.059216845100000005,0.1897328063,0.6688641965000001,-0.4067131772
SRX2437029,2.6488932921,1.002367046,1.1700599381,0.2066053334
SRX2437030,0.30750966820000003,0.1502705487,-0.8170587994,-0.8396081684000001
SRX2437031,0.5654388859,0.2924851995,0.30797676100000004,0.4038893931
SRX2437032,0.7483507660000001,0.2202969603,0.5134343152,0.3224065022
SRX2437033,-0.7465504443000001,-0.7848266347,-0.6214711678,0.308154452
SRX2437034,3.7234022519,0.7444152079,0.7151803908000001,-2.0426245043
SRX2437035,0.6832307653,0.3265722447,0.09767831290000001,-1.1319867887
SRX2437036,0.6548984217,0.0988261475,0.0433324915,-1.0346867827
SRX2437037,-0.1238715739,0.5046547496,0.3745741288,-0.4663372167
SRX2437038,0.5546822661,0.7872979901,0.33413214480000003,-0.9399676477000001
SRX2437039,-0.1869659773,0.45659795010000004,-0.27384591280000004,0.1802830271
SRX2437040,1.112590569,0.0933566914,0.1178246127,-1.0690436325000001
SRX2437041,0.0196280257,0.21588411840000002,-0.9946697287,-0.760409293
SRX2437042,-0.3224584488,-0.8044457668,-0.6807401007,0.22863083420000002
SRX2437043,-0.1421772366,0.3966173132,0.3194529742,-0.26296945320000004
SRX2437044,-0.7451620496,-0.5225342663,-0.8619418176,0.1027053455
SRX4705203,2.1556121042,0.16334616200000002,0.650387174,1.1160862698
SRX4705204,-0.4935814819,-0.46643346420000004,-0.8465617161000001,0.0024963475
SRX4705205,-0.2527872878,-0.3837748864,-0.7214488711,0.3960569149
SRX4705206,-0.1319839227,-0.380797255,-0.6751497654,0.543089252
SRX4705207,1.29389941,0.755431472,1.4598176342,0.5606271161
SRX4705208,0.8509965287,0.3956593332,1.3626920738,0.453343947
SRX4705209,0.8015129185000001,0.5475950479,0.9961286909,0.38189849270000004
SRX4705210,-0.6022974124,0.038428705,-0.5413347968000001,0.2688982854
SRX4705211,-0.25962944460000004,-0.10867754410000001,-0.45194422980000004,0.44262802970000004
SRX4705212,-0.9576395712,0.0670211856,-0.5043914557,0.20908051330000002
SRX4705213,0.2655093407,0.4067629786,-0.2790783392,-0.0035629984
SRX4705214,0.0568196819,-0.0759948804,0.025646211000000002,0.2865579856
SRX4705215,-0.25936579860000003,-0.3731857303,0.1368148193,-0.1642495649
SRX4705216,-0.00368581,-0.0061414213,-0.0629562785,-0.1553620226
SRX4705217,-0.23676026190000002,-0.10741702040000001,-0.0479439065,0.0445807955
SRX4705218,0.17748284790000002,0.1559760737,0.2275174939,-0.0079641952
SRX4705219,0.1756957912,0.0509332976,0.5821688195,2.1358897649
SRX4705220,0.41443303610000004,0.4155732991,0.5726395281000001,1.9832901806
SRX4705221,-0.1692327109,-0.4379081234,-1.0849807113,0.832243908
SRX4705222,0.1517117361,0.038048498800000004,0.43210576380000004,2.1038475748
SRX4705223,2.1490604832,0.18741464970000002,0.42980218400000003,1.1592163354
SRX4705224,2.3465320183,0.3102745655,0.8240891502000001,1.2205055402
SRX4705225,-0.0059978369,-0.607355227,-1.1347787799,-0.3061378275
SRX4705226,-0.0182048948,-0.7162295881,-1.4592077217,-0.4002576378
SRX4705227,0.0065191571,-0.8483273835,-1.3495330407,-0.0862319042
SRX4705228,0.8406466052,-0.1835851061,-0.19568517600000002,1.1431828104
SRX4705229,0.7198784398,0.0346146647,-0.0891435139,1.0136455581
SRX4705230,1.3519332295,0.0620404092,0.5292163897000001,1.2296192608
SRX4705231,-0.3548626989,-0.3847839172,-0.8599366085,1.291620097
SRX4705232,-0.2335374339,-0.3205127499,-0.9548331282,0.9936076187
SRX4705233,0.11062956160000001,-0.5561913167,-1.3041799414,1.532965076
SRX4705234,0.1338858023,-1.0116550335,-0.4819598962,0.7897792698
SRX4705235,0.5777918129,0.6412727615,-0.6949684895,0.1716781776
SRX4705236,-0.2426612736,-0.5284945124,-0.33078723600000004,0.9197334117
SRX4705237,0.8062796927,0.5685435944,-0.6727848201000001,0.0803434782
SRX4705238,0.525981398,0.23132505620000002,-0.6620230994,0.2989055258
SRX2038319,-3.3469145816,-0.9626935454000001,-0.1489534146,-0.15417008940000002
SRX2038320,-3.9291297076,-0.6424611859,-0.6279737077,0.7344568113000001
SRX2038321,-4.1267819095,-0.9474943741,0.18041200470000002,0.2158136634
SRX2038322,-1.8596615836,-0.5270044668,0.3193581294,0.2169533841
SRX2038323,-2.2528940218,-0.6030320791,0.3879283871,-0.9995861882
SRX2038324,-0.1631635156,0.0176375722,0.4349250041,-0.9271239396000001
SRX2038325,-3.2993266454,-1.5203426640000002,0.5292250958,-0.9380541549
SRX2038326,-2.5351858739,-1.7556077547000002,0.4842591665,-1.2843567952
SRX2038327,-3.8704117655,-1.3312963367,-0.1840577346,0.3910610466
SRX2038328,-0.5652659424,-0.8978750954,-0.5449844632,0.3978092281
SRX2038329,3.7101440068000002,0.9577710711,0.410678843,-0.006908122500000001
SRX2038330,4.7262320653,1.368818617,0.1647899371,-0.36694231120000004
SRX2038331,2.1014616805,1.1344215042,-0.2490538159,-0.042623279800000004
SRX2038332,1.7327980376,0.7883654074,-0.2049918581,0.6302521003
SRX2038334,-1.7955832900000002,-0.3401831172,-0.35004961290000003,-0.49928920120000003
SRX2038335,8.0752168233,1.8277912401,-0.1558910264,0.7443218502000001
SRX2038336,-0.1161120991,-0.1676652461,0.0740172573,0.138002555
SRX2038337,-2.6186114111,-0.6650040403,-0.7858777244,0.0519627895
SRX2038338,-4.5769267647,-0.7824027165,-0.2768266887,0.3065182996
SRX2038339,-4.3498396862,-0.582784038,0.5568336329,0.8023642321000001
SRX2038340,-3.9556169991,-1.0867376405,-1.080477599,-0.0701608859
SRX2038341,-4.0734585754,-0.9196723950000001,-0.8153471012,0.3314067284
SRX2038342,-2.933841574,-0.42584823200000005,-0.0651154994,-0.059772848
SRX2038343,-3.2357248089,-0.2688953243,-0.2224018998,0.2911992867
SRX2038344,-1.6847452405999999,0.0972831118,0.4960206281,0.3230785984
SRX2038345,-4.3212336862,-0.3378242616,0.1776615932,-0.1932907914
SRX2038346,-3.9685295444,-0.8540075856,0.640770355,0.4276890638
SRX2038347,-3.7014995776,-1.246306735,0.6040603493000001,0.7363132406
SRX2038348,-3.9531529644,-0.346976628,0.4590541066,0.6374720394
SRX2038349,-2.1701488528,0.6518956122,-0.29379801310000003,-0.2226909446
SRX2038350,1.0921421957,0.7362624236,-0.8155793069,-0.46103095580000003
SRX2038351,-0.4222283504,0.272579342,-0.3632796245,0.2134635491
SRX2038352,1.9748055689,1.279779247,0.054730822000000005,0.859393394
SRX2038353,7.2724070969,1.8992025091,0.18169546150000002,-0.0427234208
SRX2038354,-1.311647655,-0.388811775,-0.7519679592,0.620913573
SRX2038355,0.7409161285,-0.39632981640000003,-0.4517403045,0.2243211599
SRX2038356,8.4524524507,1.8434585883999999,0.3800594369,-0.1089851777
SRX2038357,7.9238413464,1.7450962618,0.4257801033,-0.1523482102
SRX2038358,1.5157946991,0.6367019383,-0.3492403898,-0.36597571030000003
SRX2038359,3.7801019289,1.385803809,-0.5622990115000001,0.10837471130000001
SRX2038360,2.8186152444,0.5986197782,-0.11450907090000001,0.0703771851
SRX2038361,7.0757373132,1.8265136676,0.7877709701000001,-0.2481046591
SRX2038362,1.4800090086,0.2645182649,0.3751618755,-0.22959876380000002
SRX2038363,0.0005393763,0.5500848827,0.4744807995,0.3368433487
SRX2038364,2.3421116114,0.6212088198,0.2429138097,0.5632264716000001
SRX2038365,2.8943305279000002,0.23687762850000002,0.7010329682,0.5961195544
SRX2038366,2.9263042752,0.057630810500000004,1.5654604069,0.7017703234
SRX2038367,2.517988517,0.7366205067,1.0438595023,0.7417232563
SRX2038368,-1.2477945811,0.6293671466,-0.6371902056000001,-0.2545490559
SRX2038369,8.0772926555,2.6796468356,0.3730256852,0.407376155
SRX2038370,7.1872647246,1.9604232760000002,0.4011307643,0.5749247222
SRX2038371,0.49717446190000003,0.7309199594,-0.49945908860000005,0.42772739120000003
SRX2038372,3.0286617266,1.0247936019,-0.0988547176,-0.4580679151
SRX2038373,6.0643491196,1.4400718376000001,-0.1306443198,0.38038324360000003
SRX2038374,4.7700491796,1.1070027491,0.2068696086,0.0807662207
SRX2038375,4.9602711379,1.2318333931,-0.161539859,0.2893318703
ERX530520,0.0372748244,0.06389182210000001,-0.015253485700000001,-0.0065796959
ERX530521,0.1503745547,-0.48596632110000004,-0.006862824700000001,-0.1853155181
ERX530522,0.1268929376,-0.3371280906,0.2226699912,-0.21330226730000001
ERX530523,-0.4345487787,-0.4787710503,0.2534251435,0.0228095158
ERX530524,-0.0372748244,-0.06389182210000001,0.015253485700000001,0.0065796959
ERX530525,-0.005610983700000001,-0.2381361217,0.4531504371,0.0407340988
ERX530526,0.2680634451,-0.1321715329,0.13264418020000002,-0.0017269073
ERX530527,0.29530517230000003,-0.4481179342,0.1975449337,-0.35533146660000003
ERX3212443,-0.9822946678000001,-0.2649530661,0.8946399771,-0.1540010527
ERX3212444,-0.6997104176000001,-0.3118991055,-1.0132621855,-0.7180865202000001
ERX3212445,-0.5598904129,-0.3321163937,-1.2909904493,-0.37083852240000004
ERX3212446,-1.0101620996,-0.0983268625,0.1371088017,-0.5473877346
ERX3212447,0.1638511434,-0.1512038357,6.0796045829,-0.1084610159
ERX3212448,-0.1171431539,-0.2052694705,5.6886877279,0.3428737001
ERX3212449,-0.2084322697,-0.1180537085,0.0431876605,-0.0190705572
ERX3212450,0.20254588110000002,0.0495196126,-0.0086744788,-0.040755672
ERX3212451,0.0058863886,0.06853409590000001,-0.0345131817,0.0598262291
ERX3212452,-0.07028416500000001,-0.0286507003,0.09831192500000001,0.2695645282
ERX3212453,-0.6732623119000001,0.052043495700000005,0.2687157647,0.29555969530000004
ERX3212454,0.2021232614,0.309044798,0.7811341063,0.4585773567
SRX7478973,-0.9958729488,0.09553534550000001,0.39208385230000004,-0.2584710146
SRX7478974,0.1845021494,-0.0068444038,-0.12132332600000001,0.0415840637
SRX7478975,0.8113707995,-0.0886909418,-0.2707605263,0.21688695090000001
SRX7478976,0.027952622700000002,-0.16370939580000002,0.2528261478,0.0683583591
SRX7478977,0.107998726,-0.1883753568,-0.013977659600000001,0.1846733528
SRX7478978,0.9215548026,0.1787899484,0.3061367397,0.22771934870000002
SRX7478979,-0.1659224768,0.046976397600000004,0.0207117754,-0.007669303200000001
SRX7478980,-0.43326523310000004,-0.1965372232,0.2482512638,-0.0796893681
SRX7478981,0.36780810880000003,0.2833272827,0.22884779870000002,-0.21889657810000002
SRX7478982,-0.6156917851,0.0070665673,0.108871199,-0.2636059442
SRX7478983,-0.606158072,-0.12601708650000001,0.1677060008,-0.046213547300000005
SRX7478984,-0.42035605810000004,-0.045985930700000004,-0.0816370464,-0.0797030938
ERX1521038,1.2163328509,-0.1009561704,3.4685194563,0.4738232907
ERX1521039,1.6962085742,-0.154366309,3.1987279772,1.2164514707
