,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-19.71102242726667,2.132771365964094,3.0,0.0,-17.3324074856,1.0,-21.4529209937,2.0,-20.3477388025,,,,,,,,,,
1,LB__LBtran,-21.056620977566666,2.6472043881272147,3.0,3.0,-23.9656555338,4.0,-20.4150179234,5.0,-18.7891894755,,,,,,,,,,
2,LB__LBstat,-19.214915230933332,1.8883800506127681,3.0,6.0,-20.8902564129,7.0,-19.5859229092,8.0,-17.1685663707,,,,,,,,,,
3,LB__LBGexp,-14.251325068533333,0.37583806076766135,3.0,9.0,-14.6189470373,10.0,-13.867777222299999,11.0,-14.267250946,,,,,,,,,,
4,LB__LBGtran,-11.424506816400001,0.8665752778834436,2.0,12.0,-10.811745561,13.0,-12.0372680718,,,,,,,,,,,,
5,LB__LBGstat,-14.782238413366668,3.7633957656366093,3.0,14.0,-14.9885781126,15.0,-10.9199176443,16.0,-18.4382194832,,,,,,,,,,
6,Life Cycle__S0,-24.198225232966667,1.7173333318699466,3.0,17.0,-25.8687580093,18.0,-24.2882825477,19.0,-22.4376351419,,,,,,,,,,
7,Life Cycle__S1,-17.666764026533333,1.804409506233352,3.0,20.0,-18.191611823,21.0,-19.1505631264,22.0,-15.6581171302,,,,,,,,,,
8,Life Cycle__S2,-6.0080112934,2.1456092902135895,3.0,23.0,-8.4749516732,24.0,-4.5763162359,25.0,-4.9727659711,,,,,,,,,,
9,Life Cycle__S3,-11.3183461143,0.5946624946721693,2.0,26.0,-11.7388359968,27.0,-10.8978562318,,,,,,,,,,,,
10,Life Cycle__S4,-14.034579991533334,0.25336430666761456,3.0,28.0,-13.754578993900001,29.0,-14.2480178983,30.0,-14.1011430824,,,,,,,,,,
11,Life Cycle__S5,-16.379830311533333,0.642935734516677,3.0,31.0,-16.4055281178,32.0,-17.0095318545,33.0,-15.7244309623,,,,,,,,,,
12,Life Cycle__S6,-16.057079440037498,1.1210552866169623,8.0,34.0,-16.7825402943,35.0,-17.5572987902,36.0,-16.0700564285,37.0,-14.9623526105,38.0,-14.0544953229,39.0,-15.9466800457,40.0,-16.1355612309,41.0,-16.9476507973
13,Life Cycle__S7,-16.6322504143,0.38098596461441,3.0,42.0,-16.6271524896,43.0,-17.0157597599,44.0,-16.2538389934,,,,,,,,,,
14,Life Cycle__S8,-15.7474899367,0.6774122266176237,2.0,45.0,-16.2264927158,46.0,-15.2684871576,,,,,,,,,,,,
15,Life Cycle__G135,-11.12433560835,0.5694391128230063,2.0,47.0,-10.7216813502,48.0,-11.5269898665,,,,,,,,,,,,
16,Life Cycle__G150,-12.688399489533333,0.8895716076686924,3.0,49.0,-12.6994018137,50.0,-13.5724189044,51.0,-11.7933777505,,,,,,,,,,
17,Life Cycle__G180,-13.753309095466667,0.5110876314438821,3.0,52.0,-13.6207495438,53.0,-13.3215612205,54.0,-14.3176165221,,,,,,,,,,
18,Stress Time Course__C30,-9.098161502349999,0.9327250432293656,2.0,55.0,-9.7576977054,56.0,-8.4386252993,,,,,,,,,,,,
19,Stress Time Course__C90,-15.84872019605,0.2915208107665104,2.0,57.0,-16.0548565382,58.0,-15.6425838539,,,,,,,,,,,,
20,Biofilm__BI,-12.248480712900001,0.8284785906266819,2.0,59.0,-12.8343035424,60.0,-11.6626578834,,,,,,,,,,,,
21,Biofilm__BC,-26.02897773855,2.49993811078955,4.0,61.0,-28.3089651473,62.0,-25.1422520514,63.0,-22.9039876032,64.0,-27.7607061523,,,,,,,,
22,Biofilm__Sw,-31.98189002705,0.3883876726357507,2.0,65.0,-31.70725847,66.0,-32.2565215841,,,,,,,,,,,,
23,Life Cycle__BT,-10.761837237,0.05323084603550076,2.0,67.0,-10.7994771292,68.0,-10.7241973448,,,,,,,,,,,,
24,Life Cycle__B36,-16.86059609335,0.4063065495820847,2.0,69.0,-17.1478982098,70.0,-16.5732939769,,,,,,,,,,,,
25,Life Cycle__B60,-18.98601941445,0.046595948061356085,2.0,71.0,-18.9530711036,72.0,-19.0189677253,,,,,,,,,,,,
26,M9__M9exp,0.0,0.5660283986454095,3.0,73.0,0.6207272226,74.0,-0.4875963239,75.0,-0.1331308987,,,,,,,,,,
27,M9__M9tran,-3.599599447633333,0.9845332464650629,3.0,76.0,-3.4663283579,77.0,-4.6439797577,78.0,-2.6884902273,,,,,,,,,,
28,M9__M9stat,-15.545392382566668,0.42548728959760596,3.0,79.0,-15.5002832466,80.0,-15.991637059,81.0,-15.1442568421,,,,,,,,,,
29,Supplement__M+G,-1.1891686215333335,0.7433789130398183,3.0,82.0,-1.8651943222,83.0,-1.3092541748,84.0,-0.39305736760000004,,,,,,,,,,
30,Supplement__Glu,-1.0884709411666667,0.41830563684495314,3.0,85.0,-1.5685340967,86.0,-0.8022427094,87.0,-0.8946360174,,,,,,,,,,
31,Supplement__Fru,-2.3748004616666667,1.9856497504102963,3.0,88.0,-0.0932205066,89.0,-3.3191225976,90.0,-3.7120582808,,,,,,,,,,
32,Supplement__Mal,-1.9050447057333333,0.9672355540022904,3.0,91.0,-2.0052851555,92.0,-2.8182564621,93.0,-0.8915924996000001,,,,,,,,,,
33,Supplement__G+S,-8.08377859835,0.2351166389198285,2.0,94.0,-8.2500311681,95.0,-7.9175260286,,,,,,,,,,,,
34,Supplement__Pyr,-8.272487406033333,1.0241002009716749,3.0,96.0,-9.4410277384,97.0,-7.5311620255000005,98.0,-7.8452724542,,,,,,,,,,
35,Supplement__Gly,-5.0791338082666675,0.37926009248562714,3.0,99.0,-4.920827563,100.0,-4.8046733462,101.0,-5.5119005156,,,,,,,,,,
