k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,-0.012339581847190856,,,
11,Chromium,False,0.007262773346155881,,,
6,Iron,False,0.005909158443100751,,,
7,Zinc - Steady,False,0.005761693338863553,,,
14,UC-7,False,-0.00519897997379303,,,
4,UC-4,False,0.003598833691794425,,,
1,UC-2,False,-0.0019812497147358955,,,
13,UC-6,False,-0.0014096279628574848,,,
0,UC-1,False,-0.0010877945472020656,,,
2,UC-3,False,-0.001037215661490336,,,
10,Copper,False,-0.0009750212135259062,,,
3,Cadmium,False,0.0006742939085233957,,,
12,Zinc - Intermediate,False,-0.00041809674571212157,,,
9,UC-5,False,-0.0004111129870492381,,,
8,Zinc - Fast,False,-0.000379396078933496,,,
