,A,NanR,Crp
omics__wt_thr__1,0.8267343237082203,1.0697052859999996,0.8835606830000007
omics__wt_thr__2,0.7419611551921325,0.8307205209999982,1.127551423
omics__bw_ac__1,0.4822149079430153,0.03193647199999994,0.4643589929999994
omics__bw_ac__2,0.7323431921652169,-0.07358055599999958,0.4618822229999999
omics__bw_fum__1,0.0015488603757475,-0.02915760000000045,0.446647853
omics__bw_fum__2,0.2081824711267453,-0.021812806999999882,0.4952586530000005
omics__bw_glc__1,-0.3764233879378236,0.24091054999999886,0.31995135300000044
omics__bw_glc__2,-0.4727167355084882,0.16158874599999962,0.3609335930000004
omics__bw_pyr__1,-2.189984283082835,0.3921537709999994,0.8061810030000007
omics__bw_pyr__2,-1.0511901579330072,-0.06598357900000185,0.7644674929999997
ompr__wt_nacl__1,5.182461297799123,-0.07739423599999995,-0.6865814769999989
ompr__wt_nacl__2,5.75122218098755,0.08979986800000006,-0.620927
ompr__bw_delompr_nacl__1,6.676885451979111,-0.768513113,-1.0462482019999992
ompr__bw_delompr_nacl__2,6.767725095340353,-0.6443514190000004,-1.071490686999999
minspan__wt_ade__1,-0.0753129857359132,0.2042272089999999,-0.09169608400000052
minspan__wt_glc__2,1.9399120776209409,-0.2049959690000005,-0.17147671399999884
minspan__wt_glc__3,2.1525383426767863,-0.16138981099999938,-0.2165117989999992
minspan__wt_glc__4,1.7068250348278329,0.023097602,-0.23779414300000035
minspan__wt_glc_anaero__1,-1.9133098363718464,0.4825860959999994,0.09730802400000016
minspan__wt_glc_anaero__2,-2.9970005839859346,0.7127076569999993,0.0007891440000005191
minspan__wt_trp__1,1.9409562997768588,0.3345537590000003,0.379309933
minspan__bw_delcra_glc__2,2.8287345046533905,0.4079560869999996,0.2077464830000011
minspan__bw_delcra_trp__1,1.569863370516574,0.3633004590000004,0.245706203000001
minspan__bw_delmntr__1,0.776103034273512,0.4702263850000002,0.3950805430000006
minspan__bw_delnac_ade__1,-1.2185362953057473,0.2701448419999997,0.005806081999999435
minspan__bw_delnac_glc__1,1.6816081680447266,-0.057738174999999885,0.19238992300000035
cra_crp__wt_ac__1,0.2482699480055404,0.13321947999999928,0.7848307329999997
cra_crp__wt_ac__2,0.2936535783009186,0.1840101359999995,0.774460393
cra_crp__wt_fru__1,0.1578145983580312,0.09499060499999956,0.3134937529999995
cra_crp__wt_fru__2,0.7567612304972926,0.08850093399999981,0.3732440629999996
cra_crp__delcra_ac__1,3.143441507421445,0.2765694529999996,0.20535391299999967
cra_crp__delcra_ac__2,2.7696608208988267,0.3493566569999995,0.15922527300000056
cra_crp__delcra_fru__1,1.72698263313354,-0.07880547300000007,0.12650519299999985
cra_crp__delcra_fru__2,1.2831968048088962,0.005838604000000025,0.1631474930000003
cra_crp__delcra_glc__1,1.5279493874469317,-0.014866338000000034,0.046791002000000866
cra_crp__delcra_glc__2,1.6892908048528623,-0.1332554659999996,-0.014761103999999747
rpoB__wt_031__1,2.8671955454030784,0.140167484,0.271760703
rpoB__wt_044__1,0.1884736181062073,0.362778617,0.2048586730000004
rpoB__wt_lb__1,5.736405888838257,-0.2173423640000003,0.2472729529999995
rpoB__wt_lb__2,5.8098942437364895,-0.1130202450000004,0.2041545229999997
rpoB__rpoBE546V_031__1,2.638050901625684,0.4495552219999999,0.4571714629999999
rpoB__rpoBE546V_044__1,2.131678302268385,0.19595693800000014,0.37625628299999997
rpoB__rpoBE546V_lb__1,4.916551274356852,0.15067881900000035,0.1174804819999995
rpoB__rpoBE546V_lb__2,5.00497041091518,0.11316956099999942,0.1254229630000001
rpoB__rpoBE546V_glc__1,0.7052879081799415,0.1459600519999995,-0.004082425000000001
rpoB__rpoBE672K_glc__1,-1.877370376425218,-0.24153245400000056,-0.6662891799999997
rpoB__rpoBE672K_glc__2,-1.54275114409753,0.025239156999999682,-0.5708984560000001
rpoB__rpoBE672K_lb__1,2.150774082556931,-0.15998359499999992,-0.2288451829999989
rpoB__rpoBE672K_lb__2,2.0969393170713917,-0.11501542400000007,-0.18410035800000024
crp__wt_fru__1,2.256745739869877,-0.17135646200000032,-0.13483747499999946
crp__wt_glyc__1,2.4409199467069245,-0.2602689260000002,-0.06971342199999953
crp__wt_glyc__2,2.32314189592887,-0.21930053500000035,0.000271048000000107
crp__delar1_glyc__1,1.32208889152036,0.521115956,0.7684826630000003
crp__delar1_glyc__2,0.5188499399167437,0.6873778059999998,0.9809746629999996
crp__delar1ar2_glyc__1,1.0493381959819683,0.22392368299999976,0.2916550830000002
crp__delar1ar2_glyc__2,1.4296660298275328,0.2122172779999998,0.2567226429999998
crp__delar1ar2_glyc__3,1.0345454304028672,0.1775373440000001,0.37124749300000026
crp__delar2_glyc__1,8.426550600221672,0.06386185499999897,1.4298253029999994
crp__delar2_glyc__2,8.425776740365212,0.3011678590000004,1.3004454830000007
crp__delar2_glyc__3,7.925456992789468,0.2444554859999997,1.2369035230000005
crp__delcrp_fru__1,3.3989229416939115,0.24927628499999965,-9.852476477
crp__delcrp_fru__2,3.3100592697611377,0.158059379,-9.107951936000001
crp__delcrp_fru__3,3.5216392192844013,0.22183089099999972,-9.852476477
crp__delcrp_glc__1,2.3760158439706403,0.4087586139999999,-9.025871704
crp__delcrp_glc__2,2.3702983212189164,0.464614697,-9.566616581
crp__delcrp_glc__3,3.196308577601296,0.42819247400000027,-9.852476477
crp__delcrp_glyc__1,1.9448983847534789,0.1213836370000001,-9.852476477
crp__delcrp_glyc__2,2.052058186871248,0.007532471999999402,-9.852476477
crp__delcrp_glyc__3,1.777997462810809,0.0074884539999997566,-9.852476477
glu__glu_ale3__1,-0.6750472942095701,0.8745122849999989,1.4385551630000002
glu__glu_ale4__1,0.2532211736393492,-0.0038811240000002907,0.1237046330000009
glu__glu_ale5__1,0.1084225413063456,0.07597308099999989,0.23737495299999975
glu__glu_ale6__1,0.797995666826693,-0.33528784099999953,-0.2669721739999993
glu__glu_ale8__1,-0.5134966577492651,0.8283894109999999,1.5517659029999995
glu__glu_ale9__1,0.2757620311507973,0.9919839959999984,0.736260553000001
glu__glu_ale10__1,-0.6247575797425081,0.7961899990000001,1.2484999630000004
42c__wt_42c__1,1.5348907260425984,0.1458253919999999,-0.02289376299999901
42c__42c_ale1__1,-0.8722323998276629,0.7091611959999993,0.578078713
42c__42c_ale2__1,-0.5358736321255897,0.4603318229999998,-0.001157444000000396
42c__42c_ale3__1,-1.3662919281301036,0.4039561879999996,-0.16365086199999898
42c__42c_ale4__1,-0.1010819863754676,1.375869152,0.18829674300000046
42c__42c_ale5__1,-1.0078450855686265,0.02094866199999945,-0.2550904079999992
42c__42c_ale6__1,-2.6816119207353184,1.4831060679999997,0.5847098129999999
42c__42c_ale8__1,-0.9197340492931998,1.6583733929999998,0.898060053
42c__42c_ale9__1,0.6389927549563649,-0.1583214289999999,0.2344509129999999
42c__42c_ale10__1,-0.363841916852986,1.3160694299999989,0.5824345429999997
ssw__wt_ac__1,1.838727235596097,-0.05593568799999993,0.155824183
ssw__wt_glc__1,2.634288414656746,-0.017561980000000862,0.08995910700000033
ssw__wt_glyc__1,0.4158453691414381,0.10035739899999996,0.2646295629999997
ssw__wt_xyl__1,0.3485351193967209,1.0027426519999991,0.6151089029999994
ssw__glc_ale1__1,0.9504391458334271,0.7260500240000001,0.31199771300000023
ssw__glc_ale2__1,-0.1811088625628527,0.6895490659999997,0.5353218630000001
ssw__glc_ale3__1,0.1326904064760115,0.6061301390000002,0.4454840030000007
ssw__glyc_ale1__1,0.6129782137312206,0.8140021909999984,0.2988789030000003
ssw__glyc_ale2__1,0.2892021843076481,0.6990283750000001,0.3021156230000006
ssw__xyl_ale1__1,-0.3142453366534649,0.6722707640000003,-0.2147884219999998
ssw__xyl_ale2__1,1.383530164355978,0.6819796980000001,0.026451148999999674
ssw__xyl_ale3__1,-1.5590665474619974,0.39982352799999976,-0.3138359289999997
ssw__glc_ac_ac2__1,-1.115358714633239,0.3287936749999991,0.5069351229999999
ssw__glc_ac_glc1__1,-0.003980945203332,0.4710567590000006,-0.42053636400000016
ssw__glc_glyc_glc__1,1.6997361544847929,0.5152365409999993,0.565682133000001
ssw__glc_glyc_glyc__1,2.0659141936873016,0.5696956469999996,0.3070424930000009
ssw__glc_xyl_glc__1,-2.078790643422599,0.2296935109999998,0.029020071999999782
ssw__glc_xyl_xyl__1,-0.7109592095402424,-0.3439091840000001,-0.2438474470000003
ica__wt_glc__1,-0.3955181271819731,-0.4808578820000005,-0.02120516499999958
ica__wt_glc__2,-0.2412075717302357,-0.5780921860000001,-0.013075077999999962
ica__wt_glc__3,-0.4483235339387814,0.09980632699999957,0.0930502690000008
ica__wt_glc__4,0.1583803865429551,-0.21308588400000072,0.399858493
ica__arg_sbt__1,2.40327334419054,-0.058585030000000586,0.17296083299999945
ica__arg_sbt__2,2.2887874711885003,0.1366675740000005,0.4931735029999995
ica__cytd_rib__1,5.329849152933807,-0.5336803880000005,0.5032386530000004
ica__cytd_rib__2,4.601796632906055,-0.5910532390000007,0.4864851229999996
ica__gth__1,1.501027598584291,-0.4183559470000002,-0.3447319570000005
ica__gth__2,1.151930624056478,-0.2708661380000006,-0.5509396859999995
ica__leu_glcr__1,-0.8809515589636043,-0.1076789930000004,1.0260792930000004
ica__leu_glcr__2,-0.894579315619728,-0.1638246780000001,0.964590953
ica__met_glc__1,-1.1527421879541375,-0.5467334190000006,-0.0020434050000002198
ica__met_glc__2,-1.404284742017366,-0.5683471700000009,-0.06998528999999998
ica__no3_anaero__1,-0.4926576727845658,0.38449631900000014,0.16601552300000044
ica__no3_anaero__2,-1.0114229986779706,0.3791377579999997,0.1659366630000001
ica__phe_acgam__1,-1.7801402357138714,-0.2218824640000001,0.08710832000000046
ica__phe_acgam__2,-1.7785282132705165,-0.2768849490000003,0.07371453200000032
ica__thm_gal__1,2.6662201105481063,-0.14516495099999993,0.41909228299999945
ica__thm_gal__2,2.1447856152746656,-0.09513489600000023,0.4125785030000007
ica__tyr_glcn__1,-1.2686899812587722,-0.3270824960000001,0.211699823
ica__tyr_glcn__2,-1.6137421943175576,-0.3643878480000007,0.2492893929999997
ica__ura_pyr__1,-0.404938621449654,-0.2200996030000004,0.8236668229999999
ica__ura_pyr__2,-0.5726433002243226,-0.13277992100000002,1.104333543000001
ica__wt_glc__5,0.280097287439965,-0.19908860800000028,0.3105034530000008
ica__wt_glc__6,0.7412495251573354,-0.13700325800000002,0.3376528430000008
ica__bw_delpurR_cytd__1,-0.2990053635823749,-0.3408257920000004,-0.14178576699999998
ica__bw_delpurR_cytd__2,-0.8824259521285921,-0.13220516800000048,0.2554834630000009
ica__ade_glc__1,-0.3315873738361952,-0.10221720599999973,0.27079068299999953
ica__ade_glc__2,-0.3599724383881988,-0.3980085559999997,-0.10748262699999957
ytf__wt_glc__1,0.980780034583946,0.016396515999999473,0.34000217300000024
ytf__wt_glc__2,0.9510728688927091,0.009981824000000472,0.487174103000001
ytf__delyafC__1,1.6817719554015915,0.3049670619999993,0.518280163
ytf__delyafC__2,1.253069431836161,0.37698886999999903,0.558626223000001
ytf__delyeiE__1,-0.543946342508539,0.08811668400000006,0.4528218430000006
ytf__delyeiE__2,-0.2456771633538011,0.053602058000000063,0.3693801830000005
ytf__delyiaJ__1,0.9852129932925308,0.08324695299999972,0.4900788630000008
ytf__delyiaJ__2,1.1312804790844802,0.06821092099999948,0.4743345229999996
ytf__delyieP__1,0.7013657327642862,0.4224393319999997,0.8306116230000011
ytf__delyieP__2,1.315239374115318,0.26519606699999976,0.7498248230000009
ytf__wt_ph5__1,0.3490087511042755,-0.028385716000000723,0.3985759630000008
ytf__wt_ph5__2,0.1623510639318248,0.05258984800000022,0.4747397030000009
ytf__wt_ph8__1,1.3531418802325974,-0.12044495199999886,0.2756429229999995
ytf__wt_ph8__2,1.3843367343172364,-0.2647036930000004,0.2681548629999995
ytf__delybaO__1,1.929451481625973,0.3322308319999996,0.5823761830000009
ytf__delybaO__2,1.255371773367161,0.36808208099999984,0.6367440230000003
ytf__delybaQ__1,1.5618126461345188,0.13421887599999938,0.3329404930000006
ytf__delybaQ__2,1.3290745228733265,0.16015355299999978,0.3236855130000009
ytf__delybiH__1,1.8255122809244184,0.21746177099999908,0.6363319829999998
ytf__delybiH__2,1.7967374490263537,0.2215954980000001,0.5546718429999995
ytf__delydcI_ph5__1,-0.0683584464396205,0.0826611590000006,0.36809995299999976
ytf__delydcI_ph5__2,0.0610086207128868,-0.048440097000000286,0.4226014830000011
ytf__delydcI_ph8__1,1.3600506657822309,0.047851351999999465,0.3631957630000002
ytf__delydcI_ph8__2,0.6171182333365544,-0.16318785200000008,0.3071113430000008
ytf__delyddM__1,1.243576036402399,0.3322508459999991,0.8218948030000011
ytf__delyddM__2,1.0528368342835677,0.3471931590000006,0.8320546029999996
ytf__delyheO__1,2.343270835707829,0.12513209199999942,0.5961686430000004
ytf__delyheO__2,1.1579085640122977,0.4408813819999997,0.6336565129999999
fps__bw_glc__1,1.3730643526743682,0.037117457999999985,0.23073483299999964
fps__bw_glc__2,1.7946634105100718,-0.13453944699999987,0.16040873300000058
fps__fps_thrA_ale1__1,2.2678514183292613,0.07180765299999957,0.3327312029999998
fps__fps_thrA_ale1__2,1.8269016233764708,0.1035331819999996,0.3516250830000001
fps__fps_thrA_ale2__1,0.726591663340621,-0.1068779950000005,0.22966762300000101
fps__fps_thrA_ale2__2,0.740636928259237,0.08865454199999956,0.28896753300000105
fps__fps_serB_ale1__1,2.1218398154307248,0.16397005699999934,0.2630278130000008
fps__fps_serB_ale1__2,1.6552943154835893,0.12969205699999975,0.3896577630000007
fps__fps_serB_ale4__1,2.4579787028530635,0.120921609999999,0.20591431300000096
fps__fps_serB_ale4__2,1.975506311559388,0.23464037899999998,0.3602136930000004
fps__fps_ptsI_ale1__1,4.912836797365234,-0.528276806,0.045779202000000296
fps__fps_ptsI_ale1__2,4.608318579523627,-0.2598429590000002,0.14486478300000094
fps__fps_ptsI_ale3__1,4.082183083074982,-0.3148714150000007,0.2525903130000007
fps__fps_ptsI_ale3__2,4.106985555941923,-0.5141082070000005,0.22323634299999995
pal__lyx_ale2_f6__1,5.383331982877153,-0.0734742000000006,0.3334221829999997
pal__lyx_ale2__1,5.038216287457017,-0.17901502800000024,0.2649081029999998
pal__lyx_ale2__2,4.353279232317056,-0.0676461719999999,0.3071416530000004
pal__lyx_ale4__1,5.163217836584752,-0.7571354870000002,-0.057655872999999865
pal__lyx_ale4__2,5.383180778953306,-0.714256305000001,-0.07060586499999921
pal__5drib_ale10_f18__1,4.53277535977009,-0.425947409,-0.06913953699999986
pal__5drib_ale10_f18__2,4.981434286036113,-0.320072283,-0.022394786999999642
pal__5drib_ale10__1,3.603234257934344,0.06354928400000047,0.4018362730000007
pal__arab_ale14_f9__1,1.0396371026831095,-0.005796360000000611,0.24554710299999985
pal__arab_ale14_f9__2,1.2732815317515025,-0.07034212400000063,0.4127220729999994
pal__arab_ale14__1,-0.5081554350816027,-0.08406810000000052,0.3767839330000005
pal__arab_ale14__2,-1.4296437988273831,-0.23793225699999976,0.3756092130000006
pal__arab_ale16__1,1.3705064250411698,0.24818378099999985,0.02985453700000029
pal__arab_ale16__2,2.019666345806677,0.08143888999999938,0.10976642500000013
pal__tartr_ale26_f10__1,2.4105559542961976,-0.2835587440000005,0.3119472930000011
pal__tartr_ale26_f10__2,3.088040797164698,-0.34444035699999986,0.19927317299999991
pal__tartr_ale26__1,1.8545035209721832,-0.10103003500000084,0.3850793330000002
pal__tartr_ale26__2,1.8834841498854564,-0.0065831750000011615,0.334463263
pal__tartr_ale28_f10__1,4.836417297566411,-0.5167390009999995,-0.003712276999999986
pal__tartr_ale28_f10__2,3.5345573805198383,-0.549479895000001,-0.0986905509999989
pal__tartr_ale28__1,0.7241086645895867,-0.09353524199999974,0.27296854300000106
pal__tartr_ale28__2,0.3302289884333961,0.05305902100000015,0.2684948929999997
efeU__delmenFentC_citr__1,1.2766879929240056,0.1537174849999996,0.4221979430000005
efeU__delmenFentC_citr__2,1.41775436876018,0.3072020809999998,0.5677252629999998
efeU__delmenFentC__1,1.5107559328499736,-0.015626585999999776,0.6961985229999996
efeU__delmenFentC__2,0.8433656861938187,-0.024029034000000667,0.7362106530000005
efeU__menFentC_ale39__1,0.0298897656764033,0.5351699339999998,0.5420487930000011
efeU__menFentC_ale39__2,0.5974026982513834,0.5139354469999997,0.5730386230000004
efeU__menFentC_ale29__1,0.5715389961650154,1.0423919749999984,0.9115027730000004
efeU__menFentC_ale29__2,0.0421238711274831,1.071998817,0.9432762930000004
efeU__menFentC_ale30__1,-0.2035635897051939,0.21427761499999945,0.10668520800000003
efeU__menFentC_ale30__2,-0.737023182987672,0.3343957989999993,0.06397155600000026
efeU__menFentCubiC_ale36__1,0.4305161936390745,0.10434284900000003,0.8218575829999999
efeU__menFentCubiC_ale36__2,0.6678509409715807,-0.03720659000000115,0.6481697730000011
efeU__menFentCubiC_ale37__1,0.5989477731010359,0.13253219799999982,0.8430776529999999
efeU__menFentCubiC_ale37__2,0.1931738197448063,0.02097544799999973,0.8884085729999995
efeU__menFentCubiC_ale38__1,-0.435996591371302,0.5004141979999996,0.3484389429999997
efeU__menFentCubiC_ale38__2,-0.5831355565775169,0.4007052980000001,0.30990829299999945
misc2__salc_glc__1,1.8015632855130852,0.012067689000000216,-0.03094168600000025
misc2__salc_glc__2,1.717018839087217,0.5253459749999996,-0.041858421999998896
misc2__dbcn_glc__1,-0.8797763216443178,-0.384481257,-0.41418928399999894
misc2__dbcn_glc__2,-0.1631991338450125,-0.05011906100000019,-0.32218037899999885
misc2__tyr_glc__1,-0.036629740193128,0.032001420999999475,0.4823384130000008
misc2__tyr_glc__2,-0.1351730931889151,0.09233317699999954,0.5197261330000007
misc2__arg_cytd__1,0.6701752324094887,-0.18747132300000047,0.10509646700000096
misc2__arg_cytd__2,0.0962118684473516,-0.12843546199999878,0.09710128400000073
misc2__delyheO_pyr__1,0.3799765235460544,0.1291218659999993,1.0004127829999998
misc2__delyheO_pyr__2,0.3232247848661332,0.062133498999999766,1.0134814930000005
misc2__dellon_glc__1,-0.1242924168489316,1.0453460979999996,0.4872481129999997
misc2__dellon_glc__2,0.6843284076409479,0.7181894669999993,0.2154419530000009
nquinone__delubiC__1,0.0442406281234177,0.004568056000000098,0.4464799330000009
nquinone__delubiC__2,-0.4919596838523739,-0.11833354000000094,0.6182852329999999
nquinone__ubiC_ale1__1,1.8118959219826083,0.12305543499999948,0.4621411030000005
nquinone__ubiC_ale1__2,1.204172096114514,-0.08953241000000034,0.5186398529999998
nquinone__ubiC_ale2__1,2.085262414080133,0.05366037499999887,0.4747234030000005
nquinone__ubiC_ale2__2,1.990373241878261,0.109762602,0.4297995330000006
nquinone__ubiC_ale3__1,1.1735710872219172,-0.5928114520000003,0.026469302000000642
nquinone__ubiC_ale3__2,1.7257613248022148,-0.6347857860000001,0.09906102300000086
nquinone__ubiC_ale4__1,2.11488402258007,-0.041883280999999606,0.493212583
nquinone__ubiC_ale4__2,1.4847669366252192,0.01609697299999979,0.5086079229999996
nquinone__delpdhR__1,0.6921990758568155,-0.27785804400000025,0.3856681930000008
nquinone__delpdhR__2,0.917685018543,-0.3788284929999994,0.36299017299999997
quinone__glu_ale4__1,0.2689297564122581,-0.1929033250000005,0.3684261329999998
quinone__glu_ale4__2,1.4876811647008727,0.2944589080000002,0.7361257729999995
quinone__delmenF__1,0.788722451338182,0.08864220300000003,0.5532796730000005
quinone__delmenF__2,0.859347611292984,-0.1111378630000006,0.4243016730000004
quinone__menF_ale5__1,1.447772411044172,0.957358952,0.9045305230000018
quinone__menF_ale5__2,1.0092086668392073,0.7280077590000005,0.9292543930000008
quinone__menF_ale6__1,1.531185157339738,0.7181970590000004,0.928937233000001
quinone__menF_ale6__2,1.3164008706650625,0.826133679999999,0.9358953230000004
quinone__menF_ale7__1,1.2528107602563825,0.7225644600000001,0.8647486830000002
quinone__menF_ale7__2,0.9557216371750584,0.6996346579999999,0.8297670830000001
quinone__menF_ale8__1,-0.8373701250349002,0.8006212489999998,1.0002332430000005
quinone__menF_ale8__2,-0.57726049564792,0.986897067,0.9954071830000012
quinone__delmenFubiC__1,0.9206805281724612,0.19275060799999988,0.5032428030000009
quinone__delmenFubiC__2,0.495044019619876,0.2180020279999999,0.5733612729999997
quinone__menFubiC_ale1__1,-0.3892655869834749,0.2830365270000001,0.6889852029999997
quinone__menFubiC_ale1__2,-0.5969620472042846,0.18446563799999985,0.6891632330000004
quinone__menFubiC_ale2__1,-0.1276823085470505,0.361462714,0.5664049030000005
quinone__menFubiC_ale2__2,-0.007409551598069,0.34218240600000005,0.587592463
quinone__menFubiC_ale3__1,-0.0815644704350227,-0.016040684000000915,0.1084791789999997
quinone__menFubiC_ale3__2,-0.2698303169718355,0.0729669089999998,0.1436014399999994
quinone__menFubiC_ale4__1,0.982942063899656,0.8402806459999983,1.042582673
quinone__menFubiC_ale4__2,0.9565023897269316,0.8104532139999998,1.0279896629999996
oxyR__wt_glc__1,-0.2940541751283871,-0.43876973600000013,0.09382866099999987
oxyR__wt_glc__2,0.2150705847388626,-0.3763348000000004,0.13043923000000035
oxyR__wt_h2o2__1,-0.4357009392699772,-0.33858314800000056,0.05757602200000101
oxyR__wt_h2o2__2,1.1520104539920246,-0.21563876100000007,0.4618741830000008
oxyR__glu_ale4__1,0.4567278595790885,-0.04369940000000039,0.7723290729999999
oxyR__glu_ale4__2,0.1087741303762325,-0.024792404000000268,0.49579595299999996
oxyR__glu_ale4_h2o2__1,1.021646458896057,0.060978554000000074,0.6213283730000008
oxyR__glu_ale4_h2o2__2,-0.7665897542527088,0.13241769399999992,0.4863484329999999
oxyR__oxyR_ale17__1,-0.2230244068858366,0.12499455099999945,0.13801763000000022
oxyR__oxyR_ale17__2,-1.048618865206956,0.1381109899999995,0.15520324300000074
oxyR__oxyR_ale17_h2o2__1,0.9694138814878126,0.2455402749999989,0.21122745300000112
oxyR__oxyR_ale17_h2o2__2,-0.6035819080498538,-0.013759083000000059,0.156206473000001
oxyR__oxyR_ale18__1,-0.1887036974440317,-0.6026056790000007,-0.2332659079999999
oxyR__oxyR_ale18__2,0.0952131584202364,-0.6318654440000007,-0.08594182799999928
oxyR__oxyR_ale18_h2o2__1,-1.2634787519434971,-0.24144893800000045,0.027939159000000657
oxyR__oxyR_ale18_h2o2__2,-1.2805805720796395,-0.1370837119999999,0.09512536300000107
oxyR__oxyR_ale19__1,-0.2428509960953843,-0.5919758069999999,-0.1866830670000006
oxyR__oxyR_ale19__2,0.3231523819956415,-0.4393244410000001,-0.08065952299999958
oxyR__oxyR_ale19_h2o2__1,0.0902085334667489,-0.5847500029999999,-0.3216936859999997
oxyR__oxyR_ale19_h2o2__2,-0.0591785530922274,-0.5879487040000004,-0.22926116100000016
oxyR__oxyR_ale20__1,-1.4393758766941884,-0.1534839200000011,-0.29073972199999965
oxyR__oxyR_ale20__2,-2.191387236977404,0.02115801099999981,-0.3286302970000001
oxyR__oxyR_ale20_h2o2__1,-0.3345969009383324,-0.08052333200000028,-0.1032146049999998
oxyR__oxyR_ale20_h2o2__2,-0.6281761373617589,-0.004288050000000432,-0.05797147799999891
