locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
USA300HOU_RS14765,0.500707492,blaZ,penicillin-hydrolyzing class A beta-lactamase BlaZ,Defense mechanisms,,,
USA300HOU_RS00160,0.284378762,pbpC,PBP2a family beta-lactam-resistant peptidoglycan transpeptidase MecA,Cell wall/membrane/envelope biogenesis,pbpC,MecI,https://aureowiki.med.uni-greifswald.de/SAUPAN000101000
USA300HOU_RS14770,0.22259676,USA300HOU_RS14770,beta-lactam sensor/signal transducer BlaR1,Defense mechanisms,,,
USA300HOU_RS14775,0.20368671800000002,copY,penicillinase repressor BlaI,Transcription,,,
USA300HOU_RS00165,0.15999353300000002,blaR,beta-lactam sensor/signal transducer MecR1,Defense mechanisms,"blaR,hsdR",,https://aureowiki.med.uni-greifswald.de/SAUPAN000102000
USA300HOU_RS00170,0.152311417,hsdR,type I restriction endonuclease,Defense mechanisms,"blaR,hsdR",,https://aureowiki.med.uni-greifswald.de/SAUPAN000103000
