,-0.09309489666666668,-0.05585693800000001,-0.01861897933333334,0.018618979333333327,0.055856937999999995,0.09309489666666668,0.13033285533333333,0.16757081399999998,0.20480877266666667,0.24204673133333335,0.27928469,0.3165226486666667,0.35376060733333337,0.39099856600000005,0.4282365246666666,0.4654744833333333,0.502712442,0.5399504006666667,0.5771883593333333,0.614426318
thresh,-0.111713876,0.111713876,1,,,,,,,,,,,,,,,,,
unreg,0,30,1475,1269,40,0,0,2,2,0,1,0,0,0,0,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],['hsdR' 'blaR'],['copY' 'USA300HOU_RS14770'],[],['pbpC'],[],[],[],[],[],['blaZ'],[],[],[]
