,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-21.45339306123333,3.5448167464548326,3.0,0.0,-25.541661493,1.0,-19.583246455,2.0,-19.2352712357,,,,,,,,,,
1,LB__LBtran,-8.6206235601,2.216045766669394,3.0,3.0,-6.1677974008,4.0,-9.2156954371,5.0,-10.4783778424,,,,,,,,,,
2,LB__LBstat,-9.193585544766668,0.16675385468595333,3.0,6.0,-9.3603534882,7.0,-9.1935573637,8.0,-9.0268457824,,,,,,,,,,
3,LB__LBGexp,-26.0629358473,0.43202418867591236,3.0,9.0,-26.3667401149,10.0,-25.5683645949,11.0,-26.2537028321,,,,,,,,,,
4,LB__LBGtran,-19.40761822345,0.4734102441901027,2.0,12.0,-19.7423698174,13.0,-19.0728666295,,,,,,,,,,,,
5,LB__LBGstat,-22.31574749376667,2.540526088967687,3.0,14.0,-25.1707995689,15.0,-21.471986002,16.0,-20.3044569104,,,,,,,,,,
6,Life Cycle__S0,-17.421033576166668,1.3236914065711514,3.0,17.0,-18.3491713829,18.0,-18.0086676245,19.0,-15.9052617211,,,,,,,,,,
7,Life Cycle__S1,-8.962084014466667,1.240381561095083,3.0,20.0,-8.979495919,21.0,-10.1936679623,22.0,-7.7130881621,,,,,,,,,,
8,Life Cycle__S2,-9.6976272257,0.8821354655432394,3.0,23.0,-10.6985630326,24.0,-9.0335787231,25.0,-9.3607399214,,,,,,,,,,
9,Life Cycle__S3,-3.64868363645,8.895888293553917,2.0,26.0,-9.9390265735,27.0,2.6416593005999998,,,,,,,,,,,,
10,Life Cycle__S4,-11.217491402599999,0.03607460970826416,3.0,28.0,-11.1768209003,29.0,-11.2456247399,30.0,-11.2300285676,,,,,,,,,,
11,Life Cycle__S5,-9.485744831333333,0.5854421365383533,3.0,31.0,-10.1221449091,32.0,-8.9700892253,33.0,-9.3650003596,,,,,,,,,,
12,Life Cycle__S6,-13.475417473137501,1.700183624323782,8.0,34.0,-16.2944476447,35.0,-12.1196944126,36.0,-14.0659621916,37.0,-15.5445803715,38.0,-11.4099153927,39.0,-12.6047001888,40.0,-13.0948426698,41.0,-12.6691969134
13,Life Cycle__S7,-12.624583613766665,0.0357776160852686,3.0,42.0,-12.6576072859,43.0,-12.586574903,44.0,-12.6295686524,,,,,,,,,,
14,Life Cycle__S8,-11.263728538950001,2.8363823411288704,2.0,45.0,-13.2693537264,46.0,-9.2581033515,,,,,,,,,,,,
15,Life Cycle__G135,-24.093197531450002,4.5303788584441085,2.0,47.0,-27.2966591436,48.0,-20.8897359193,,,,,,,,,,,,
16,Life Cycle__G150,-26.642248891033333,2.5053270405184,3.0,49.0,-24.6468777187,50.0,-29.453917386,51.0,-25.8259515684,,,,,,,,,,
17,Life Cycle__G180,-27.7546090546,2.4567564083946656,3.0,52.0,-27.4861535981,53.0,-30.3345679212,54.0,-25.4431056445,,,,,,,,,,
18,Stress Time Course__C30,-18.2665558281,0.24288428334940756,2.0,55.0,-18.0948107043,56.0,-18.4383009519,,,,,,,,,,,,
19,Stress Time Course__C90,-1.89960254495,0.5312781553581103,2.0,57.0,-2.2752729313,58.0,-1.5239321586,,,,,,,,,,,,
20,Biofilm__BI,-12.27353036175,0.8114180319232885,2.0,59.0,-11.699771169,60.0,-12.8472895545,,,,,,,,,,,,
