,A,OmpR
nac_ntrc__bw_delnac_gln__1,7.15349194373804,0.6439744134999996
nac_ntrc__bw_delnac_gln__2,6.640963527130128,0.7248375974999988
nac_ntrc__bw_delnac_nh4__1,2.326812348339023,0.1037203084999998
nac_ntrc__bw_delnac_nh4__2,2.690354986775577,-0.02299020949999964
misc__wt_no_te__1,3.6715342856801154,0.5624659634999993
misc__wt_no_te__2,2.95889004201794,0.29554104149999905
misc__bw_delcbl__1,3.829522688537829,-0.03105920949999952
misc__bw_delcbl__2,3.5165914585604843,-0.05567025250000057
misc__bw_delfabr__1,2.557046727222178,-0.3772684394999999
misc__bw_delfabr__2,3.4884770449847595,-0.25035415149999984
misc__bw_delfadr__1,3.583324630538813,0.07063611149999892
misc__bw_delfadr__2,2.4246953316502142,-0.15505426549999868
misc__nitr_031__1,6.347182857795218,0.5799196735000001
omics__wt_glu__1,0.6019534436950227,0.10152983550000004
omics__wt_glu__2,0.976593344495825,-0.031577846500000284
omics__wt_gly__1,1.5085281030002025,0.10879134649999944
omics__wt_gly__2,1.8922661488982,0.05330579849999939
omics__wt_thr__1,3.5014838491331104,0.8866898014999993
omics__wt_thr__2,2.8737015153839014,0.8338375124999988
omics__bw_ac__1,0.1988204105391114,0.3684764574999999
omics__bw_ac__2,0.1841188409731425,0.36893452649999947
omics__bw_fum__1,0.0400876087237051,0.21873704749999945
omics__bw_fum__2,-0.4989244841866835,0.2390676445000013
omics__bw_glc__1,0.6710953135416026,0.04181112749999994
omics__bw_glc__2,0.9419555699151152,0.13260839349999998
omics__bw_pyr__1,-1.1187957151907342,0.12982158350000006
omics__bw_pyr__2,0.2680307835452194,0.2672209384999995
ompr__wt_nacl__1,8.423376628397943,0.9505348374999992
ompr__wt_nacl__2,8.666844762065411,1.1507879034999997
ompr__bw_delompr_nacl__1,-3.8516518775752218,-7.328796361499999
ompr__bw_delompr_nacl__2,-3.321183161176068,-7.328796361499999
minspan__wt_ade__1,3.649308653560442,-0.2074590005000001
minspan__wt_glc__2,5.949480050161234,-0.14221871149999998
minspan__wt_glc__3,5.354825746994418,-0.1089705615000005
minspan__wt_glc__4,5.295961549292219,-0.06331193350000053
minspan__wt_glc_anaero__1,2.0677416682540226,-0.1858501405000004
minspan__wt_glc_anaero__2,0.0527048227978271,0.02378575849999986
minspan__wt_trp__1,3.968031975490597,0.5776341745
minspan__bw_delcra_glc__2,5.571276903214981,0.6001697144999998
minspan__bw_delcra_trp__1,7.041660814528375,0.20366439749999987
minspan__bw_delmntr__1,2.6184660367314665,0.5676465764999996
minspan__bw_delnac_ade__1,4.567226922489576,-0.7209944715000001
minspan__bw_delnac_glc__1,5.8279986901200935,-0.25736778449999953
cra_crp__wt_ac__1,1.5804870060453542,0.36741722749999983
cra_crp__wt_ac__2,1.6395105007622093,0.33847224149999894
cra_crp__wt_fru__1,0.9001829807398081,0.3834883685000001
cra_crp__wt_fru__2,0.2483481725917327,0.20549230849999933
cra_crp__delcra_ac__1,0.3015236359895843,0.2869327274999982
cra_crp__delcra_ac__2,0.5682047587235288,0.3210419345000002
cra_crp__delcra_fru__1,3.608935291794183,0.051735604500000136
cra_crp__delcra_fru__2,3.699736103413093,-0.00012827050000030482
cra_crp__delcra_glc__1,4.40477252078789,-0.012929336500000057
cra_crp__delcra_glc__2,4.843508085037708,0.060653391499998925
rpoB__wt_031__1,3.298481583382868,0.8796580805000005
rpoB__wt_044__1,4.59663360782547,0.15298092349999948
rpoB__wt_lb__1,8.657556060868473,1.7296796185000003
rpoB__wt_lb__2,9.614809090468125,1.8043669794999992
rpoB__rpoBE546V_031__1,4.369333028721939,1.0493520284999995
rpoB__rpoBE546V_044__1,3.596236809468172,0.8949292855
rpoB__rpoBE546V_lb__1,6.240162713862784,1.4959443844999996
rpoB__rpoBE546V_lb__2,7.630417105112826,1.4852367445
rpoB__rpoBE546V_glc__1,0.272637899878069,-0.2559158054999999
rpoB__rpoBE672K_glc__1,2.4654546456476405,-0.13986478250000012
rpoB__rpoBE672K_glc__2,3.1126683957817587,-0.15168974250000036
rpoB__rpoBE672K_lb__1,3.45721205374705,0.3326916444999997
rpoB__rpoBE672K_lb__2,4.111008893868573,0.3498458124999999
crp__wt_fru__1,3.1291817722912167,0.1579742805000004
crp__wt_glyc__1,2.538365744066742,0.14330484949999978
crp__wt_glyc__2,2.598255511402004,0.3126312544999994
crp__delar1_glyc__1,3.1810141541764194,1.0442103234999998
crp__delar1_glyc__2,3.1993074011536944,1.2135667065
crp__delar1ar2_glyc__1,3.35975888369125,0.3261622485000002
crp__delar1ar2_glyc__2,3.6203724943889495,0.26648440149999963
crp__delar1ar2_glyc__3,3.550279224426282,0.27426025749999994
crp__delar2_glyc__1,6.276333336864562,1.9403082005000003
crp__delar2_glyc__2,5.864644940251894,1.8111272404999996
crp__delar2_glyc__3,5.487019655607331,1.8476113405000003
crp__delcrp_fru__1,7.174523176481798,0.7401427214999998
crp__delcrp_fru__2,7.175592077130935,0.8927814424999987
crp__delcrp_fru__3,7.530246581207904,0.7223680044999998
crp__delcrp_glc__1,6.034438658460272,0.8523272275
crp__delcrp_glc__2,7.047171507603108,0.8443206394999994
crp__delcrp_glc__3,6.977206360975663,0.750365391499999
crp__delcrp_glyc__1,5.342498038824508,0.7844405664999989
crp__delcrp_glyc__2,5.856403265602441,0.7645441005000002
crp__delcrp_glyc__3,5.812497483005879,0.6764062984999999
glu__glu_ale3__1,1.3566142658626723,1.5386959224999988
glu__glu_ale4__1,2.735682707251337,0.15856219649999834
glu__glu_ale5__1,4.580514061490623,0.07469110749999963
glu__glu_ale6__1,2.387014285303505,-0.4001689595000002
glu__glu_ale8__1,1.6134148897229317,1.3250495544999996
glu__glu_ale9__1,1.5446771620076638,1.0152214275000002
glu__glu_ale10__1,1.264849387309883,1.2223461874999997
42c__wt_42c__1,3.006091323608509,0.20201796949999995
42c__42c_ale1__1,1.3394527633751714,1.1616171545
42c__42c_ale2__1,2.477910736038659,-0.08198813850000164
42c__42c_ale3__1,0.740865365029824,0.1981331414999996
42c__42c_ale4__1,2.127402001057539,0.6359511064999994
42c__42c_ale5__1,1.688725297978411,-0.1397982535000004
42c__42c_ale6__1,1.0106341051398204,1.7403572455000005
42c__42c_ale8__1,0.6584755367520151,1.1931687114999985
42c__42c_ale9__1,1.96647674308209,-0.11964413449999968
42c__42c_ale10__1,1.098802789130958,0.9856576675
ssw__wt_ac__1,4.564853035183487,0.061731457499999635
ssw__wt_glc__1,5.181122140906722,-0.06629241449999945
ssw__wt_glyc__1,5.01669542504833,0.3359882574999995
ssw__wt_xyl__1,1.78639625507166,-0.2871250405000003
ssw__glc_ale1__1,2.276169952872616,0.8278158194999996
ssw__glc_ale2__1,2.3904917401294443,1.0597460424999987
ssw__glc_ale3__1,2.348738291184072,0.6340339724999984
ssw__glyc_ale1__1,3.225716901229408,0.7557271204999996
ssw__glyc_ale2__1,2.448897523221442,0.5685847464999991
ssw__xyl_ale1__1,3.9763028084735983,0.45004668649999946
ssw__xyl_ale2__1,2.867430582747296,0.3259698644999993
ssw__xyl_ale3__1,3.527512377750504,0.03903123050000002
ssw__glc_ac_ac2__1,2.2199804487655173,0.6140211564999989
ssw__glc_ac_glc1__1,1.495339827527425,-0.18331502150000034
ssw__glc_glyc_glc__1,1.646152486625548,0.7515869614999993
ssw__glc_glyc_glyc__1,0.4593144781320055,0.9172736174999994
ssw__glc_xyl_glc__1,0.5632990443028036,0.03280951550000033
ssw__glc_xyl_xyl__1,0.8126476842375742,-0.1642545154999997
ica__wt_glc__1,2.928697883356961,-0.5073074755000002
ica__wt_glc__2,2.972585651048769,-0.5158819645000001
ica__wt_glc__3,2.83500362708359,0.11147202649999954
ica__wt_glc__4,1.7330955361846756,-0.1755786215000006
ica__arg_sbt__1,4.786049733739829,0.09048547050000001
ica__arg_sbt__2,3.9794426457110257,-0.09745237949999996
ica__cytd_rib__1,7.884428830069604,2.023397857499999
ica__cytd_rib__2,8.688820727772532,2.0407535565000003
ica__gth__1,5.06557513553645,0.8924363804999995
ica__gth__2,5.00361793208055,1.0228144764999991
ica__leu_glcr__1,2.0071859279136444,-0.4129551515000003
ica__leu_glcr__2,1.9180900573037325,-0.4866076775000003
ica__met_glc__1,2.828534998733366,-0.3203518065000006
ica__met_glc__2,2.6854988285225123,-0.5359465865000006
ica__no3_anaero__1,3.9207746821006606,0.08337723649999962
ica__no3_anaero__2,3.963518551308957,0.030502902499999433
ica__phe_acgam__1,2.844764443417968,-0.2422127415000004
ica__phe_acgam__2,2.514908527915276,-0.3475195594999993
ica__thm_gal__1,5.454086937182831,0.37079099050000064
ica__thm_gal__2,5.453462624949062,0.3823012504999994
ica__tyr_glcn__1,3.5298438129882554,-0.2356570265000002
ica__tyr_glcn__2,3.481516647176497,-0.2342552835000005
ica__ura_pyr__1,1.9306129606344955,-0.08056071750000005
ica__ura_pyr__2,2.0377509054002827,-0.09382195050000064
ica__wt_glc__5,1.866831321784816,-0.23865218350000106
ica__wt_glc__6,2.230880640321049,-0.1524206044999996
ica__bw_delpurR_cytd__1,0.822713771855883,-0.6139403795000007
ica__bw_delpurR_cytd__2,-0.4685449228122057,-0.2484583395
ica__ade_glc__1,-0.3127092799509663,-0.17732828950000012
ica__ade_glc__2,-0.390430845383842,-0.5733076124999998
ytf__wt_glc__1,0.7003810830794356,0.2640988794999997
ytf__wt_glc__2,0.2240156213087577,0.4311563224999997
ytf__delyafC__1,0.2063542352003075,0.9298128944999996
ytf__delyafC__2,-0.3045388306737718,0.9491845244999996
ytf__delyeiE__1,1.471648197499061,0.2320704944999994
ytf__delyeiE__2,1.4374825527134467,-0.0558314925000003
ytf__delyiaJ__1,0.7376291594959113,0.7782365864999985
ytf__delyiaJ__2,0.5642776210342101,0.6983893195000004
ytf__delyieP__1,-0.6805325745247341,0.849878971499999
ytf__delyieP__2,0.2394093752329471,0.7778399314999991
ytf__wt_ph5__1,2.6623845179782264,0.5767738694999993
ytf__wt_ph5__2,3.179891336163018,0.6041079214999989
ytf__wt_ph8__1,0.064628877594766,-0.02612157150000005
ytf__wt_ph8__2,0.1750287947428139,0.0038572144999999844
ytf__delybaO__1,0.3512024529417266,1.0375331664999994
ytf__delybaO__2,-0.0972179122413543,1.0568289034999996
ytf__delybaQ__1,0.1707972801455345,0.04656887949999966
ytf__delybaQ__2,0.3178516952050007,0.16209352550000045
ytf__delybiH__1,-0.1919207363864553,0.6209862325
ytf__delybiH__2,-0.7467199077195104,0.864080766499999
ytf__delydcI_ph5__1,2.592885876985372,0.4638504535000001
ytf__delydcI_ph5__2,2.4240261156711043,0.4694305744999996
ytf__delydcI_ph8__1,-0.5592011933376186,0.1075201794999998
ytf__delydcI_ph8__2,0.2251932440506468,-0.1269164964999998
ytf__delyddM__1,1.102496137444192,0.5256240845000013
ytf__delyddM__2,1.4340212410803117,0.4465441485000001
ytf__delyheO__1,0.0025378858835039,1.0228912524999991
ytf__delyheO__2,-0.5861742297966459,1.1447802055
fps__bw_glc__1,1.245537331752635,-0.1700732115000001
fps__bw_glc__2,1.2671709233913808,-0.10090767650000032
fps__fps_thrA_ale1__1,2.317422785932051,-0.01623950449999967
fps__fps_thrA_ale1__2,2.7905278169725376,0.01720960349999956
fps__fps_thrA_ale2__1,1.878617958117628,-0.2865864875000001
fps__fps_thrA_ale2__2,1.8057884130954127,-0.2871816635000011
fps__fps_serB_ale1__1,2.7025706176528,0.01100482449999962
fps__fps_serB_ale1__2,3.2931300426731958,0.14950566149999833
fps__fps_serB_ale4__1,3.559470984777987,-0.16836615949999967
fps__fps_serB_ale4__2,3.9555377487266794,0.033045676499999566
fps__fps_ptsI_ale1__1,5.121681761288642,0.1812037095000001
fps__fps_ptsI_ale1__2,4.525962211782691,0.2508458824999984
fps__fps_ptsI_ale3__1,3.668770619373322,0.14110844249999932
fps__fps_ptsI_ale3__2,3.8223350245303926,0.02070984949999932
pal__lyx_ale2_f6__1,4.691922128654033,0.6762378864999992
pal__lyx_ale2__1,3.0216275469126987,0.8531000964999986
pal__lyx_ale2__2,2.95042283795053,0.8359308614999996
pal__lyx_ale4__1,1.9230739223281177,0.02253835449999997
pal__lyx_ale4__2,2.17681562738154,0.18199865849999952
pal__5drib_ale10_f18__1,7.746776227711142,1.1556675414999995
pal__5drib_ale10_f18__2,7.064150046704116,1.1736813974999991
pal__5drib_ale10__1,0.3622541492428106,1.2207963045000003
pal__arab_ale14_f9__1,2.2863609409579326,0.3493634234999998
pal__arab_ale14_f9__2,3.452595884402572,0.1867653735000001
pal__arab_ale14__1,1.73414902976915,-0.10864736449999944
pal__arab_ale14__2,1.7911699654854636,-0.11662639549999998
pal__arab_ale16__1,2.669295899305755,0.3139790205000006
pal__arab_ale16__2,4.087829034520619,0.4788819295
pal__tartr_ale26_f10__1,4.313853030158423,0.8145226035000004
pal__tartr_ale26_f10__2,4.447198335936803,0.9109845644999996
pal__tartr_ale26__1,3.546923492107696,0.8570262295000006
pal__tartr_ale26__2,3.494073396357223,0.7227934614999985
pal__tartr_ale28_f10__1,5.627471076591755,0.9441000304999996
pal__tartr_ale28_f10__2,5.468218501685445,0.7351556994999999
pal__tartr_ale28__1,0.7578333703551625,0.137915186499999
pal__tartr_ale28__2,-0.05455484765767,0.15040513850000006
efeU__delmenFentC_citr__1,5.253646425945638,0.2045682064999994
efeU__delmenFentC_citr__2,4.417067938416412,0.3618875944999997
efeU__delmenFentC__1,1.4318601188032511,0.20838861050000013
efeU__delmenFentC__2,1.1280734445513212,0.1382694434999996
efeU__menFentC_ale39__1,2.0422892176747847,1.1952653724999998
efeU__menFentC_ale39__2,2.09906878929354,1.205266485500001
efeU__menFentC_ale29__1,-0.0619967879028438,1.2441848525
efeU__menFentC_ale29__2,0.354009147436013,1.2591264834999991
efeU__menFentC_ale30__1,1.9145212660335664,-0.16306905750000045
efeU__menFentC_ale30__2,1.7755150683263907,-0.05625507650000028
efeU__menFentCubiC_ale36__1,1.5438425773192372,0.5471814164999991
efeU__menFentCubiC_ale36__2,2.6888986735586378,0.5382064894999994
efeU__menFentCubiC_ale37__1,1.4980817730051874,0.4853898625
efeU__menFentCubiC_ale37__2,1.1321388087338164,0.5159286605000002
efeU__menFentCubiC_ale38__1,1.9869546562189693,0.11727269149999843
efeU__menFentCubiC_ale38__2,1.9900676708224223,0.11591398249999953
misc2__salc_glc__1,4.025827812854325,1.2190688785
misc2__salc_glc__2,3.795210070285535,1.5151573705000008
misc2__dbcn_glc__1,5.027239269247425,0.05234898949999955
misc2__dbcn_glc__2,4.285765938723412,0.3041644624999984
misc2__tyr_glc__1,1.401283140895498,0.12071277049999996
misc2__tyr_glc__2,1.943230407736463,0.10449532249999828
misc2__arg_cytd__1,1.660223456023836,-0.2819720394999994
misc2__arg_cytd__2,1.1546194791337163,-0.2381761935000011
misc2__delyheO_pyr__1,-0.0619850272040336,0.3424477345000012
misc2__delyheO_pyr__2,0.0505770594364748,0.1364367744999999
misc2__dellon_glc__1,2.843347262978142,-0.0672558694999994
misc2__dellon_glc__2,2.903247478892071,-0.15478891049999974
nquinone__delubiC__1,0.1159706293112429,-0.2305626985000009
nquinone__delubiC__2,0.3605683486770626,-0.08427453350000036
nquinone__ubiC_ale1__1,3.677282091385824,0.163857211499999
nquinone__ubiC_ale1__2,3.4176070389644195,0.11732243849999956
nquinone__ubiC_ale2__1,3.7949055158188023,0.14776869449999985
nquinone__ubiC_ale2__2,3.666603296668025,0.1549137294999996
nquinone__ubiC_ale3__1,0.8617964158978374,-0.3074573845000001
nquinone__ubiC_ale3__2,1.2770409199411117,-0.3887840604999999
nquinone__ubiC_ale4__1,3.4886427695281514,0.22705753550000016
nquinone__ubiC_ale4__2,4.128004625384608,0.24626557749999825
nquinone__delpdhR__1,1.8992697073788671,-0.5097989345
nquinone__delpdhR__2,2.4827433667438803,-0.5787933445000002
quinone__glu_ale4__1,2.8988196931462373,-0.32715721649999985
quinone__glu_ale4__2,3.3690654224887107,0.3086153614999993
quinone__delmenF__1,2.688986547958338,0.12052496849999984
quinone__delmenF__2,2.440931345033533,0.09364299850000002
quinone__menF_ale5__1,1.7085111639713388,1.0648863475
quinone__menF_ale5__2,1.9187165228529428,1.0111644825
quinone__menF_ale6__1,3.08979399356858,1.0985503995000006
quinone__menF_ale6__2,2.5500428284308843,1.0243929734999997
quinone__menF_ale7__1,3.641471460616864,1.1300790734999993
quinone__menF_ale7__2,4.191827945074285,1.112252848499999
quinone__menF_ale8__1,2.1446354116912207,1.4258938824999987
quinone__menF_ale8__2,2.325291934872032,1.1516092395000008
quinone__delmenFubiC__1,1.168457545246005,-0.04726737250000035
quinone__delmenFubiC__2,0.9772980470716262,0.0009286754999999758
quinone__menFubiC_ale1__1,3.378859181880701,0.8768270774999998
quinone__menFubiC_ale1__2,3.201383293639417,0.8008433294999993
quinone__menFubiC_ale2__1,4.435495370033599,0.6732772264999998
quinone__menFubiC_ale2__2,3.5185634737796003,0.7337531624999993
quinone__menFubiC_ale3__1,2.190924903871749,-0.1709957175000003
quinone__menFubiC_ale3__2,2.260233384583137,-0.23452216849999985
quinone__menFubiC_ale4__1,0.969500271064124,1.2811678714999992
quinone__menFubiC_ale4__2,0.852701051973795,1.293752340500001
oxyR__wt_glc__1,2.3903635314103444,-0.3372085865000001
oxyR__wt_glc__2,2.658441799350553,-0.2931919624999999
oxyR__wt_h2o2__1,2.59590612939152,-0.4260073494999999
oxyR__wt_h2o2__2,4.003742024617246,0.057771147499999564
oxyR__glu_ale4__1,3.1021220174629023,0.3204952955000007
oxyR__glu_ale4__2,3.61526609933238,0.13714156649999953
oxyR__glu_ale4_h2o2__1,3.0185873619748564,0.3586083224999994
oxyR__glu_ale4_h2o2__2,2.3189377980132715,0.23247873149999965
oxyR__oxyR_ale17__1,2.3837846392572564,0.1299956204999999
oxyR__oxyR_ale17__2,2.305217042593119,0.1964979345
oxyR__oxyR_ale17_h2o2__1,2.830219681544743,0.21489975849999965
oxyR__oxyR_ale17_h2o2__2,2.479062375770942,0.04180908049999932
oxyR__oxyR_ale18__1,2.478295266565134,-0.6648646004999987
oxyR__oxyR_ale18__2,1.7795505305383117,-0.5418437254999997
oxyR__oxyR_ale18_h2o2__1,1.746430280064068,-0.3999875694999995
oxyR__oxyR_ale18_h2o2__2,1.5804797268409605,-0.21326813150000049
oxyR__oxyR_ale19__1,1.9756805181182835,-0.6894977925000001
oxyR__oxyR_ale19__2,2.746586037198816,-0.37416277949999976
oxyR__oxyR_ale19_h2o2__1,1.6605027241730246,-0.8033832794999993
oxyR__oxyR_ale19_h2o2__2,1.9789144321131715,-0.7151310275000009
oxyR__oxyR_ale20__1,2.355579172846193,-0.5048593585000011
oxyR__oxyR_ale20__2,2.6125878146541277,-0.3952382234999998
oxyR__oxyR_ale20_h2o2__1,1.563081513376294,-0.3713920704999998
oxyR__oxyR_ale20_h2o2__2,1.6220399472798688,-0.2935745525000009
svns_pgi__BmePgi24_15__1,2.3323728958332697,-0.2222003655
svns_pgi__BmePgi24_15__2,2.4758880547774886,-0.208950573500001
svns_pgi__BmePgi24_26__1,1.1691367862830453,-0.3151405655000001
svns_pgi__BmePgi24_26__2,1.1094339537062028,-0.19477831750000085
svns_pgi__BmePgi24_41__1,1.3936435185019378,0.6544698845000001
svns_pgi__BmePgi24_41__2,1.1702085468145926,-0.24447733750000025
svns_pgi__BmePgi24_52__1,1.498935273521345,-0.18855011349999984
svns_pgi__BmePgi24_52__2,1.4712079763041257,-0.33624405449999983
svns_pgi__PaePgi2_34__1,2.438442614780989,-0.015241035499999887
svns_pgi__PaePgi2_34__2,2.034896905064698,0.09132617649999908
svns_pgi__PaePgi2_63__1,2.7454628270402672,0.08351176149999961
svns_pgi__PaePgi2_63__2,2.9568194982911824,-0.1498311285000007
svns_pgi__PaePgi24_54__1,1.3121413751283717,-0.2350098935000009
svns_pgi__PaePgi24_54__2,1.461918773815874,-0.2799267615000005
svns_pgi__PaePgi24_90__1,1.4177962505889,-0.09353442850000082
svns_pgi__PaePgi24_90__2,1.812531662344963,-0.09761927650000056
abx_media__m9_ctrl__1,10.444700724674924,-0.4001002764999999
abx_media__m9_ctrl__2,10.6221984572156,-0.37545094949999935
abx_media__rpmi_ctrl__1,1.615619051378752,-1.2760176144999995
abx_media__rpmi_ctrl__2,2.1226891700895645,-0.6012142095000002
abx_media__camhb_ctrl__1,2.510723316922226,-1.7379376094999994
abx_media__camhb_ctrl__2,2.7078886294753506,-1.6634282144999997
abx_media__m9_mero__1,7.307719464698464,-1.7348292934999998
abx_media__m9_mero__2,8.947450941643753,-1.0227326675000006
abx_media__rpmi_mero__1,2.1062637223602487,-1.4574764255000003
abx_media__rpmi_mero__2,2.622346646314117,-1.0781917715000002
abx_media__camhb_mero__1,2.86693649085141,-2.3744335325000003
abx_media__camhb_mero__2,2.9525808820327897,-2.1068915725000004
abx_media__m9_trisulf__1,9.834452538094157,-0.4869926355000001
abx_media__m9_trisulf__2,9.59453725672008,-0.31630979949999993
abx_media__rpmi_trisulf__1,2.5017180194674533,-1.333560420499999
abx_media__rpmi_trisulf__2,2.183842146248689,-1.3873484865000003
abx_media__camhb_trisulf__1,2.5133383335463355,-0.9956635375000004
abx_media__camhb_trisulf__2,2.3545116869549902,-1.1635603015000004
abx_media__m9_cef__1,9.045721159203405,-0.2434172825000003
abx_media__m9_cef__2,9.513521827149756,-0.1887484715000003
abx_media__rpmi_cef__1,1.7695290850953498,-0.9392022675000008
abx_media__rpmi_cef__2,2.3182863809043024,-0.9964010544999996
abx_media__camhb_cef__1,3.013591311205662,-1.0183302525000002
abx_media__camhb_cef__2,2.9941083378690205,-0.9504875344999996
abx_media__m9_cipro__1,10.289346566281369,0.00928507149999902
abx_media__m9_cipro__2,10.491473051849384,-0.002765972500000657
abx_media__rpmi_cipro__1,0.6637513132758464,-1.3064527825
abx_media__rpmi_cipro__2,0.71879516940045,-1.3255095475000005
abx_media__camhb_cipro__1,2.3412234846923585,-1.4914000425000005
abx_media__camhb_cipro__2,2.261275153187236,-1.3959242965000005
hot_tale__42c_ale3_30c__1,1.6356940142630174,-0.3388850994999997
hot_tale__42c_ale3_30c__2,0.3907609966607597,-0.2255690265000005
hot_tale__42c_ale3_37c__1,0.5746832216553884,-0.2436767634999999
hot_tale__42c_ale3_37c__2,0.8230078878865974,-0.2371674394999994
hot_tale__42c_ale3_44c__1,3.7875020629544833,0.5124135974999984
hot_tale__42c_ale3_44c__2,5.123993340362411,0.593874111499999
hot_tale__hot_ale3_mid_30c__1,3.03442743609965,-0.21448250750000053
hot_tale__hot_ale3_mid_30c__2,1.4063262892791977,-0.2077878235000004
hot_tale__hot_ale3_mid_37c__1,0.095868352692306,-0.3565295115000007
hot_tale__hot_ale3_mid_37c__2,0.8281288598805461,-0.10518640949999992
hot_tale__hot_ale3_mid_44c__1,3.059555025453994,-0.3064127054999988
hot_tale__hot_ale3_mid_44c__2,3.352343604754387,0.293951676499999
hot_tale__hot_ale3_30c__1,1.1992334640671285,-0.29042810250000084
hot_tale__hot_ale3_30c__2,0.8917222722828155,-0.2702629725000003
hot_tale__hot_ale3_37c__1,0.268593935458471,-0.15799053649999986
hot_tale__hot_ale3_37c__2,0.6277699749725845,-0.07140490449999959
hot_tale__hot_ale3_44c__1,1.8412839169858288,0.19710983050000053
hot_tale__hot_ale3_44c__2,1.806675735770641,0.11230412649999888
hot_tale__hot_ale4_30c__1,0.7796264400825585,-0.3042695745000001
hot_tale__hot_ale4_30c__2,0.789788311078567,-0.2918856004999988
hot_tale__hot_ale4_37c__1,0.8578592860987452,-0.26221124549999875
hot_tale__hot_ale4_37c__2,1.27916879519531,-0.0225130155000004
hot_tale__hot_ale4_44c__1,2.2354440583547013,0.2811706714999991
hot_tale__hot_ale4_44c__2,1.2375863719380964,0.22917027849999985
hot_tale__hot_ale8_30c__1,0.9095418853687854,-0.17605605450000006
hot_tale__hot_ale8_30c__2,0.8451349566938852,-0.37665938750000016
hot_tale__hot_ale8_37c__1,0.6476609193563,-0.1846645115000003
hot_tale__hot_ale8_37c__2,0.8788336199602704,-0.1742686985000006
hot_tale__hot_ale8_44c__1,2.469855983861943,0.3339518434999995
hot_tale__hot_ale8_44c__2,2.23629137340366,0.19357131649999906
hot_tale__hot_ale9_mid_30c__1,0.982999356515269,0.02657803449999996
hot_tale__hot_ale9_mid_30c__2,0.8393504493716195,0.014261908499999976
hot_tale__hot_ale9_30c__1,1.0324924685621557,-0.3226813904999988
hot_tale__hot_ale9_30c__2,0.8481516822853361,-0.16040746250000024
hot_tale__hot_ale9_mid_37c__1,0.4467464049967237,-0.03528271750000034
hot_tale__hot_ale9_mid_37c__2,-0.3040985143226336,-0.06147442050000064
hot_tale__hot_ale9_37c__1,0.4159967189508151,-0.13891360049999868
hot_tale__hot_ale9_37c__2,0.3145184316893811,-0.12810150949999954
hot_tale__hot_ale9_mid_44c__1,2.7548907675878125,0.6579702005000003
hot_tale__hot_ale9_mid_44c__2,3.88416737402679,0.8631847055000001
hot_tale__hot_ale9_44c__1,2.409519939965589,0.21021149249999824
hot_tale__hot_ale9_44c__2,2.4411696651571937,0.1983131905000004
hot_tale__hot_ale10_30c__1,0.5950913337688831,-0.3495889585000009
hot_tale__hot_ale10_30c__2,0.0116205790551386,-0.2113419375000003
hot_tale__hot_ale10_37c__1,-0.4188904399093643,-0.3057344785000007
