,USA300HOU_RS00700
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,7.9811487964
USA300_LAC_U01-Set001_CAMHB_Control_1,8.9618913288
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,8.887494266400001
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,9.0660354719
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,9.2901622124
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,8.1204407336
USA300_LAC_U01-Set001_CAMHB_Control_2,9.0388544108
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,8.8790215337
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,9.1415497583
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,9.1901398142
USA300_TCH1516_U01-Set000_CAMHB_Control_1,9.4882433274
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,9.5761337581
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,9.66011444
USA300_LAC_U01-Set001_R10LB_PreCulture_1,8.5240804172
USA300_LAC_U01-Set001_R10LB_PreCulture_2,8.631672714
USA300_LAC_U01-Set001_R10LB_Control_1,9.4962953356
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,9.5154768666
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,9.534126062
USA300_LAC_U01-Set001_R10LB_Control_2,9.407034941
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,9.3505750191
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,9.4914203397
USA300_TCH1516_U01-Set000_R10LB_Control_1,9.4572733585
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,9.8220372593
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,9.7838089891
USA300_TCH1516_U01-Set000_R10LB_Control_2,9.222862852
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,9.7031734348
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,9.8310070753
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,8.8138737004
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,8.7031303069
USA300_TCH1516_U01-Set000_CAMHB_Control_2,9.6000584786
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,9.5764031497
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,9.700240329
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,9.4187593751
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,9.4742314996
USA300_LAC_U01-Set004_CAMHB_Control_1,9.291973343
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,9.0815415572
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,8.9158456947
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,8.1927814497
USA300_LAC_U01-Set004_CAMHB_Control_2,9.361235869
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,9.1956925132
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,8.8419151198
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,8.1205630032
USA300_LAC_U01-Set004_R10LB_Control_1,9.2631224432
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,9.8037776248
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,9.8068209639
USA300_LAC_U01-Set004_R10LB_Control_2,9.1507464512
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,9.8725188035
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,9.7664173622
USA300_TCH1516_U01-Set003_CAMHB_Control_2,9.0117382122
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,8.8748840872
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,9.0227754169
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,8.9839170892
USA300_TCH1516_U01-Set003_CAMHB_Control_3,8.8037996421
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,8.5623478085
