,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,-1.0326888669999994,0.223006898244409,2.0,0.0,-1.1903785569999994,1.0,-0.8749991769999994
1,RichMedia__BHIN_Growth_Mid,-0.5701976494999995,0.4679608784754436,2.0,2.0,-0.2392993389999995,3.0,-0.9010959599999996
2,RichMedia__BHIN_Growth_Stat,-1.7627886909999997,0.43177955313576993,2.0,4.0,-2.068102941,5.0,-1.4574744409999996
3,RichMedia__LBv2_Growth_Late,-0.3227441829999997,0.4002415059930473,2.0,6.0,-0.0397306999999997,7.0,-0.6057576659999997
4,RichMedia__LBv2_Growth_Mid,4.510281037539698e-16,0.08426280384416329,2.0,8.0,0.0595828000000002,9.0,-0.0595827999999993
5,RichMedia__LBv2_Growth_Stat,-1.0514801119999995,0.555267762163373,2.0,10.0,-1.4441137119999996,11.0,-0.6588465119999993
6,RichMedia__MHB_Rich_Mid,0.018674044000000396,0.1921356358257827,2.0,12.0,-0.1171863669999995,13.0,0.1545344550000003
7,RichMedia__NBO_Rich_Mid,0.10228685200000068,0.6510577924701685,2.0,14.0,0.5626542320000008,15.0,-0.3580805279999994
8,Carbon__M9Na_Arabinose_Mid,-0.319469212,0.6898861423467291,2.0,16.0,0.1683539574999999,17.0,-0.8072923814999999
9,Carbon__M9Na_Galactose_Mid,-0.7239843344999999,0.25094628805884234,2.0,18.0,-0.5465385124999997,19.0,-0.9014301565
10,Carbon__M9Na_GlcNAcGrowth_Late,-1.8418895309999996,0.09564903675016116,2.0,20.0,-1.7742554484999995,21.0,-1.9095236135
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.8636608269999995,0.18493241187783405,2.0,22.0,-0.9944277894999995,23.0,-0.7328938644999994
12,Carbon__M9Na_GlcNAcGrowth_Stat,-3.637749237,0.24096611577403115,2.0,24.0,-3.8081380115,25.0,-3.4673604625
13,Carbon__M9Na_GlcNAc_Mid,-0.681119706,0.4898646551214689,2.0,26.0,-0.3347330865,27.0,-1.0275063255
14,Carbon__M9Na_Gluconate_Mid,-0.8607889604999999,0.10740766178561591,2.0,28.0,-0.9367376465,29.0,-0.7848402744999996
15,Carbon__M9Na_Glucosamine_Mid,-1.6170502294999995,0.07370247095148567,2.0,30.0,-1.6691657464999996,31.0,-1.5649347124999995
16,Carbon__M9Na_Glycerol_Mid,-0.20904845849999984,0.0947417586458224,2.0,32.0,-0.1420559184999996,33.0,-0.2760409985000001
17,Carbon__M9Na_Maltose_Mid,0.38240916350000015,0.4800222116812837,2.0,34.0,0.7218361245000002,35.0,0.0429822025000001
18,Carbon__M9Na_Mannitol_Mid,0.17805910250000023,0.5847855684626921,2.0,36.0,0.5915649434999999,37.0,-0.2354467384999994
19,Carbon__M9Na_Trehalose_Mid,-1.0043012919999998,0.8418348392885201,2.0,38.0,-1.5995684154999998,39.0,-0.4090341684999998
20,Carbon__M9Na_ethanol_Mid,-2.8499190935,0.5822301651656575,2.0,40.0,-3.2616179915,41.0,-2.4382201955
21,Carbon__M9Na_fructose_Mid,-1.2504889444999998,0.024165058877425556,2.0,42.0,-1.2334016675,43.0,-1.2675762214999995
22,Carbon__M9Na_fumarate_Mid,-0.25427301349999976,0.0006535420282984298,2.0,44.0,-0.2538108894999995,45.0,-0.2547351375
23,Carbon__M9Na_glucoseGrowth_Late,-1.0515839419999995,0.15510373315323328,2.0,46.0,-1.1612588434999995,47.0,-0.9419090404999996
24,Carbon__M9Na_glucoseGrowth_Mid,4.501607420159814e-16,0.013032469416481068,2.0,48.0,0.0092153475000005,49.0,-0.0092153474999996
25,Carbon__M9Na_glucoseGrowth_Stat,-1.8852678294999998,0.4102160589002685,2.0,50.0,-1.5952012724999998,51.0,-2.1753343865
26,Carbon__M9Na_ribose_Mid,-0.40665053900000014,0.16330080063188743,2.0,52.0,-0.2911794355000001,53.0,-0.5221216425000001
27,Carbon__M9Na_succinate_Mid,-0.6232651259999997,0.36051632551483975,2.0,54.0,-0.3683415874999998,55.0,-0.8781886644999997
28,Carbon__M9Na_sucrose_Mid,-1.7765836399999997,0.18574858846580533,2.0,56.0,-1.6452395534999995,57.0,-1.9079277265
29,TF__LBv2_HapROver_Late,-0.9330626064999996,0.08078656862000799,2.0,58.0,-0.9901873369999996,59.0,-0.8759378759999996
30,TF__LBv2_HapROver_Mid,0.5614182600000004,0.04502170230439494,2.0,60.0,0.5295831090000007,61.0,0.5932534110000001
31,TF__LBv2_HapROver_Stat,-0.8359308664999996,0.017685956114032484,2.0,62.0,-0.8234250069999995,63.0,-0.8484367259999996
32,TF__LBv2_LuxOOver_Late,-1.5796493399999996,0.10368050194198136,2.0,64.0,-1.6529625259999996,65.0,-1.5063361539999995
33,TF__LBv2_LuxOOver_Mid,-0.2652014999999996,0.2939304551021808,2.0,66.0,-0.4730417179999997,67.0,-0.0573612819999995
34,TF__LBv2_LuxOOver_Stat,-0.1351897309999994,0.12124887114805001,2.0,68.0,-0.0494538319999993,69.0,-0.2209256299999995
35,TF__LBv2_QstROver_Late,-1.5636227749999996,0.00827116095561381,2.0,70.0,-1.5694713689999995,71.0,-1.5577741809999996
36,TF__LBv2_QstROver_Mid,-1.6995859024999995,0.31046160684758606,2.0,72.0,-1.9191154099999996,73.0,-1.4800563949999996
37,TF__LBv2_QstROver_Stat,-0.21677609299999928,0.012860889248919288,2.0,74.0,-0.2076820709999993,75.0,-0.2258701149999993
38,TF__LBv2_TfoXOver_Late,-2.4869322515,0.2741543521541446,2.0,76.0,-2.680788653,77.0,-2.2930758499999992
39,TF__LBv2_TfoXOver_Mid,-0.3759846664999995,0.04965351122935614,2.0,78.0,-0.3408743319999994,79.0,-0.4110950009999996
