locus,gene_weight,gene_name,gene_product,COG,operon,regulator,link
b0322,0.5118831881,yahH,putative uncharacterized protein YahH,No COG annotation,,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-10550
b2003,0.0952851207,yeeT,CP4-44 prophage%3B DUF987 domain-containing protein YeeT,Function unknown,,,https://ecocyc.org/gene?orgid=ECOLI&id=G7083
b1389,-0.1231130082,paaB,phenylacetyl-CoA 1%2C2-epoxidase subunit B,"Secondary metabolites biosynthesis, transport, and catabolism",paaABCDEFGHIJK,"RpoD,Crp,IHF,PaaX,SlyA",https://ecocyc.org/gene?orgid=ECOLI&id=G6710
