,Value,list
TF,[SigA + TnrA] / [SigA + PucR],
reg_genes,53,"['ureC' 'pucM' 'S1413' 'pucF' 'pucL' 'S1356' 'pucK' 'gabP' 'ureB' 'nasF'
 'dtpT' 'ftsW' 'nasD' 'S1412' 'leuD' 'gltA' 'leuC' 'leuA' 'S683' 'ureA'
 'gltB' 'ykzB' 'leuB' 'S625' 'pycA' 'pucH' 'S128' 'S541' 'guaD' 'ilvC'
 'ilvB' 'S682' 'ilvH' 'S1355' 'pucA' 'degU' 'nasE' 'glnA' 'pucJ' 'degS'
 'S1253' 'glnR' 'ykoL' 'pucG']"
comp_genes,10,['nasA']
both_genes,9,['nrgA' 'nrgB' 'pucD' 'pucB' 'pucC' 'nasC' 'pucE' 'ansZ' 'nasB']
reg_genes2,0,
comp_genes2,0,
both_genes2,0,
reg_ops,23,
comp_ops,5,
both_ops,4,
