,0
name,TnrA / PucR – Nitrogen Limitation
TF,[SigA + TnrA] / [SigA + PucR]
regulator,"[<a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/SigA"" target=""_blank"">SigA</a> + <a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/TnrA"" target=""_blank"">TnrA</a>] / [<a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/SigA"" target=""_blank"">SigA</a> + <a href=""http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/PucR"" target=""_blank"">PucR</a>]"
function,"Ammonium uptake, utilization of nitrate and xanthine. Suggests nitrate limitation in the BT condition"
category,Multi-Purpose
has_venn,True
scatter,3
exp_var,0.0017429769994220523
precision,0.9
recall,0.1698113208
