,new_4005324_4006049_c
M9exp_1,10.5369
M9exp_2,10.2283
M9exp_3,10.124
M9tran_1,9.1678
M9tran_2,9.8851
M9tran_3,9.9822
M9stat_1,8.6053
M9stat_2,8.3315
M9stat_3,8.1398
MG-0.1_1,10.3367
MG-0.1_2,9.6463
MG-0.1_3,10.1916
MG-0.2_2,9.8989
MG-0.2_3,9.9541
MG+5_1,10.2858
MG+5_2,9.8755
MG+5_3,10.0471
MG+10_1,10.9474
MG+10_2,10.2381
MG+10_3,9.6118
MG+15_1,10.4718
MG+15_2,10.7557
MG+15_3,10.0796
MG+25_1,10.7586
MG+25_2,9.6959
MG+25_3,10.1658
MG+45_1,10.6924
MG+45_2,9.4651
MG+45_3,10.4394
MG+60_2,10.1606
MG+60_3,9.9186
MG+90_2,10.0107
MG+90_3,10.8687
MG+120_1,9.7396
MG+120_2,10.0944
MG+120_3,10.077
MG+150_1,10.4821
MG+150_3,11.0817
GM-0.1_1,10.2229
GM-0.1_2,11.1814
GM-0.1_3,11.4211
GM-0.2_1,10.1179
GM-0.2_2,10.890999999999998
GM-0.2_3,11.3072
GM+5_1,10.2327
GM+5_2,10.935
GM+5_3,11.1518
GM+10_2,11.0945
GM+10_3,10.4383
GM+15_1,10.4215
GM+15_2,11.2409
GM+15_3,11.147
GM+25_1,11.5489
GM+25_2,12.0029
GM+25_3,11.0264
GM+45_1,10.73
GM+45_2,10.7597
GM+45_3,10.8704
GM+60_1,10.8495
GM+60_2,10.6054
GM+60_3,10.5098
GM+90_1,10.7204
GM+90_2,11.7154
GM+90_3,10.9287
GM+120_1,9.6791
GM+120_3,11.547
GM+150_1,10.5811
GM+150_2,9.8207
GM+150_3,10.8129
BT_1,9.3532
BT_2,8.9877
B36_1,9.1899
B36_2,9.1943
B60_1,8.7118
B60_2,8.8941
S0_1,8.6847
S0_2,8.7072
S0_3,8.9503
S1_1,8.8346
S1_2,8.7382
S1_3,8.728
S2_1,8.6596
S2_2,8.1004
S2_3,7.936
S3_1,8.2663
S3_2,8.0839
S4_1,9.1863
S4_2,9.1862
S4_3,8.4917
S5_1,9.2938
S5_2,10.3694
S5_3,9.7279
S6_1,9.696
S6_2,9.0443
S6_3,10.4977
S6/t_1,9.8471
S6/t_2,8.6083
S6_4,9.4461
S6_5,9.8046
S6_6,9.9236
S7_4,10.3564
S7_5,10.3199
S7_6,10.3892
S8_4,9.7607
S8_5,10.269
G135_1,8.7467
G135_3,8.3424
G150_1,8.3267
G150_2,8.2431
G150_3,8.7501
G180_1,8.1871
G180_2,7.912000000000001
G180_3,8.1038
T-5.40H_1,10.4074
T-4.40H_1,10.269
T-3.40H_1,10.1441
T-2.40H_1,9.9847
T-1.40H_1,9.7714
T-1.10H_1,9.6833
T-0.40H_1,9.5124
T0.0H_1,9.2493
T0.30H_1,10.5284
T1.0H_1,9.6094
T1.30H_1,8.986
T2.0H_1,8.8923
T2.30H_1,9.3293
T3.0H_1,8.8932
T3.30H_1,9.1632
T4.0H_1,9.1466
T5.0H_1,8.7579
LBexp_1,9.055
LBexp_2,9.2333
LBexp_3,9.4527
LBtran_1,7.9609
LBtran_2,8.4463
LBtran_3,8.1072
LBstat_1,9.6334
LBstat_2,9.2984
LBstat_3,9.0985
LBGexp_1,8.0221
LBGexp_2,10.0087
LBGexp_3,9.0872
LBGtran_2,10.6226
LBGtran_3,9.8358
LBGstat_1,13.4354
LBGstat_2,12.6174
LBGstat_3,11.693
Mt0_1,10.1017
Mt0_3,8.6524
M0t45_1,8.843
M0t45_2,10.2831
M0t45_3,8.7134
M0t90_1,9.1109
M0t90_2,10.1932
M0t90_3,8.7391
M40t45_1,8.4586
M40t45_2,8.3448
M40t45_3,8.3736
M40t90_1,8.5096
M40t90_2,9.5522
M40t90_3,8.8716
dia0_1,9.3841
dia0_2,10.108
dia0_3,9.926
dia5_1,8.3614
dia5_2,8.6814
dia5_3,8.5016
dia15_1,8.6798
dia15_2,9.2158
dia15_3,10.1713
C30_1,11.4698
C30_2,11.6907
C90_1,10.1583
C90_2,8.5223
SMM_1,10.2109
SMM_2,10.4007
SMM_3,10.3214
Salt_1,9.8621
Salt_2,9.857
Salt_3,9.7024
M+G_1,10.2817
M+G_2,10.3048
M+G_3,10.1358
Glu_1,11.1928
Glu_2,10.6684
Glu_3,10.684
Fru_1,10.4121
Fru_2,10.5185
Fru_3,10.2831
Mal_1,8.6512
Mal_2,10.1257
Mal_3,10.0878
G+S_2,9.2989
G+S_3,9.6479
Pyr_1,9.3759
Pyr_2,9.5139
Pyr_3,9.7351
Gly_1,8.9515
Gly_2,9.3813
Gly_3,8.63
Glucon_1,10.2416
Glucon_2,10.5037
Glucon_3,9.729
BI_1,8.6825
BI_2,9.0415
BC_2,8.5755
BC/t_1,8.7998
BC/t_2,9.6202
BC_1,8.5223
Sw_1,8.0087
Sw_2,8.4329
BMM_1,10.8008
BMM_2,10.5481
BMM_3,11.4437
Heat_1,12.0802
Heat_2,11.6106
Heat_3,11.9461
Cold_1,10.8554
Cold_2,10.4757
