,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,9.384799999999998,0.27052473084729267,3.0,0.0,9.5522,1.0,9.5295,2.0,9.0727,,,,,,,,,,
1,LB__LBtran,9.080033333333333,0.43922525352412617,3.0,3.0,9.5727,4.0,8.938,5.0,8.7294,,,,,,,,,,
2,LB__LBstat,14.405133333333334,0.6000993445533269,3.0,6.0,15.0871,7.0,14.1705,8.0,13.9578,,,,,,,,,,
3,LB__LBGexp,8.632900000000001,0.28885207286775705,3.0,9.0,8.3001,10.0,8.8185,11.0,8.780100000000001,,,,,,,,,,
4,LB__LBGtran,8.88735,0.20385888501608135,2.0,12.0,9.0315,13.0,8.7432,,,,,,,,,,,,
5,LB__LBGstat,8.2555,0.29397460774699535,3.0,14.0,8.4897,15.0,7.9256,16.0,8.3512,,,,,,,,,,
6,Life Cycle__S0,8.401233333333332,0.4639825894722055,3.0,17.0,7.8689,18.0,8.7198,19.0,8.615,,,,,,,,,,
7,Life Cycle__S1,8.5224,0.19875630807599484,3.0,20.0,8.4777,21.0,8.3498,22.0,8.7397,,,,,,,,,,
8,Life Cycle__S2,8.309633333333332,0.2787561180195568,3.0,23.0,8.6305,24.0,8.1713,25.0,8.1271,,,,,,,,,,
9,Life Cycle__S3,8.32215,0.43536564517655757,2.0,26.0,8.0143,27.0,8.63,,,,,,,,,,,,
10,Life Cycle__S4,8.528,0.32702042749650995,3.0,28.0,8.9014,29.0,8.2926,30.0,8.39,,,,,,,,,,
11,Life Cycle__S5,8.7776,0.37856136886903796,3.0,31.0,8.3405,32.0,9.0002,33.0,8.9921,,,,,,,,,,
12,Life Cycle__S6,8.4466625,0.5377568939253924,8.0,34.0,8.3134,35.0,7.5341000000000005,36.0,8.8105,37.0,8.9181,38.0,7.7698,39.0,8.4869,40.0,8.8544,41.0,8.8861
13,Life Cycle__S7,9.2885,0.12535074790363196,3.0,42.0,9.1826,43.0,9.256,44.0,9.4269,,,,,,,,,,
14,Life Cycle__S8,8.8911,0.15117942981768323,2.0,45.0,8.7842,46.0,8.998,,,,,,,,,,,,
15,Life Cycle__G135,8.24295,0.6493361571636062,2.0,47.0,8.7021,48.0,7.7838,,,,,,,,,,,,
16,Life Cycle__G150,8.9516,0.26053091947022305,3.0,49.0,9.017,50.0,8.6646,51.0,9.1732,,,,,,,,,,
17,Life Cycle__G180,8.464466666666667,0.3673839181746162,3.0,52.0,8.4233,53.0,8.8507,54.0,8.1194,,,,,,,,,,
18,Stress Time Course__C30,9.31125,0.2240821389580172,2.0,55.0,9.1528,56.0,9.4697,,,,,,,,,,,,
19,Stress Time Course__C90,8.68845,0.2054145199346919,2.0,57.0,8.8337,58.0,8.5432,,,,,,,,,,,,
20,Biofilm__BI,12.43455,0.019445436482629957,2.0,59.0,12.4483,60.0,12.4208,,,,,,,,,,,,
21,Biofilm__BC,8.94225,0.42033730503013894,4.0,61.0,8.8903,62.0,8.8021,63.0,9.5329,64.0,8.5437,,,,,,,,
22,Biofilm__Sw,8.3684,0.7703221274246251,2.0,65.0,7.8237,66.0,8.9131,,,,,,,,,,,,
23,Life Cycle__BT,7.599399999999999,0.023475945135393302,2.0,67.0,7.616,68.0,7.5828,,,,,,,,,,,,
24,Life Cycle__B36,7.8203499999999995,0.017041273426595647,2.0,69.0,7.8083,70.0,7.8324,,,,,,,,,,,,
25,Life Cycle__B60,8.2468,0.31027845558465744,2.0,71.0,8.0274,72.0,8.4662,,,,,,,,,,,,
26,M9__M9exp,8.4567,0.1798100942661453,3.0,73.0,8.6376,74.0,8.4545,75.0,8.278,,,,,,,,,,
27,M9__M9tran,8.311066666666667,0.07916655438588537,3.0,76.0,8.3785,77.0,8.2239,78.0,8.3308,,,,,,,,,,
28,M9__M9stat,8.3512,0.16741352991917988,3.0,79.0,8.3849,80.0,8.4992,81.0,8.1695,,,,,,,,,,
29,Supplement__M+G,8.631566666666666,0.7713159944752429,3.0,82.0,9.5222,83.0,8.189,84.0,8.1835,,,,,,,,,,
30,Supplement__Glu,8.693866666666667,0.23026976209075634,3.0,85.0,8.9303,86.0,8.4703,87.0,8.681000000000001,,,,,,,,,,
31,Supplement__Fru,8.765333333333333,0.3260497559166904,3.0,88.0,8.7506,89.0,9.0985,90.0,8.4469,,,,,,,,,,
32,Supplement__Mal,8.341500000000002,0.2572173205676476,3.0,91.0,8.195,92.0,8.191,93.0,8.6385,,,,,,,,,,
33,Supplement__G+S,8.602,0.168291413922398,2.0,94.0,8.483,95.0,8.721,,,,,,,,,,,,
34,Supplement__Pyr,8.6501,0.10230014662746051,3.0,96.0,8.5477,97.0,8.6503,98.0,8.7523,,,,,,,,,,
35,Supplement__Gly,8.2438,0.1836780063045116,3.0,99.0,8.0918,100.0,8.4479,101.0,8.1917,,,,,,,,,,
36,Supplement__Glucon,8.739933333333333,0.2960653024812821,3.0,102.0,9.0567,103.0,8.6929,104.0,8.4702,,,,,,,,,,
37,Stressors__aero,8.237833333333334,0.2760847756275842,3.0,105.0,8.2928,106.0,7.9384,107.0,8.4823,,,,,,,,,,
