,-0.06663353781981687,-0.03998012269189012,-0.01332670756396337,0.013326707563963383,0.039980122691890135,0.06663353781981687,0.09328695294774364,0.1199403680756704,0.14659378320359714,0.17324719833152388,0.19990061345945062,0.22655402858737742,0.2532074437153041,0.27986085884323086,0.3065142739711577,0.33316768909908445,0.3598211042270112,0.38647451935493793,0.41312793448286467,0.4397813496107914
thresh,-0.07996024538378024,0.07996024538378024,2,,,,,,,,,,,,,,,,,
unreg,3,78,2183,1962,72,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SigI,0,0,1,11,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],['yocN' 'sspD'],[],[],[],[],[],[],[],[],[],[],[],[],[]
SigI_genes,[],[],['fabI'],"['fldP' 'dhbE' 'dhbC' 'dhbF' 'fldN' 'gsiB' 'dhbB' 'ykuO' 'dhbA' 'mbtH'
 'bcrC']",[],[],[],[],['lytE'],[],[],['mreBH'],[],['ykpC'],['rsgI'],[],['sigI'],[],[],[]
