,A,SigI
R2,,0.7715627776130158
xmin,,-5.741239843394556
xmid,,
xmax,,2.8723253037553484
ystart,,-13.804385536552996
yend,,7.100677907429979
SRX8138083,-0.43649271648962057,-0.02589053000081787
SRX8138084,0.5647895874338787,-0.12794649668562208
SRX8138085,-0.12829687094424702,0.15383702668643906
SRX8138086,0.04283627036100317,-0.14082612854537224
SRX8138087,1.2190133438473014,0.34418314904088465
SRX8138088,0.8470742486287713,0.6847661579423772
ERX4111143,0.08260094352081282,0.08137225135310899
ERX4111144,-1.0993576776295018,-0.4290571302072808
ERX4111145,-0.5719679355423358,0.2679894269132266
ERX4111146,0.4502228912040073,0.5081484766372064
ERX4111148,0.005069942141941865,-0.0383989217627212
ERX4111149,-0.00810836179301527,0.5731065557786961
ERX4111150,-0.528183482913063,0.2090867287850653
ERX4111151,-0.0826009435208147,-0.08137225135310988
ERX4111152,-1.6672081722148513,-0.3529952591435261
ERX4111153,-0.3036789108806753,0.414402181107298
ERX4111154,0.949418514220078,0.6690085179027028
ERX4111156,-0.119291296552587,-0.02747011172992853
ERX4111157,-0.06128362885884639,0.3952781121464026
ERX4111158,-0.59180462506675,0.5258513078962963
SRX5577041,0.14959759311100182,-0.04879160326840193
SRX5577042,-0.20456219224061276,0.07195348870523066
SRX5577043,-0.13682331934303096,0.036354648527988864
SRX5577044,0.1917879184726392,-0.05951653396482026
SRX5577045,-1.0111246657873325,-0.08154974259200465
SRX5577046,-0.8824702700832789,0.16502367471558174
SRX5577047,-1.772889402604559,-0.2693368791462474
SRX5577048,-2.055023622817865,-0.3649838878545868
SRX5577049,-4.055178234139131,-0.8890243485148499
SRX5577050,-3.240379369655745,-1.0388718220895248
SRX5577051,-4.857305628158738,-1.1361516037553792
SRX5577052,-4.940124344878988,-1.1034665605151677
SRX5577053,-3.575198643465023,-0.1281619141504482
SRX5577054,-1.8712690605847049,-0.2193389026617236
SRX5577055,-3.931185234894081,-0.026750791877811157
SRX5577056,-1.5527526446803928,-0.01734485568035904
SRX5577057,-3.0505948063993937,-0.08008749172991081
SRX5577058,-0.3406158478556494,0.14929138772984452
SRX5577059,-1.3302552952907147,-0.139619193261729
SRX5577060,-0.641485769349804,0.0714744424388778
SRX5577061,-3.3980596476841898,0.4529022437072552
SRX5577062,0.09681793561903597,0.365708630846842
SRX5577063,1.2620321441115296,0.27719821687396706
SRX5577064,-2.804721726289701,0.2473751560395705
SRX5577065,2.0243071773222856,0.4158047053544491
SRX5577066,-0.5077934898079581,0.4543884101380646
SRX5577067,-1.767501437033374,0.5815286486421822
SRX5577068,-0.25971000892125395,0.6592917847496729
