,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-0.24070365923333328,1.2368746096141705,3.0,0.0,0.5283744408000001,1.0,0.4169894899,2.0,-1.6674749084,,,,,,,,,,
1,LB__LBtran,-0.9594899732333334,1.5111163304924315,3.0,3.0,0.0505461366,4.0,-0.2322974711,5.0,-2.6967185852,,,,,,,,,,
2,LB__LBstat,-1.1959230661333333,0.5188815184497013,3.0,6.0,-0.9533283618,7.0,-1.7916662922,8.0,-0.8427745444,,,,,,,,,,
3,LB__LBGexp,0.8265046142333333,0.8543568628349295,3.0,9.0,0.1967390423,10.0,0.4837612584,11.0,1.799013542,,,,,,,,,,
4,LB__LBGtran,-1.8534912439,0.3547351362959493,2.0,12.0,-1.6026556235,13.0,-2.1043268643,,,,,,,,,,,,
5,LB__LBGstat,0.32340305389999996,0.2506273375353155,3.0,14.0,0.0909352362,15.0,0.2903617216,16.0,0.5889122039,,,,,,,,,,
6,Life Cycle__S0,-1.1059744898666668,4.700845344419765,3.0,17.0,-4.6762322793,18.0,-2.8617341051,19.0,4.2200429148,,,,,,,,,,
7,Life Cycle__S1,-1.8590774505333334,2.1512631874617263,3.0,20.0,-4.3391047368,21.0,-0.4964595813,22.0,-0.7416680335,,,,,,,,,,
8,Life Cycle__S2,1.7950721671,6.104033743666244,3.0,23.0,-1.4176099622,24.0,-2.0316552471,25.0,8.8344817106,,,,,,,,,,
9,Life Cycle__S3,0.49507911830000007,2.651004871788186,2.0,26.0,-1.3794644035,27.0,2.3696226401000002,,,,,,,,,,,,
10,Life Cycle__S4,7.4086011178,4.56509417449063,3.0,28.0,2.6307144304,29.0,7.8690906965,30.0,11.7259982265,,,,,,,,,,
11,Life Cycle__S5,9.334884176766666,6.230088868715276,3.0,31.0,4.084661604,32.0,16.219147904,33.0,7.7008430223,,,,,,,,,,
12,Life Cycle__S6,8.3523698942125,2.6940747834868204,8.0,34.0,5.229534414,35.0,13.5190660904,36.0,10.8550026813,37.0,6.048529277,38.0,8.5328818439,39.0,7.4319434158,40.0,6.97662569,41.0,8.2253757413
13,Life Cycle__S7,2.7855616716,1.0958570860873327,3.0,42.0,3.9306662121000002,43.0,2.6793295131,44.0,1.7466892896,,,,,,,,,,
14,Life Cycle__S8,3.1731341267,2.2321973536322077,2.0,45.0,4.7515360124,46.0,1.594732241,,,,,,,,,,,,
15,Life Cycle__G135,1.0297308573,1.2448950225351718,2.0,47.0,0.149457145,48.0,1.9100045695999999,,,,,,,,,,,,
16,Life Cycle__G150,0.7663579618333335,1.3793622806012975,3.0,49.0,-0.8161183933,50.0,1.4011776615,51.0,1.7140146173000002,,,,,,,,,,
17,Life Cycle__G180,2.484809128366667,3.241926907201232,3.0,52.0,2.708644606,53.0,5.6090176743,54.0,-0.8632348952000001,,,,,,,,,,
18,Stress Time Course__C30,-1.1147244911,0.31880575423378316,2.0,55.0,-1.3401542018,56.0,-0.8892947804,,,,,,,,,,,,
19,Stress Time Course__C90,-4.62261500245,2.8493488145724073,2.0,57.0,-6.6374088712,58.0,-2.6078211337,,,,,,,,,,,,
20,Biofilm__BI,-1.62130480145,1.424269832429037,2.0,59.0,-2.6284156582,60.0,-0.6141939447,,,,,,,,,,,,
21,Biofilm__BC,4.788476302875,1.5646642320856177,4.0,61.0,6.3953875342,62.0,5.0011248142,63.0,5.1159798579,64.0,2.6414130052,,,,,,,,
22,Biofilm__Sw,7.1427208209,0.8965604442884685,2.0,65.0,6.508756851,66.0,7.7766847908,,,,,,,,,,,,
23,Life Cycle__BT,4.99497141985,3.2182784531232462,2.0,67.0,2.7193049019,68.0,7.2706379378,,,,,,,,,,,,
24,Life Cycle__B36,7.3136297466,0.22577932180497834,2.0,69.0,7.4732798361,70.0,7.1539796571,,,,,,,,,,,,
25,Life Cycle__B60,3.59792590275,0.8533654781777672,2.0,71.0,2.9945053863,72.0,4.2013464192,,,,,,,,,,,,
26,M9__M9exp,0.0,0.9304255601273681,3.0,73.0,0.2415417139,74.0,0.78583541,75.0,-1.0273771239,,,,,,,,,,
27,M9__M9tran,-1.6530554397333332,0.5695485224479409,3.0,76.0,-2.0600888177,77.0,-1.0021816324,78.0,-1.8968958691000002,,,,,,,,,,
28,M9__M9stat,6.266447836866667,0.3234828177358002,3.0,79.0,6.1839470368,80.0,5.9922044226,81.0,6.6231920512,,,,,,,,,,
29,Supplement__M+G,-4.292493421666667,1.7748206868429655,3.0,82.0,-3.8545117129,83.0,-2.7776684013,84.0,-6.2453001508,,,,,,,,,,
30,Supplement__Glu,-2.248954090433333,1.154782924560496,3.0,85.0,-2.8016937999,86.0,-3.0234803833,87.0,-0.9216880881,,,,,,,,,,
31,Supplement__Fru,-3.273666109,1.2935756094238644,3.0,88.0,-1.7980248577,89.0,-3.8109872823,90.0,-4.211986187,,,,,,,,,,
32,Supplement__Mal,-2.9112172901,2.137222403602997,3.0,91.0,-1.656951032,92.0,-1.697744074,93.0,-5.3789567643,,,,,,,,,,
33,Supplement__G+S,-2.21557472655,0.9588208744262265,2.0,94.0,-2.8935634688,95.0,-1.5375859843000002,,,,,,,,,,,,
34,Supplement__Pyr,1.1786242625666667,2.3865067640917697,3.0,96.0,3.7692414575,97.0,-0.9302821760000001,98.0,0.6969135062,,,,,,,,,,
35,Supplement__Gly,1.1378778291333336,2.772528914661399,3.0,99.0,4.2796900002000005,100.0,-0.9656433087,101.0,0.0995867959,,,,,,,,,,
36,Supplement__Glucon,0.5454982806666666,1.4760470486274229,3.0,102.0,0.40873913780000004,103.0,-0.8574098806,104.0,2.0851655848,,,,,,,,,,
37,Stressors__aero,-3.4236230525333333,1.0901342484248375,3.0,105.0,-4.1302284924,106.0,-3.9724978339,107.0,-2.1681428313,,,,,,,,,,
38,Stressors__nit,-1.5238031599,0.553904390774098,3.0,108.0,-1.8897179976,109.0,-0.8865442742,110.0,-1.7951472079,,,,,,,,,,
39,Stressors__ferm,-1.5614242204333333,0.15339481466972033,3.0,111.0,-1.7148809814,112.0,-1.4080914272,113.0,-1.5613002527000002,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,-4.2903395141,,1.0,114.0,-4.2903395141,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,-2.5805256673,,1.0,115.0,-2.5805256673,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,-3.0168260315,,1.0,116.0,-3.0168260315,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,-4.0144971018,,1.0,117.0,-4.0144971018,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,-3.1252908759,,1.0,118.0,-3.1252908759,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,-2.3698399337,,1.0,119.0,-2.3698399337,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,-2.1543229034999998,,1.0,120.0,-2.1543229034999998,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,-2.8756815922000003,,1.0,121.0,-2.8756815922000003,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,3.4585908307,,1.0,122.0,3.4585908307,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,2.6092717551,,1.0,123.0,2.6092717551,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,3.5017068829999998,,1.0,124.0,3.5017068829999998,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,1.7482307697000001,,1.0,125.0,1.7482307697000001,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,1.83857559,,1.0,126.0,1.83857559,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,3.6278185289,,1.0,127.0,3.6278185289,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,3.4540605168000003,,1.0,128.0,3.4540605168000003,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,1.4046492732,,1.0,129.0,1.4046492732,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,5.1841900578,,1.0,130.0,5.1841900578,,,,,,,,,,,,,,
57,Stressors__HPh,-1.5744901017999997,0.42310895224070855,3.0,131.0,-1.3291355794,132.0,-2.063052665,133.0,-1.331282061,,,,,,,,,,
58,Stressors__LPh,-0.6560855078666666,0.5744290551800255,3.0,134.0,0.0032689437,135.0,-0.9232525758000001,136.0,-1.0482728915,,,,,,,,,,
59,Stressors__LPhT,1.2320706603666667,0.7839546343030049,3.0,137.0,1.1456953348,138.0,2.0556360176,139.0,0.4948806287,,,,,,,,,,
60,Stressors__SMMPr,-3.9926549523666672,2.0209621220005376,3.0,140.0,-2.1778822673000002,141.0,-3.6295146424,142.0,-6.1705679474,,,,,,,,,,
61,Stressors__HiTm,-1.5228978006666667,0.4119132853146808,3.0,143.0,-1.9745321013,144.0,-1.167881585,145.0,-1.4262797157,,,,,,,,,,
62,Stressors__LoTm,3.2532033755666667,0.7868165372487235,3.0,146.0,2.7504403487999998,147.0,2.8492206639,148.0,4.159949114,,,,,,,,,,
63,Stressors__HiOs,-1.9171973925999997,0.18839932135426005,3.0,149.0,-1.6999163059,150.0,-2.035111625,151.0,-2.0165642469,,,,,,,,,,
64,Stressors__BMM,-3.4019986848,2.209997606677449,3.0,152.0,-1.5224484802,153.0,-2.8469300853,154.0,-5.8366174889,,,,,,,,,,
65,Stressors__Heat,-3.7930488908,2.037482015993898,3.0,155.0,-3.6945605865,156.0,-1.8065970917,157.0,-5.8779889942,,,,,,,,,,
66,Stressors__Cold,-3.4620502431666664,2.762799563476168,3.0,158.0,-0.3187963453,159.0,-5.5059352022,160.0,-4.561419182,,,,,,,,,,
67,Stressors__Etha,5.0900307506,3.4457768462006504,3.0,161.0,8.4513591329,162.0,1.5655982162000002,163.0,5.2531349027,,,,,,,,,,
68,Stress Time Course__SMM,-3.792684749833333,0.682715656043789,3.0,164.0,-4.5686279694,165.0,-3.28415296,166.0,-3.5252733201,,,,,,,,,,
69,Stress Time Course__Salt,-0.0731342313333333,1.0560975610975998,3.0,167.0,0.8702667900000001,168.0,0.12437220900000001,169.0,-1.214041693,,,,,,,,,,
