,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,Chrom__sac_log,0.23440575475579276,0.21045831619401736,2.0,0.0,0.38322225729368503,1.0,0.08558925221790048,,
1,Chrom__sac_sta,-0.255402822020228,0.037188329899740746,2.0,2.0,-0.2291067017671189,3.0,-0.28169894227333714,,
2,Chrom__sac_MW001,0.0,0.0825285102702594,2.0,4.0,-0.05835646925332405,5.0,0.05835646925332405,,
3,Chrom__sac_fadR,0.1748408805074817,0.04088429349804028,2.0,6.0,0.20375044168396705,7.0,0.14593131933099635,,
4,FadR__wt_p,-8.890457814381136e-16,0.013816019412099366,2.0,8.0,0.00976940101529955,9.0,-0.009769401015301328,,
5,FadR__ko_p,-0.10088593889218701,0.12987797737269446,2.0,10.0,-0.009048340365161778,11.0,-0.19272353741921225,,
6,GDGT__75_2.4_log,1.771730910130979e-15,0.10053977950164034,3.0,12.0,0.03334886965505568,27.0,0.07962788566261736,50.0,-0.11297675531766772
7,GDGT__80_3.5_stat,-0.7122380528168595,0.10402335156465257,3.0,13.0,-0.7815699001944552,20.0,-0.592626976970033,42.0,-0.7625172812860903
8,GDGT__80_2.4_log,-0.1489063140510218,0.10397892125587596,3.0,14.0,-0.052215677778706386,37.0,-0.2588942043956521,41.0,-0.13560905997870698
9,GDGT__75_3.5_stat,-0.7002935098797624,0.08781663061480391,3.0,15.0,-0.7517853131735066,24.0,-0.7501994836736596,28.0,-0.5988957327921209
10,GDGT__80_1.6_stat,-0.6946381358090802,0.10765987660407152,3.0,16.0,-0.8181706678530691,17.0,-0.6449314790471128,33.0,-0.6208122605270585
11,GDGT__75_2.4_stat,-0.7949326787157798,0.040237705003300296,3.0,18.0,-0.8394207100937798,26.0,-0.7610833107264323,31.0,-0.7842940153271272
12,GDGT__80_2.4_stat,-0.9571917552881235,0.09682458433319215,3.0,19.0,-0.8531565642693657,29.0,-1.0446707298395443,30.0,-0.9737479717554604
13,GDGT__80_1.6_log,-0.3486147917297684,0.08354655770240606,2.0,21.0,-0.4076911292259329,39.0,-0.2895384542336039,,
14,GDGT__65_3.5_stat,-0.8071573823252605,0.25570954973131566,3.0,22.0,-1.0463759602419112,23.0,-0.5376540380864014,34.0,-0.8374421486474688
15,GDGT__75_1.6_stat,-0.5825059460309662,0.05810879085440426,3.0,25.0,-0.5198514476577731,32.0,-0.5930379565855208,38.0,-0.6346284338496044
16,GDGT__75_1.6_log,0.11769302802359771,0.049300305422349734,2.0,35.0,0.0828324477448863,36.0,0.15255360830230913,,
17,GDGT__65_2.4_stat,-0.9855063702408922,0.3537306090717692,3.0,40.0,-0.5803666501156766,46.0,-1.2330395395337073,49.0,-1.1431129210732929
18,GDGT__65_2.4_log,-0.3070475320392697,0.21473656298649804,3.0,43.0,-0.4627244460608591,44.0,-0.3963476861085909,47.0,-0.06207046394835914
19,GDGT__80_3.5_log,-0.17937136262159173,0.030168071669933558,3.0,45.0,-0.17145304490620994,51.0,-0.21270887629538748,52.0,-0.1539521666631778
20,GDGT__65_1.6_log,-0.26795053334291136,0.05452180078719113,3.0,48.0,-0.31619008610251953,53.0,-0.2087974025241888,54.0,-0.2788641114020258
21,NutLim__t0,-9.020562075079397e-16,0.15399312393858103,2.0,55.0,-0.108889582193072,56.0,0.1088895821930702,,
22,NutLim__t05,-0.8271641559513062,0.22455311209157774,3.0,57.0,-1.0067977232231955,58.0,-0.5754123968409619,59.0,-0.8992823477897609
23,NutLim__t1,-1.5377078629186718,0.2255168775994998,3.0,60.0,-1.7090409116437018,61.0,-1.2822131845499154,62.0,-1.6218694925623982
24,NutLim__t15,-2.154091772579879,0.34458246003381143,3.0,63.0,-2.3094802113906683,64.0,-1.759178549052864,65.0,-2.393616557296104
25,NutLim__t2,-2.5454206298705326,0.2581180940102105,3.0,66.0,-2.641696942773959,67.0,-2.2530016838839995,68.0,-2.7415632629536395
26,NutLim__t4,-2.6598734088138865,0.42612310964120187,2.0,69.0,-2.358558868366294,70.0,-2.961187949261479,,
27,UV_irr__wt0,-3.469446951953614e-18,0.04251090544759345,3.0,71.0,0.048673162017511366,72.0,-0.029847439053293456,73.0,-0.01882572296421792
28,UV_irr__wt1,-0.37118709290050056,0.09414771412257814,3.0,74.0,-0.2652433293147922,75.0,-0.4452713239818245,76.0,-0.40304662540488506
29,UV_irr__wt2,-0.479079726290293,0.03604209868132097,3.0,77.0,-0.5017760805804379,78.0,-0.4375207976847513,79.0,-0.4979423006056898
30,UV_irr__mut0,0.07484619300713824,0.17351272806966944,3.0,80.0,0.05147575016903616,81.0,0.2588596872178073,82.0,-0.08579685836542872
31,UV_irr__mut1,-0.05938495898165345,0.22774169051005475,3.0,83.0,0.06749022955360573,84.0,-0.32230511513624194,85.0,0.07666000863767586
32,UV_irr__mut2,-0.23547142306149027,0.006139296857261178,3.0,86.0,-0.2314885127506887,87.0,-0.2425415872057641,88.0,-0.232384169228018
33,YtrA__overexpr,0.05010251562937936,0.08736895470959018,3.0,89.0,-0.050782251797324214,90.0,0.10072384903221908,91.0,0.1003659496532432
34,YtrA__wt,0.0,0.06465153299013984,3.0,92.0,0.043473095277807516,93.0,-0.0742949742534833,94.0,0.030821878975675787
