,A,XylR,Crp
biocide__etoh_12h__1,0.10147431080000001,0.2512249612,0.0799160108
biocide__etoh_12h__2,0.11322819190000001,0.4024307334,0.13476163600000002
biocide__etoh_12h__3,0.6005981399,0.3003276691,0.1271931801
biocide__gluald_12h__1,-0.13035980120000001,0.6229535484000001,0.3101981754
biocide__gluald_12h__2,1.1796620254,0.6770470738000001,0.16749059400000002
biocide__gluald_12h__3,-0.1403925889,0.07033590220000001,0.2033144985
biocide__h2o2_12h__1,-0.21081819170000002,0.2498007039,0.0350800225
biocide__h2o2_12h__2,-0.0122723877,0.1127481303,-0.018607714600000002
biocide__h2o2_12h__3,0.5558639138,0.6235788282,0.0177745832
biocide__2ppoh_12h__1,1.1443893042,0.516804146,0.1296212176
biocide__2ppoh_12h__2,1.6053358121999999,0.3166608104,0.0410003929
biocide__2ppoh_12h__3,1.4551367934,0.24420915680000002,0.1329939336
biocide__paa_12h__1,0.3141700805,0.3569473213,-0.0046637408
biocide__paa_12h__2,0.1161042062,0.08481711680000001,-0.0345939636
biocide__paa_12h__3,1.2249663847,0.3475325687,-0.0639964626
biocide__phe_12h__1,0.5557334307,0.3963230406,0.2637505564
biocide__phe_12h__2,0.325738678,0.300924099,0.1366857256
biocide__phe_12h__3,0.6116797643,0.5384921659,0.12908140170000001
biocide__pvp-i_12h__1,2.1345319304,0.45339174940000004,-0.0130459532
biocide__pvp-i_12h__2,-0.34119917110000003,0.302688377,-0.051017588700000005
biocide__pvp-i_12h__3,0.632590563,-0.148767233,-0.0771750924
biocide__bleach_12h__1,1.0643896005,0.5175308026000001,0.0070308263
biocide__bleach_12h__2,0.86199636,0.3143838841,-0.0562055273
biocide__bleach_12h__3,0.9784605293,0.5515658876,-0.019864096300000002
biocide__chx_12h__1,0.3458483432,0.4388577222,0.1456210242
biocide__chx_12h__2,0.8892331947000001,0.5077356586,0.0296414633
biocide__chx_12h__3,0.7989127606,0.4252485351,0.1012229557
biocide__bzcl_30m__1,-0.1958249654,-0.2168092241,0.0599384649
biocide__bzcl_30m__2,0.2503357138,0.2965691351,0.1659899168
biocide__bzcl_30m__3,-0.0261043699,0.312298022,0.13117654180000002
biocide__phe_30m__1,-0.2100014165,-0.2745301344,-0.45115989980000004
biocide__phe_30m__2,-0.3436713262,0.21653617760000002,-0.042227577700000005
biocide__phe_30m__3,0.5151612295,-0.2883610736,-0.3036384238
biocide__pvp-i_30m__1,0.080673429,-0.0877735354,0.0831416516
biocide__pvp-i_30m__2,0.5991607289,0.4069349573,0.1639234027
biocide__pvp-i_30m__3,-0.020540172000000002,0.1378780972,-0.0031211273
biocide__ctrl_12h__1,-0.2197984268,-0.031929125100000004,-0.0810982225
biocide__ctrl_12h__2,0.13881728100000001,-0.06838709,-0.1099524013
biocide__ctrl_12h__3,0.1013639394,-0.0511402122,0.0403956206
biocide__ctrl_30m__1,0.5000243119000001,0.1549594458,0.2016413779
biocide__ctrl_30m__2,-0.0290689431,-0.2828899384,-0.2203103585
biocide__ctrl_30m__3,-0.4709553688,0.1279304926,0.0186689805
clpP__wt__1,-0.0651701662,-0.07180262130000001,-0.0666339028
clpP__wt_DPTA__1,1.3541525754000001,1.5750976941000001,0.503766096
clpP__wt__2,-0.23157354770000002,-0.3874004062,-0.1321270107
clpP__wt_DPTA__2,0.0756585178,1.5997619494,0.4881845549
clpP__wt__3,0.2967437139,0.45920302760000004,0.1987609135
clpP__wt_DPTA__3,2.1800543535,1.5280148176,0.5070739993
clpP__delclpP__1,-0.46150325350000004,-0.07183547080000001,-0.8734644257
clpP__delclpP_DPTA__1,1.6252949126,0.6816518864000001,0.0105121308
clpP__delclpP__2,-0.1578232406,-0.0132479089,-0.3758395962
clpP__delclpP_DPTA__2,2.2570490873,0.8973307329,-0.080117849
clpP__delclpP__3,0.4082227866,0.21384763480000002,-0.5751663553
clpP__delclpP_DPTA__3,3.0821803114,0.3610465346,-0.1688967908
colombos2__delydcR__1,-0.4543318729,-0.4509856068,-0.0693545751
colombos2__delydcR__2,0.9097866499,-0.2714356484,-0.33321683020000004
colombos2__delydcR__3,-0.8275153123000001,0.11993407310000001,-0.0393089613
colombos2__delyjiR__1,0.9848734391,-0.3997164452,-0.099687806
colombos2__delyjiR__2,0.2683999522,0.21448634560000002,0.25691065290000004
colombos2__delyjiR__3,-0.2400575791,0.0672332068,0.162327729
colombos2__wt__1,0.9986596802000001,0.162819452,0.2204930321
colombos2__wt__2,1.1588499341,-0.24819952820000002,-0.4360373755
colombos2__wt__3,-2.1575096143,0.0853800762,0.2155443434
crp_k100__ar1_ar2__1,-3.6823300164,-1.1626371064,-1.2995977401
crp_k100__ar1_ar2__2,-1.6338832721,-0.0460254788,-1.3858488461
crp_k100__ar1_ar2__3,-1.7027377272000002,0.6156484053,-1.1551255076
crp_k100__wt__1,-0.025368391100000002,-0.0762169174,-0.0264047357
crp_k100__wt__2,-0.6150561777,-0.0322343458,0.1464903964
crp_k100__wt__3,0.6404245688,0.10845126320000001,-0.1200856607
crp_k100__K100Q__1,0.6471906655,0.0090944806,-0.2522707463
crp_k100__K100Q__2,-0.359231448,0.45460659540000004,-0.2711134562
crp_k100__K100R__1,-0.5821887134,-0.5868796922,-0.0595239595
crp_k100__K100R__2,-0.2931577554,-0.5100203444,0.5050291552
crp_k100__K100R__3,-0.039199694300000004,0.0427534101,0.0660056332
csrA__wt_t00__1,-0.3506536062,-0.2851766529,-0.13018558560000001
csrA__wt_t02_30__1,1.7235712277,-1.0861735807,-1.1339696385
csrA__wt_t05__1,4.3769452479,-2.5107405548,-2.4550083112
csrA__wt_t10__1,6.3594057493000005,-1.7266045416,-4.1870252178
csrA__wt_t15__1,5.8666947412,-0.8085173883000001,-3.2111292318
csrA__delcsrA_t00__1,-0.0426723856,0.19345075520000002,0.3613869819
csrA__delcsrA_t02_30__1,3.2062727584,-0.1253941113,-0.6674396287000001
csrA__delcsrA_t05__1,5.8324718954,-0.9475659890000001,-2.2221447579
csrA__delcsrA_t10__1,5.4695976283,-1.873289802,-3.4198734015
csrA__delcsrA_t15__1,5.288093832,-1.2318109162,-3.2339359789
csrA__wt_t00__2,0.3506536062,0.2851766529,0.13018558560000001
csrA__wt_t02_30__2,2.6123606689,-0.6622959173,-1.2511893155
csrA__wt_t05__2,5.4704371456,-1.9972449586,-2.3292575708
csrA__wt_t10__2,6.7907730469,-1.6636479333,-4.1135135934000004
csrA__wt_t15__2,6.1559487806,-0.6950830269,-3.434645459
csrA__delcsrA_t00__2,-1.0807754793,0.060473029000000005,0.1876233269
csrA__delcsrA_t02_30__2,2.2771098781,-0.8939905733,-1.1638283926
csrA__delcsrA_t05__2,4.6637026526,-1.5091369024999999,-2.0312934097
csrA__delcsrA_t10__2,4.6076162485,-1.4549096938,-3.5341055024
csrA__delcsrA_t15__2,3.6694413798000003,-1.0634326562,-3.0369515843
cstr_pfr__str_0005m__1,0.6987049915,0.1497904293,0.1036371583
cstr_pfr__str_0010m__1,0.0961347422,-0.0916704222,-0.2296760947
cstr_pfr__str_0025m__1,-0.0816745737,0.1933568723,0.0383571309
cstr_pfr__str_0045m__1,0.2141153364,-0.025654744700000003,0.0360981407
cstr_pfr__str_0075m__1,0.4091475076,0.10277048600000001,0.0112518975
cstr_pfr__str_0120m__1,-0.1472684769,-0.0009981163,0.0065400067
cstr_pfr__str_0210m__1,0.0441265422,-0.046565271400000004,0.0613117897
cstr_pfr__str_0330m__1,1.4398025867,0.2094124758,0.0752505852
cstr_pfr__str_1500m__1,1.5720366082,0.3939069512,0.0646232551
cstr_pfr__str_1560m__1,0.12435894930000001,0.3237544875,0.0745769649
cstr_pfr__str_1680m__1,-0.19306824800000003,0.1105917642,0.0132959954
cstr_pfr__str_ref1__1,-0.0196243589,0.0196741409,0.0309166155
cstr_pfr__str_ref2__1,0.3490299201,0.26030907000000003,0.050854043200000004
cstr_pfr__str_ref3__1,0.47292157100000004,0.086378456,0.0781229599
cstr_pfr__pfr_P5_0005m__1,1.084905889,0.0454035475,0.269221989
cstr_pfr__pfr_P5_0010m__1,0.7800167516000001,0.0083726429,0.0489485095
cstr_pfr__pfr_P5_0025m__1,0.6178284092,0.1798065308,0.2725286431
cstr_pfr__pfr_P3_0025m__1,0.513604214,-0.09046763070000001,0.079938994
cstr_pfr__pfr_P1_0025m__1,0.0363925538,-0.0006408476,-0.0319597258
cstr_pfr__pfr_P5_0045m__1,0.9393897965,0.3231864849,0.2169729199
cstr_pfr__pfr_P5_0120m__1,1.4227859298,0.2555695181,0.3349589161
cstr_pfr__pfr_P3_0120m__1,0.0937071178,-0.2009767409,0.1103821889
cstr_pfr__pfr_P1_0120m__1,-0.33094192100000003,-0.2294593362,0.3563764866
cstr_pfr__pfr_P5_0210m__1,2.07139589,0.3210359258,0.3086663712
cstr_pfr__pfr_P5_1500m__1,0.4083657294,0.1489702135,0.48358926430000004
cstr_pfr__pfr_P3_1680m__1,-0.0196267823,0.0052789442,0.3481544716
cstr_pfr__pfr_P5_1680m__1,0.531021336,0.2955145339,0.48077671120000004
cstr_pfr__pfr_P1_1680m__1,-0.1255603182,0.12578693130000002,0.2107291755
cstr_pfr__str_0005m__2,0.483621228,-0.0789139346,-0.0935369191
cstr_pfr__str_0010m__2,-0.2358464669,-0.1332454727,-0.24873146470000002
cstr_pfr__str_0025m__2,-0.25890106700000004,0.0187308663,-0.2016487162
cstr_pfr__str_0045m__2,0.1155819347,-0.0538971311,-0.14117476780000002
cstr_pfr__str_0075m__2,0.045003026700000004,-0.0630904926,-0.126103141
cstr_pfr__str_0120m__2,-0.3796123722,-0.040594257200000004,-0.1334760396
cstr_pfr__str_0210m__2,-0.2734933287,0.0598748562,-0.0672349899
cstr_pfr__str_0330m__2,-0.5234255542,0.0851814882,0.0576004129
cstr_pfr__str_1500m__2,-0.42946716970000004,0.1753319431,0.2009926933
cstr_pfr__str_1560m__2,-0.0831231989,0.1250965632,0.1707298308
cstr_pfr__str_1680m__2,0.1301883819,0.2639168836,0.0692396961
cstr_pfr__str_ref1__2,0.0196243589,-0.0196741409,-0.0309166155
cstr_pfr__str_ref2__2,-0.034461958,0.0897592115,-0.0359995768
cstr_pfr__str_ref3__2,0.14398614610000002,0.16028040640000002,0.058544858000000005
cstr_pfr__pfr_P5_0005m__2,1.6672166115,0.1239986381,-0.048752147
cstr_pfr__pfr_P5_0010m__2,0.3787052486,0.0895153407,0.0814724538
cstr_pfr__pfr_P5_0025m__2,0.3654858935,0.3467975649,0.14086945920000002
cstr_pfr__pfr_P3_0025m__2,-0.4893058726,-0.0092739855,-0.0582763844
cstr_pfr__pfr_P1_0025m__2,-0.5584765697,-0.0992924461,-0.2331385879
cstr_pfr__pfr_P5_0045m__2,0.0586369013,-0.1607347292,0.0354719414
cstr_pfr__pfr_P5_0120m__2,0.2000917922,0.3361329145,0.305318221
cstr_pfr__pfr_P3_0120m__2,-0.4512464681,-0.0778843027,0.0945138693
cstr_pfr__pfr_P1_0120m__2,-0.5907416605,-0.0229289088,-0.0124149267
cstr_pfr__pfr_P5_0210m__2,-0.5112790638,-0.086992422,0.3356911857
cstr_pfr__pfr_P5_1500m__2,0.42380599630000004,-0.0078409069,0.41076687230000003
cstr_pfr__pfr_P3_1680m__2,0.3467141401,0.044311368600000005,0.3983587121
cstr_pfr__pfr_P5_1680m__2,-0.1974195599,0.0210679715,0.2226821065
cstr_pfr__pfr_P1_1680m__2,-0.104008626,-0.058793731,0.03072544
darobactin__daro_30m__1,0.5952161972000001,0.4352193381,0.9297661229
darobactin__daro_30m__2,-0.0710414551,-0.1950976848,0.5458194559
darobactin__solv_1h__1,3.3085295847,1.2543752853,0.8896791535
darobactin__solv_1h__2,2.9904189572,0.9329231921000001,0.7544298497
darobactin__daro_1h__1,2.5227849061,1.0517082587,0.9083268103000001
darobactin__solv_1h__3,4.1156974649,1.1101221272,0.8378540299
darobactin__daro_1h__2,3.0323802553,0.8445103168,1.2087494064
darobactin__daro_1h__3,3.1225046542,1.5423715991,1.1494446188
darobactin__daro_30m__3,0.9071730874,-0.10484479910000001,0.7221774194
darobactin__solv_30m__1,0.33025204610000003,-0.090897109,0.3322589038
darobactin__solv_15m__1,-0.9493242459000001,0.0100011338,-0.0405799602
darobactin__solv_15m__2,1.241244229,0.2519510063,0.0211711041
darobactin__daro_15m__1,0.9607171108,-0.6142642273000001,0.32684287360000003
darobactin__solv_15m__3,-0.291919983,-0.2619521401,0.019408856000000002
darobactin__daro_15m__2,-0.32145960560000003,-0.18079291420000002,0.3689308805
darobactin__daro_15m__3,-0.2548320565,0.383471278,0.221949515
darobactin__solv_30m__2,-0.1958212946,0.0139898161,0.1618995187
darobactin__solv_30m__3,0.0660569414,0.0999599949,0.2420582473
ddp__pNT3_aroP__1,-0.15654414500000002,0.7363840546,0.4265026615
ddp__pNT3_aroP__2,-0.7762918714,0.6973193794,0.7271404589
ddp__pNT3_bamC__1,-6.2908384479,0.9586521243,0.8519065269
ddp__pNT3_bamC__2,-6.3147142756,0.6675201561,0.5921076495
ddp__pNT3_cusA__1,-7.2037358012,0.9087758417,1.0354136519
ddp__pNT3_cusA__2,-6.9830033838,0.6647788863,0.7451035267
ddp__pNT3_hemX__1,-1.736448416,0.7605606248,0.8182462086000001
ddp__pNT3_hemX__2,-2.0201269337,0.3647145808,0.7045028161
ddp__pNT3_empty__1,0.074395846,0.1015684402,-0.139956359
ddp__pNT3_empty__2,-0.074395846,-0.1015684402,0.139956359
ddp__pNT3_topA__1,-5.7510149503,0.2431811931,0.5908025523
ddp__pNT3_topA__2,-6.7288573314,0.17729891750000001,0.9994652368
ddp__pNT3_yicR__1,-0.36124580510000004,1.108409121,0.7827099169
ddp__pNT3_yicR__2,-0.39138108920000003,0.8667251335,0.7206732189
ddp__pNT3_yqjD__1,0.7816856024000001,0.6561397253,0.5565290979
ddp__pNT3_yqjD__2,0.5955165235000001,0.5497739408,0.5652993358
ecomics__del_gabT__1,-0.006110000700000001,-0.1500259562,-0.2183604482
ecomics__del_gabT__2,0.006110000700000001,0.1500259562,0.2183604482
ecomics__del_putP__1,0.554016872,0.5713927702,0.0496916416
ecomics__del_putP__2,0.2590845511,0.3910988282,0.2503393265
ecomics__del_entF__1,-0.21726560320000002,-0.0257960464,0.39555321730000004
ecomics__del_entF__2,0.8201302970000001,0.5454551376,0.11605645020000001
ecomics__del_entF__3,-0.2696064277,0.5041636134,0.2931170004
ecomics__del_cysA__1,0.5026892189000001,0.8359123766000001,0.3087574011
ecomics__del_cysA__2,0.0449261248,0.5171200396,0.0756466625
elyC__wt_21C__1,-0.3530011825,0.4381095063,0.2997067975
elyC__wt_21C__2,-0.6236938361000001,0.2206986988,0.2171652813
elyC__wt_21C__3,-0.5218369566000001,0.24359253,0.20048826090000002
elyC__wt_37C__1,-0.18775294620000002,-0.0274680576,0.0055111309
elyC__wt_37C__2,-0.0033234579,0.0571447329,0.0383910612
elyC__wt_37C__3,0.191076404,-0.0296766753,-0.0439021921
elyC__delelyC_21C__1,-0.31361561460000004,0.2127773821,0.2526018277
elyC__delelyC_21C__2,-0.1426792116,0.2661369844,0.270288277
elyC__delelyC_21C__3,-0.4048909779,0.2594269224,0.2825423364
elyC__delelyC_37C__1,0.1435079728,0.1115882505,0.1877512114
elyC__delelyC_37C__2,0.1715910212,0.0881415285,0.1650360705
elyC__delelyC_37C__3,0.022005824900000002,0.10241256100000001,0.1449864971
evo_acid_w__F9_2__1,0.1454439807,-0.016128062800000002,0.45212262210000004
evo_acid_w__F11_1__1,-0.8360297426000001,0.6849951401000001,0.0515482653
evo_acid_w__F11_1__2,-0.8413952829,0.9791102215,0.1563578091
evo_acid_w__F11_1__3,-0.4719088437,1.0847588343,0.2851965476
evo_acid_w__wt__1,0.8465622890000001,0.5194079277,0.1360930215
evo_acid_w__F11_2__1,1.785882889,0.5577704834,0.1526137479
evo_acid_w__B11_2__1,1.7836494974,1.0121112941,0.7470542054
evo_acid_w__F11_2__2,0.4526032296,0.8196520374,-0.0330759678
evo_acid_w__wt__2,0.7830424153000001,0.3230137863,0.0921125297
evo_acid_w__B11_1__1,0.32129702200000004,0.5348253922,0.0459686345
evo_acid_w__H9_1__1,-0.009769955,1.1347464279,-1.7381250601
evo_acid_w__H9_2__1,-0.18403193810000001,0.4100702015,0.1060124781
evo_acid_w__B11_2__2,1.9281714176,1.1006270257,0.7565786075
evo_acid_w__wt__3,0.5338510566,0.302785427,-0.0206086192
evo_acid_w__H9_2__2,0.0320233617,0.4313586928,0.2191212157
evo_acid_w__B11_2__3,1.9495596062,1.0018541426,0.701250519
evo_acid_w__F11_2__3,0.7973065848,0.9866349046,0.0061447768000000005
evo_acid_w__F9_2__2,0.0053447799,0.3487894948,0.5616911087
evo_acid_w__wt__4,-0.7638329727000001,0.2954155806,0.2075206627
evo_acid_w__wt__5,-0.7775090987000001,0.5751648244,0.07605606050000001
evo_acid_w__wt__6,-0.14230108160000002,-0.7062171878,-0.0229880917
evo_acid_w__H9_1__2,0.1058387697,1.1841117658,-1.7211272316000001
evo_acid_w__F9_1__1,-0.6009796959,0.5181324873,0.33539129840000004
evo_acid_w__F9_1__2,-0.663484912,0.6144275005000001,0.37333806010000004
evo_acid_w__B11_1__2,0.2483544868,0.33546870360000003,0.1027974094
evo_acid_w__H9_2__3,0.1279693371,0.6766687317,0.2542201101
evo_acid_w__wt__7,-0.6222929643,0.1504359515,0.1532453091
evo_acid_w__F9_1__3,-0.40065081140000003,0.5220302880000001,0.3624937381
evo_acid_w__F9_2__3,0.18363478600000002,-0.1811799925,0.5062765036
evo_acid_w__wt__8,0.07191500790000001,-0.6410188323,-0.3269025847
evo_acid_w__B11_1__3,0.9703342811000001,0.6030691772,0.09219357800000001
evo_acid_w__wt__9,0.0705653485,-0.8189874774,-0.2945282879
evo_bz__c3_1_bz__1,-1.7041092133,-0.09817115280000001,-0.385355987
evo_bz__c3_1_bz__2,-2.0725412753,-0.7363868282,-0.6930073795
evo_bz__c3_1_bz__3,-1.6441994574,-0.6188998185,-0.7755713976
evo_bz__c3_1_bz__4,-1.4319769562,-0.48935348030000003,-0.6576656106000001
evo_bz__g5_1_bz__1,-0.34419198,0.37406048070000003,-0.1341736427
evo_bz__g5_1_bz__2,-2.982647726,-0.0040667845,-0.5635110724
evo_bz__g5_1_bz__3,-0.8682254140000001,0.0391541855,-0.1045202598
evo_bz__g5_1_bz__4,-1.2996937326,-0.1917384939,-0.5514972085000001
evo_bz__g5_1_bz__5,-1.5811477165999999,-0.1176229812,-0.5907591781
evo_bz__g5_1_bz__6,-1.5832746640000002,0.0509274822,-0.5379723588
evo_bz__w3110d13__1,0.015046666700000001,0.10596501970000001,0.5884298837
evo_bz__w3110d13__2,-0.49508700440000003,0.1358456338,0.5233414408
evo_bz__w3110d13__3,0.4964038107,-0.1485024838,-0.4463507494
evo_bz__w3110d13__4,-0.6001804889,0.2126962014,0.4678437997
evo_bz__w3110d13__5,0.3346599058,-0.1516846133,-0.7475887920000001
evo_bz__w3110d13__6,0.2491571101,-0.1543197578,-0.38567558290000004
evo_bz__w3110d13_bz__1,-0.9587556402,-0.06553017010000001,-0.31419254
evo_bz__w3110d13_bz__2,-1.0495547042,0.1988752134,-0.1236678575
evo_bz__w3110d13_bz__3,-0.1345228448,-0.5816068533000001,-0.7518707576
evo_bz__w3110d13_bz__4,-0.40160250620000004,-0.1448854526,-0.10341932470000001
evo_bz__c3_1_bz__5,-1.7347580186,-0.2136248533,-0.31786441590000003
evo_bz__c3_1_bz__6,-2.043531135,0.015705595,-0.5855978821
evo_bz__g5_2_bz__1,-1.3749546297,-0.6787624258,-0.9927383484000001
evo_bz__g5_2_bz__2,-1.4788919583,-0.7766059783,-1.0770436531
evo_bz__g5_2_bz__3,-0.8305328041000001,-0.7289550226,-0.9319843065000001
evo_bz__g5_2_bz__4,-0.17018176710000002,-0.051426915000000004,-0.3099510565
evo_bz__g5_2_bz__5,-0.1671645078,-0.0311085995,-0.5033890871
evo_bz__g5_2_bz__6,-0.4818706065,0.2237680776,-0.43552663960000004
evo_bz__w3110d13_bz__5,-0.1846999614,-0.6536073812000001,-0.9039885132000001
evo_bz__w3110d13_bz__6,-0.3622584484,-0.42749201530000003,-0.882397812
evo_bz__a1_1_bz__1,3.8447144657,0.0036361828000000002,-0.1968594431
evo_bz__a1_1_bz__2,0.2691349454,-0.23714905160000002,-0.0757624216
evo_bz__a1_1_bz__3,-1.1637710803,-0.4593120657,-1.1352115054
evo_bz__a1_1_bz__4,0.2893372769,-0.1758561464,-0.1630694594
evo_bz__a1_1_bz__5,-0.6553682395,-0.5834872065,-1.1430905682
evo_bz__a1_1_bz__6,-0.9511607288,-0.4264628062,-1.1479592129
evo_metab__wt__1,1.4651366524,0.1422392929,0.0216952277
evo_metab__del_zwf__1,1.1812558223,-0.1588482762,0.0089552738
evo_metab__zwf_ale1__1,1.6065090789,0.027481295200000002,-0.029136735400000002
evo_metab__zwf_ale2__1,0.763492591,-0.3238616536,-0.22346250180000002
evo_metab__del_ppk__1,-0.0490673859,-0.0649950375,-0.5950074874
evo_metab__ppk_ale1__1,-0.8227043473000001,-0.10928049740000001,-0.2819178846
evo_metab__ppk_ale2__1,2.5663465806,0.704051407,-0.2129587413
evo_metab__ppk_ale3__1,1.8152921875999999,0.5533412614000001,-0.6664505470000001
evo_metab__del_dapF__1,1.7385924582999999,0.1597448441,-0.2899666271
evo_metab__dapF_ale1__1,1.2695020328,-0.08175814840000001,-0.0956451908
evo_metab__dapF_ale3__1,-0.4257628889,-0.5235308062,-0.534902734
evo_metab__del_entC__1,-0.1006809443,-0.1137621194,-0.09387450950000001
evo_metab__entC_ale1__1,-1.3433072886000001,-0.3303590536,-0.4795015226
evo_metab__entC_ale2__1,1.2004205955,-0.029571667500000003,0.3381492062
evo_metab__del_dgk__1,-0.8978322516,0.029657960100000002,-0.2479411708
evo_metab__dgk_ale1__1,-0.49362286510000003,-0.0125661617,0.1803691418
evo_metab__dgk_ale2__1,-0.4804164732,0.33186989910000003,0.5647813138000001
evo_metab__dgk_ale3__1,0.1832526553,-0.1696613065,-0.0535453575
evo_metab__wt__2,-0.7271825099,-0.1459926536,0.0598112988
evo_metab__del_zwf__2,0.7333299828000001,-0.2910297939,0.1188856227
evo_metab__zwf_ale1__2,-0.4284914319,-0.1731184835,0.34647646330000004
evo_metab__zwf_ale2__2,0.8083202634000001,-0.07601766,-0.08200134910000001
evo_metab__del_ppk__2,-0.7243741308,-0.2695716709,-0.1543697162
evo_metab__ppk_ale1__2,-0.0939220484,0.3465509544,0.5010526678
evo_metab__ppk_ale2__2,-0.6176047086,0.1600070877,0.033069829700000004
evo_metab__ppk_ale3__2,-0.2115185996,0.039636022800000004,-0.1021128979
evo_metab__del_dapF__2,0.7540461905,-0.35966414090000004,-0.5275545316
evo_metab__dapF_ale1__2,1.5101534496,-0.5943165002,-0.8740408744
evo_metab__dapF_ale3__2,1.1477257758000001,-0.5016225476,-0.6052099843000001
evo_metab__del_entC__2,-1.5224170791,-0.2845325863,-0.520378201
evo_metab__entC_ale1__2,-0.8402193216,-0.2598990592,-0.1808186141
evo_metab__entC_ale2__2,-1.0462783819,-0.090156077,-0.2481074814
evo_metab__entC_ale3__1,-0.1103715299,0.36058308910000003,-0.1007067708
evo_metab__del_dgk__2,-0.8847155728,-0.1379286691,-0.2493838519
evo_metab__dgk_ale1__2,-0.3620681083,0.1263660257,0.0934857714
evo_metab__dgk_ale2__2,-0.5566162948,0.2825317003,0.0258529291
evo_metab__dgk_ale3__2,0.0027999096,-0.2307932625,-0.7092992376
evo_metab__wt__3,-0.7379541425,0.0037533607,-0.08150652650000001
evo_metab__del_zwf__3,-1.0774435538,-0.7515336185,-0.38365261440000004
evo_metab__zwf_ale1__3,-0.2430583835,-0.19228044760000002,0.30292598800000003
evo_metab__zwf_ale2__3,-0.40059871410000003,-0.5621808587,-0.5695966895
evo_metab__del_ppk__3,-0.1906262501,0.26131032460000003,-0.5088220601
evo_metab__ppk_ale1__3,-0.21241322510000002,0.0758037966,-0.5568547845
evo_metab__ppk_ale2__3,-0.4787712798,0.2813597363,-0.1075832786
evo_metab__ppk_ale3__3,0.3559271019,0.1600631323,-0.2548516616
evo_metab__del_dapF__3,0.7736586493000001,-0.4329661816,-0.5224634022
evo_metab__dapF_ale1__3,1.3482403034,-0.2969012827,-0.6997337682
evo_metab__dapF_ale3__3,0.5622996384,-0.3671516254,-0.164303206
evo_metab__del_entC__3,-0.5390335055000001,-0.2326019659,-0.2838038458
evo_metab__entC_ale1__3,-0.6857470702,0.19901282780000001,-0.14120318680000002
evo_metab__entC_ale2__3,-0.3758503708,-0.16318997500000001,-0.2275315786
evo_metab__entC_ale3__2,-0.5677324816,-0.1613954643,-0.1971165942
evo_metab__del_dgk__3,-1.2716928486,-0.3663492766,-0.7030767083
evo_metab__dgk_ale1__3,-0.3695983377,-0.0018970345,-0.3391076354
evo_metab__dgk_ale2__3,-1.1201700326,-0.34111657700000003,-0.8919006833
evo_metab__dgk_ale3__3,0.38644309590000003,-0.2668297577,-0.8480468999
flag_reg__wt__1,-0.2988098589,0.07996528430000001,-0.0552460372
flag_reg__del_fliA__1,1.3656192866999999,0.0273960918,0.2379487723
flag_reg__del_flhC__1,1.2797616539,-0.1692689916,0.1666261772
flag_reg__del_flhD__1,1.8171349964,-0.0145255621,0.3038599931
flag_reg__wt__2,0.2988098589,-0.07996528430000001,0.0552460372
flag_reg__del_fliA__2,2.1406083143,0.0566339706,0.2803346536
flag_reg__del_flhC__2,0.6307929247,0.0784876552,-0.038816530200000005
flag_reg__del_flhD__2,1.5754047215,-0.18894748290000002,0.21736006800000002
flgM__27C__1,0.5954248596,-0.380606286,0.02870798
flgM__27C__2,-0.28641541460000003,-0.4163718932,0.0422419746
flgM__27C__3,-0.3764406933,-0.5359428591000001,-0.0473495293
flgM__32C__1,1.5294986794,0.2973090411,-0.1275263066
flgM__32C__2,0.5895159640000001,-0.0880594151,-0.1188682696
flgM__32C__3,0.8924394797,0.0859602822,-0.0775782685
flgM__37C__1,0.0029219758,-0.036823408200000005,-0.0172228206
flgM__37C__2,-0.1334793867,-0.0081329915,-0.0153227698
flgM__37C__3,0.1305574109,0.044956399800000005,0.032545590400000005
flgM__42C__1,-0.1585328122,0.3626124221,0.1223491476
flgM__42C__2,-0.6055886544,0.2241250871,0.1974911759
flgM__42C__3,-0.7609786146,0.5127584178,0.2034264775
histone__untreated__1,0.28331240490000004,-0.046598251300000004,-0.060392566700000004
histone__untreated__2,-0.2298319661,0.2253137563,0.0044704471
histone__untreated__3,-0.0534804388,-0.17871550500000002,0.0559221196
histone__10ug_H2A__1,-0.1181438204,0.0902813472,-0.0294229657
histone__10ug_H2A__2,0.13563722520000002,-0.0211407976,-0.10860318570000001
histone__10ug_H2A__3,0.2201622831,-0.21181646980000002,-0.1133642725
histone__50ug_H2A__1,0.036579466500000005,-0.1079586416,0.029688543100000003
histone__50ug_H2A__2,0.1586181721,-0.20049607860000002,0.0276315887
histone__50ug_H2A__3,-0.0858652663,-0.41842347020000004,-0.0099621376
histone__100ug_H2A__1,0.39184114280000004,-0.1611715239,0.0895954796
histone__100ug_H2A__2,0.2407775606,-0.1919084225,0.10367688060000001
histone__100ug_H2A__3,0.3738257399,-0.0940797767,0.0034602426000000003
hns__del_hns_spike__1,5.0972411059,0.9408697978,0.2075117463
hns__del_hns_spike__2,4.727113673,0.9120698606000001,0.009730694
hns__del_hns__1,5.4502756686,1.0202337139,0.2850669433
hns__del_hns__2,5.2490337207,0.8327653294,0.1631970502
hns__wt_spike__1,-1.0447854415,-0.051170017400000004,0.1392690724
hns__wt_spike__2,1.9211856515,0.10328698310000001,0.5908241112
hns__wt__1,-0.48538829990000004,0.1504130573,0.1104686965
