,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A,rep15_idx,rep15_A,rep16_idx,rep16_A,rep17_idx,rep17_A,rep18_idx,rep18_A
0,aat__00m_00s,9.25185853854297e-18,0.25687711364824567,3.0,0.0,0.29436938100000004,6.0,-0.11562756510000001,12.0,-0.17874181590000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,aat__00m_30s,-0.4667315775666667,0.1702970004777272,3.0,1.0,-0.6633294296000001,7.0,-0.37204261050000004,13.0,-0.3648226926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,aat__01m_00s,-0.5024669763666667,0.36585711241542446,3.0,2.0,-0.688814498,8.0,-0.0809528775,14.0,-0.7376335536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,aat__02m_00s,-0.06642062536666665,0.3541077673559496,3.0,3.0,-0.3595110761,9.0,-0.1667879385,15.0,0.3270371385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,aat__05m_00s,-0.0440218197,0.10125551934040695,3.0,4.0,0.024943722,10.0,-0.1602694714,16.0,0.0032602903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,aat__10m_00s,0.4479233453,0.6332293287496369,3.0,5.0,-0.25257943,11.0,0.9796996049000001,17.0,0.6166498610000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,abx_mega__dmso-2,-0.514869107,0.11773997466167119,2.0,18.0,-0.5981238415,71.0,-0.4316143725,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,abx_mega__ery_dmso,0.8775709117666666,1.4948376766023377,3.0,19.0,-0.8485182744,70.0,1.7419460832,205.0,1.7392849264999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,abx_mega__nal_naoh,-0.6795544709,0.404063315358939,8.0,20.0,-0.951868731,32.0,-0.7416959736000001,55.0,-1.2282370033,67.0,-0.1627771743,126.0,-1.1753239747,147.0,-0.39767347340000003,203.0,-0.42913601430000003,210.0,-0.3497234226,,,,,,,,,,,,,,,,,,,,
9,abx_mega__dmso-5,1.0048690969333334,0.03649759997651301,3.0,21.0,0.9960318724,34.0,0.9736015438000001,61.0,1.0449738746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
