,b4582_1
control__wt_glc__1,3.4832105169
control__wt_glc__2,2.5062772929
fur__wt_dpd__1,3.2368417320000002
fur__wt_dpd__2,2.9482142143
fur__wt_fe__1,2.5565753156
fur__wt_fe__2,2.1455761286
fur__delfur_dpd__1,3.4320318458
fur__delfur_dpd__2,3.1889605516
fur__delfur_fe2__1,4.9786346196
fur__delfur_fe2__2,4.6133856498
acid__wt_ph5__1,2.8336154839
acid__wt_ph5__2,2.3195883388
acid__delgadx_ph5__1,2.9476502148
acid__delgadx_ph5__2,2.8786653546
acid__delgadw_ph5__1,2.7012369465
acid__delgadw_ph5__2,2.9056106398
acid__delgade_ph5__1,2.9885269244
acid__delgade_ph5__2,1.6743721953000001
oxidative__wt_pq__1,1.2594559407
oxidative__wt_pq__2,2.1577839999
oxidative__deloxyr_pq__1,3.2693830819
oxidative__deloxyr_pq__2,2.8333115778
oxidative__delsoxr_pq__1,2.5191736211
oxidative__delsoxr_pq__2,2.0901766825
oxidative__delsoxs_pq__1,3.6449378019000003
oxidative__delsoxs_pq__2,2.6103319962000002
nac_ntrc__wt_csn__1,3.3061861915
nac_ntrc__wt_csn__2,3.7051546589
nac_ntrc__wt_cytd__1,3.9832296795
nac_ntrc__wt_cytd__2,3.5214406854
nac_ntrc__wt_gln__1,2.9421688442000002
nac_ntrc__wt_gln__2,2.1888446125
nac_ntrc__bw_delnac_csn__1,3.0326258904
nac_ntrc__bw_delnac_csn__2,2.0374656787
nac_ntrc__bw_delnac_cytd__1,3.0290002855
nac_ntrc__bw_delnac_cytd__2,3.3557636449
nac_ntrc__bw_delnac_gln__1,1.9982071511
nac_ntrc__bw_delnac_gln__2,2.5551440829
nac_ntrc__bw_delnac_nh4__1,2.0259595653
nac_ntrc__bw_delnac_nh4__2,2.9812220847
misc__wt_no_te__1,2.8922211145
misc__wt_no_te__2,2.4354322425
misc__bw_delcbl__1,3.0140881163
misc__bw_delcbl__2,3.0175136685
misc__bw_delfabr__1,1.8212109527
misc__bw_delfabr__2,2.3855305398
misc__bw_delfadr__1,3.6903415227
misc__bw_delfadr__2,4.1126370714
misc__nitr_031__1,2.6568142034
omics__wt_glu__1,2.7547041796
