,new_2033681_2033894_c
M9exp_1,9.1041
M9exp_2,8.7589
M9exp_3,8.5107
M9tran_1,8.5014
M9tran_2,8.5328
M9tran_3,8.6052
M9stat_1,8.0648
M9stat_2,8.0261
M9stat_3,7.7544
MG-0.1_1,8.6026
MG-0.1_2,7.681
MG-0.1_3,8.8262
MG-0.2_2,8.2834
MG-0.2_3,8.4702
MG+5_1,8.4547
MG+5_2,8.1798
MG+5_3,8.6205
MG+10_1,8.8713
MG+10_2,8.474
MG+10_3,7.9387
MG+15_1,8.4869
MG+15_2,9.3981
MG+15_3,8.645
MG+25_1,8.9175
MG+25_2,8.4135
MG+25_3,8.9071
MG+45_1,8.8268
MG+45_2,8.1499
MG+45_3,9.1512
MG+60_2,8.5898
MG+60_3,8.5003
MG+90_2,8.1867
MG+90_3,8.7194
MG+120_1,8.1657
MG+120_2,8.3597
MG+120_3,8.1733
MG+150_1,8.6913
MG+150_3,8.4085
GM-0.1_1,8.3527
GM-0.1_2,8.5322
GM-0.1_3,8.7904
GM-0.2_1,8.3371
GM-0.2_2,8.8985
GM-0.2_3,8.4839
GM+5_1,8.4142
GM+5_2,8.6449
GM+5_3,8.9843
GM+10_2,8.7634
GM+10_3,8.2665
GM+15_1,8.9769
GM+15_2,8.7576
GM+15_3,8.7585
GM+25_1,9.0969
GM+25_2,8.9153
GM+25_3,8.5963
GM+45_1,9.3446
GM+45_2,8.2211
GM+45_3,8.6218
GM+60_1,9.1334
GM+60_2,8.1698
GM+60_3,8.4924
GM+90_1,8.9882
GM+90_2,9.1454
GM+90_3,8.9469
GM+120_1,8.3155
GM+120_3,9.1659
GM+150_1,8.7361
GM+150_2,8.2454
GM+150_3,8.9158
BT_1,8.7667
BT_2,8.1917
B36_1,8.9634
B36_2,8.9764
B60_1,9.1409
B60_2,9.2726
S0_1,8.9151
S0_2,9.176
S0_3,9.1896
S1_1,8.729
S1_2,8.5198
S1_3,8.7479
S2_1,8.4199
S2_2,7.8553
S2_3,7.7729
S3_1,8.5547
S3_2,8.3924
S4_1,9.2957
S4_2,9.1159
S4_3,8.6309
S5_1,9.3364
S5_2,9.4066
S5_3,9.4503
S6_1,9.1634
S6_2,8.0598
S6_3,8.8771
S6/t_1,9.4681
S6/t_2,7.9243
S6_4,8.9002
S6_5,9.4774
S6_6,9.5556
S7_4,9.8299
S7_5,9.9848
S7_6,9.986
S8_4,9.6473
S8_5,9.7097
G135_1,10.3341
G135_3,8.8364
G150_1,9.8296
G150_2,10.2161
G150_3,10.2311
G180_1,9.6271
G180_2,9.9622
G180_3,9.2718
T-5.40H_1,9.1793
T-4.40H_1,9.2362
T-3.40H_1,8.9104
T-2.40H_1,9.0573
T-1.40H_1,9.0549
T-1.10H_1,9.4413
T-0.40H_1,9.1613
T0.0H_1,9.0655
T0.30H_1,8.3235
T1.0H_1,7.842
T1.30H_1,8.1787
T2.0H_1,8.2697
T2.30H_1,8.0118
T3.0H_1,7.6083
T3.30H_1,8.0447
T4.0H_1,8.0101
T5.0H_1,8.1623
LBexp_1,9.7908
LBexp_2,9.7905
LBexp_3,9.5663
LBtran_1,8.9727
LBtran_2,9.3909
LBtran_3,9.7673
LBstat_1,9.2366
LBstat_2,8.8606
LBstat_3,8.7645
LBGexp_1,10.0309
LBGexp_2,9.2063
LBGexp_3,9.9158
LBGtran_2,9.4638
LBGtran_3,10.1072
LBGstat_1,9.1507
LBGstat_2,9.0378
LBGstat_3,9.5999
Mt0_1,9.6094
Mt0_3,9.8168
M0t45_1,9.9307
M0t45_2,9.9178
M0t45_3,10.2261
M0t90_1,8.1911
M0t90_2,9.0312
M0t90_3,8.7205
M40t45_1,9.8248
M40t45_2,9.5155
M40t45_3,10.3309
M40t90_1,8.06
M40t90_2,8.6675
M40t90_3,8.6231
dia0_1,9.4852
dia0_2,9.9088
dia0_3,9.9611
dia5_1,8.5586
dia5_2,9.1222
