k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,0.06232854124158621,,,
11,Chromium,False,-0.018217524532228708,,,
7,Zinc - Steady,False,-0.010627175848931074,,,
13,UC-6,False,0.006114036114886403,,,
14,UC-7,False,-0.00501980472356081,,,
4,UC-4,False,-0.0041260690474882716,,,
3,Cadmium,False,-0.003761687884107232,,,
5,Lead,False,0.0032929102308116853,,,
10,Copper,False,0.001993879664223641,,,
0,UC-1,False,0.0019236346147954466,,,
8,Zinc - Fast,False,0.0008208926900988443,,,
1,UC-2,False,0.0006385949522518786,,,
2,UC-3,False,0.0004995383863570169,,,
12,Zinc - Intermediate,False,0.00022981551907821948,,,
9,UC-5,False,-0.00020017112329417407,,,
