k,name,in_iM,gene_weight,regulator,function,category
10,Copper,False,0.3337083819508553,,,
6,Iron,False,-0.09682762861251833,,,
14,UC-7,False,0.03708950523287058,,,
3,Cadmium,False,0.024024704787880186,,,
5,Lead,False,-0.022703820560127496,,,
13,UC-6,False,0.02017346028238535,,,
7,Zinc - Steady,False,0.01818057380616665,,,
2,UC-3,False,0.016037261057645084,,,
1,UC-2,False,0.00860603409819305,,,
8,Zinc - Fast,False,-0.0053003159351646895,,,
11,Chromium,False,0.0030046191019937394,,,
4,UC-4,False,-0.002828207518905401,,,
12,Zinc - Intermediate,False,-0.002582487664241568,,,
0,UC-1,False,-0.0013657441549003125,,,
9,UC-5,False,0.00010190222216685895,,,
