,-0.049545543000000004,-0.03303036200000001,-0.01651518100000001,-1.3877787807814457e-17,0.016515180999999983,0.03303036199999997,0.04954554299999998,0.06606072399999999,0.08257590499999998,0.09909108599999997,0.11560626699999996,0.13212144799999997,0.14863662899999996,0.16515180999999995,0.18166699099999997,0.19818217199999996,0.21469735299999995,0.23121253399999994,0.24772771499999993,0.2642428959999999
thresh,-0.057803133500000006,0.057803133500000006,2,,,,,,,,,,,,,,,,,
unreg,0,11,597,4551,368,5,1,2,1,1,4,7,5,4,1,0,1,0,0,0
ExsB,0,0,0,0,0,0,0,0,0,1,3,6,1,0,2,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],[],['pcrR' 'pscT'],['PA1692'],['pscU'],['pcrD' 'exsA' 'PA1700' 'PA1702'],['exsC' 'exsD' 'pscP' 'exoY' 'PA1711' 'pscO' 'pscQ'],['exsB' 'PA1699' 'exoT' 'exoS' 'PA3842'],['PA1697' 'PA1701' 'popN' 'pcrG'],['popD'],[],['pcrH'],[],[],[]
ExsB_genes,[],[],[],[],[],[],[],[],[],['pscK'],['pscI' 'pscL' 'pscJ'],['pscE' 'pscG' 'pscH' 'pscC' 'pscB' 'pscD'],['pscF'],[],['pcrV' 'popB'],[],[],[],[],[]
