,Value,list
TF,GcsR,
reg_genes,0,[]
comp_genes,0,[]
both_genes,0,['tdcG-II' 'gcvH-I' 'gcvP-I' 'gcvT-I']
reg_genes2,0,
comp_genes2,0,
both_genes2,4,
