,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,3.333326207647739e-11,1.9991380966914634,3.0,0.0,-0.8326859394,2.0,2.2808881487,4.0,-1.4482022092,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,13.308784789233334,0.7145764265673927,3.0,1.0,13.6014447245,3.0,13.8305731428,5.0,12.4943365004,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,-2.1166332784749997,3.1952430226009785,4.0,6.0,0.700996574,20.0,-5.710965683,40.0,-3.9041539051000003,63.0,0.4475899002,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,-1.537708139325,2.777304260107911,4.0,7.0,-4.8755568148,33.0,-2.1494548241,81.0,1.8200460329,82.0,-0.9458669513,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,0.2977408145,4.201054865848322,4.0,8.0,2.6725461801,51.0,-3.3082132599,65.0,-3.1821772969,76.0,5.0088076347,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,-1.3523888810333335,2.606056858455457,3.0,9.0,-0.564688002,22.0,0.7689501044,49.0,-4.2614287455,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,-2.66606379445,2.7512137839854316,2.0,10.0,-4.6114657176,26.0,-0.7206618713,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,-4.8806457266,0.09295391884145626,3.0,11.0,-4.8832428544,54.0,-4.9722738662,83.0,-4.7864204592,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,0.18657065072500012,3.23425504069721,4.0,12.0,0.9518852336,48.0,-2.6317384841,64.0,-2.0075881322,78.0,4.4337239856,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,-2.2378249364,2.2432998729857574,4.0,13.0,-5.583905317,38.0,-0.8150775648,67.0,-1.3925930312,72.0,-1.1597238326000001,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,-3.0920562451333335,2.3048261470708717,3.0,14.0,-4.9165951685,41.0,-3.8577369782,85.0,-0.5018365887,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,-2.5402844259,1.2596788490654371,4.0,15.0,-3.8717500552,52.0,-3.2855988483,71.0,-1.1307001069,80.0,-1.8730886932000002,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,1.4601430666666666,2.9179722926210125,3.0,16.0,2.1035229532,53.0,-1.7258284692,77.0,4.002734716,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,-0.3604161265666666,0.9875192621861854,3.0,17.0,0.7205903811000001,50.0,-0.5866535837,66.0,-1.2151851771,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,3.4655595833666673,4.203826898923208,3.0,18.0,7.1315646986,25.0,-1.1228858547,62.0,4.3879999062,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-0.947323914025,2.5402114024848266,4.0,19.0,-3.672915541,28.0,-1.0732059159,56.0,-1.5024802043,73.0,2.4593060051,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,1.6282913005,4.135709858121989,4.0,21.0,5.2166657298,34.0,-1.7174993317,45.0,-2.1816398216,58.0,5.1956386255,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,-3.5534881851750004,2.0764651307311954,4.0,23.0,-5.3447515475,42.0,-5.123381582,70.0,-0.9747880914,79.0,-2.7710315198,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,-2.977061234275,1.7259733017054368,4.0,24.0,-4.3135430152,29.0,-2.2693908549,68.0,-4.4587998357,74.0,-0.8665112313000001,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,-0.80986713865,2.7387138203611454,4.0,27.0,-1.2762108865,31.0,-3.4136608028,69.0,-1.5976813794,75.0,3.0480845141,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,2.18238389905,5.213015822292379,4.0,30.0,6.7905883499,32.0,-1.8982264755,59.0,6.5823029138999996,86.0,-2.7451291921000003,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,-4.2728569273,,1.0,35.0,-4.2728569273,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,1.7949980586749996,5.551822589462252,4.0,36.0,-3.3546173857,44.0,-2.1361200823,60.0,8.4878183244,61.0,4.1829113783,,,,,,,,,,,,,,,,,,,,
