,new_1013861_1013971
LBexp_1,7.5769
LBexp_2,8.0099
LBexp_3,7.7962
LBtran_1,8.6537
LBtran_2,7.9236
LBtran_3,8.5685
LBstat_1,8.848
LBstat_2,9.1555
LBstat_3,8.5153
LBGexp_1,7.5393
LBGexp_2,7.619
LBGexp_3,7.8594
LBGtran_2,7.6868
LBGtran_3,7.6886
LBGstat_1,7.482
LBGstat_2,7.4546
LBGstat_3,7.7642
S0_1,8.3033
S0_2,7.9203
S0_3,8.4238
S1_1,8.7628
S1_2,9.2185
S1_3,8.1237
S2_1,8.4537
S2_2,8.8621
S2_3,8.3362
S3_1,9.9881
S3_2,10.0141
S4_1,11.296
S4_2,13.021
S4_3,12.6105
S5_1,13.2213
S5_2,11.813
S5_3,11.941
S6_1,11.636
S6_2,9.6829
S6_3,11.0283
S6/t_1,11.8169
S6/t_2,9.4253
S6_4,11.2185
S6_5,12.1388
S6_6,11.7347
S7_4,12.4915
S7_5,11.4568
S7_6,12.1131
S8_4,11.0821
S8_5,11.6936
G135_1,8.5723
G135_3,7.7066
G150_1,7.9784
G150_2,8.7764
G150_3,8.0327
G180_1,8.1474
G180_2,7.9510000000000005
G180_3,7.5625
C30_1,10.4872
C30_2,10.2236
C90_1,9.9736
C90_2,7.9823
BI_1,10.5632
BI_2,10.3733
BC_2,11.7193
BC/t_1,9.8112
BC/t_2,11.7116
BC_1,11.2861
Sw_1,11.0588
Sw_2,12.0709
BT_1,9.5818
BT_2,9.3446
B36_1,10.3791
B36_2,10.714
B60_1,11.2821
B60_2,11.6964
M9exp_1,8.1928
M9exp_2,9.6143
M9exp_3,7.6975
M9tran_1,9.0187
M9tran_2,8.5983
M9tran_3,9.8895
M9stat_1,8.5986
M9stat_2,8.5183
M9stat_3,8.3455
M+G_1,10.4282
M+G_2,9.0192
M+G_3,8.9164
Glu_1,9.7081
Glu_2,9.3478
Glu_3,9.7018
Fru_1,8.7467
Fru_2,9.1577
Fru_3,8.7194
Mal_1,8.2424
Mal_2,8.7559
Mal_3,8.6492
G+S_2,11.3247
G+S_3,11.2696
Pyr_1,10.323
Pyr_2,11.8751
Pyr_3,11.3829
Gly_1,8.457699999999999
Gly_2,9.7415
Gly_3,8.379
Glucon_1,10.0897
Glucon_2,9.3699
Glucon_3,8.3155
aero_1,8.0725
aero_2,8.0439
aero_3,8.7442
nit_1,12.3143
nit_2,10.9258
nit_3,11.1039
ferm_1,10.5822
ferm_2,8.907
ferm_3,11.8545
T-5.40H_1,8.2537
T-4.40H_1,8.7007
T-3.40H_1,8.0593
T-2.40H_1,7.9131
T-1.40H_1,9.4882
T-1.10H_1,8.9204
T-0.40H_1,9.9878
T0.0H_1,10.3869
T0.30H_1,8.5079
T1.0H_1,8.5204
T1.30H_1,8.8207
T2.0H_1,8.3629
T2.30H_1,9.3288
T3.0H_1,9.5653
T3.30H_1,10.5965
T4.0H_1,8.8836
T5.0H_1,9.2667
HPh_1,9.7967
HPh_2,7.9372
HPh_3,9.6271
LPh_1,9.1259
LPh_2,8.8094
LPh_3,8.4848
LPhT_1,8.0445
LPhT_2,8.0451
LPhT_3,8.5915
SMMPr_1,9.5032
SMMPr_2,9.5007
SMMPr_3,9.6483
HiTm_1,8.8461
HiTm_2,8.8891
HiTm_3,9.52
LoTm_1,11.8699
LoTm_2,9.708
LoTm_3,10.1921
HiOs_1,10.5493
HiOs_2,10.2937
HiOs_3,8.8262
BMM_1,7.5539000000000005
BMM_2,8.9124
BMM_3,8.3714
Heat_1,8.4163
Heat_2,8.0238
Heat_3,8.2401
Cold_1,7.6876
Cold_2,7.7887
Cold_3,8.7773
Etha_1,7.8925
Etha_2,7.9961
Etha_3,7.5901
SMM_1,8.3661
SMM_2,8.8282
SMM_3,8.1686
Salt_1,8.2132
Salt_2,8.3527
Salt_3,8.1041
Mt0_1,7.9636
Mt0_3,7.9258
M0t45_1,8.6071
M0t45_2,8.684
M0t45_3,8.6965
M0t90_1,8.5848
M0t90_2,9.8217
M0t90_3,8.2675
M40t45_1,8.7647
M40t45_2,8.9878
M40t45_3,8.4939
M40t90_1,8.3215
M40t90_2,8.145
M40t90_3,9.036
dia0_1,7.5186
dia0_2,8.5773
dia0_3,9.4921
dia5_1,7.2859
dia5_2,8.0035
dia5_3,8.1531
dia15_1,7.8718
dia15_2,7.9485
dia15_3,7.8014
Diami_1,7.6091
Diami_2,7.3541
Diami_3,7.888
Paraq_1,8.2705
Paraq_2,8.0186
Paraq_3,7.4129000000000005
H2O2_1,7.7406
H2O2_2,8.2287
H2O2_3,7.989
Oxctl_1,8.0063
Oxctl_2,8.0564
Oxctl_3,7.9350000000000005
GM-0.1_1,7.2751
GM-0.2_1,7.7286
GM+5_1,7.1292
GM+15_1,7.6881
GM+25_1,8.208
GM+45_1,8.3116
GM+60_1,8.0886
GM+90_1,7.4347
GM+120_1,7.6612
GM+150_1,8.3723
GM-0.1_2,8.8392
GM-0.2_2,7.8438
GM+5_2,8.839
GM+10_2,7.7032
GM+15_2,8.3336
GM+25_2,9.1386
GM+45_2,7.2531
GM+60_2,7.0916
GM+90_2,8.5085
GM+150_2,7.4845
GM-0.1_3,8.5226
GM-0.2_3,9.3786
GM+5_3,8.9402
GM+10_3,7.0288
GM+15_3,7.9461
GM+25_3,7.6231
GM+45_3,7.8157
GM+60_3,7.6229
GM+90_3,7.5596
GM+120_3,8.7335
GM+150_3,7.9477
MG-0.1_1,7.7136
MG+5_1,9.0134
MG+10_1,7.9225
MG+15_1,7.7659
MG+25_1,8.2452
MG+45_1,8.843
MG+120_1,7.6641
MG+150_1,7.6693999999999996
MG-0.1_2,7.0535
MG-0.2_2,7.7979
MG+5_2,7.6693999999999996
MG+10_2,7.6359
MG+15_2,7.9602
MG+25_2,7.2834
MG+45_2,7.1766
MG+60_2,7.9643
MG+90_2,7.4434000000000005
MG+120_2,7.7296
MG-0.1_3,8.515
MG-0.2_3,8.0163
MG+5_3,8.3063
MG+10_3,7.6989
MG+15_3,8.3213
MG+25_3,8.9217
MG+45_3,9.706
MG+60_3,7.7048
MG+90_3,7.9589
MG+120_3,8.5533
MG+150_3,8.3007
