,PSPTOB0002
SRX1828913,0.1647528979
SRX1828914,-0.4844525267
SRX1828915,0.0384666123
SRX1828916,-0.2257097615
SRX1828917,-0.2032195102
SRX1828918,-0.7115309785
SRX3983989,0.7883962834
SRX3983990,0.7873840466
SRX3983993,0.2028526289
SRX3983994,0.1850791438
SRX3983995,0.4141005023
SRX3983996,0.7085916146
SRX3983997,0.16105924900000002
SRX3983998,0.3532650384
SRX3983999,0.42220360760000003
SRX3984000,0.8312737762
SRX3984001,0.1947346143
SRX3984002,0.1884692601
SRX3984003,0.6132493646
SRX3984004,0.5858963375
SRX3984005,0.8030701087000001
SRX3984006,0.5766988632
SRX3984007,0.2378835448
SRX3984008,0.7100964553
SRX3984009,0.499363345
SRX3984010,0.9701888979000001
SRX3984011,0.2796178244
SRX3984012,0.5127964652
SRX3984013,0.4433209635
SRX3984014,0.2580679818
SRX3984015,0.5289863185
SRX3984016,0.3422575834
SRX3984017,1.2070621525
SRX3984019,0.6369745848
SRX3984020,0.3526422322
SRX3984021,1.141816074
SRX3984022,1.2910079018
SRX3984023,0.0811500485
SRX3984024,0.6233133080000001
SRX3984025,0.7531922619
SRX3984026,0.7335415822
SRX3984027,0.7454791761
SRX3984028,0.7912858937
SRX3984029,0.8192181247
SRX3984031,0.5129588707
SRX3984032,0.48534338060000004
SRX3984034,0.010467167900000001
SRX3984035,0.367943756
SRX3984036,0.7964445843
SRX3984037,1.4657912067
SRX3984038,0.7066056413
SRX3984039,1.1466101989
SRX3984040,0.7261940219
SRX3984041,0.5355497341000001
SRX3984042,0.9425770416
SRX3984043,0.3149634088
SRX3984045,0.5989394811000001
SRX3984046,0.0421551733
SRX3984047,1.0672138428
SRX3984048,0.6595622064000001
SRX3984049,0.6629097277
SRX3984050,0.3259467826
SRX3984051,1.229810482
SRX3984052,0.7106909423000001
SRX3984056,0.3145830712
SRX3984057,0.648299179
SRX3984058,0.19148850480000001
SRX3984059,0.3492416166
SRX3984061,0.3045645782
SRX3984062,0.1843000732
SRX3984063,0.3034445555
SRX3984064,0.5357108927
SRX3984065,0.5253966543
SRX3984066,0.4515221238
SRX3984067,0.6200807653
SRX3984068,0.625337625
SRX3984069,0.0492337531
SRX3984070,0.3593495088
SRX3984071,0.2359112526
SRX3984073,0.45256477110000004
SRX3984074,0.6242714024
SRX3984077,0.38273499580000003
SRX3984078,0.6743217473
SRX3984079,0.9418482858
SRX3984080,-0.1337723897
SRX3984082,0.43260498070000003
SRX3984084,0.100965526
SRX6997963,0.2941427803
SRX6997964,-0.1891586821
SRX6997965,-0.2511654056
SRX6997967,-0.1232997391
SRX6997968,-0.1899625737
SRX6997969,0.0924267334
SRX6997971,-0.1708430411
SRX6997972,-0.0707464615
SRX6997973,-0.0318350934
SRX3159100,-0.0015290053
SRX3159101,-0.1631396238
SRX3159102,-0.1134059896
SRX3159103,0.2780746187
SRX3159000,0.5196643493
SRX3159001,0.1146913529
SRX3159002,-0.0598388069
SRX3159003,-0.374418501
SRX3159004,-0.8779400446000001
SRX3159005,-0.1634182338
SRX3159006,-0.0933766172
SRX3159007,0.08501125600000001
SRX3159008,0.0456017815
SRX3159009,-0.3176180079
SRX3159010,0.42999024010000003
SRX3159012,0.0529658631
SRX3159013,0.1731515137
SRX3159014,0.1384038074
SRX3159015,0.5652772321
SRX3159016,0.4227264093
SRX3159017,0.5533675361
SRX3159018,0.2494066892
SRX3159019,0.2773532796
SRX3159020,0.4818262688
SRX3159021,0.0103318508
SRX3159022,0.4644706898
SRX3159023,-0.0639714718
SRX3159024,0.2148759317
SRX3159025,0.5606044628
SRX3159026,-0.1433111132
SRX3159027,0.0664233993
SRX3159028,0.0902385281
SRX3159029,-0.3565816777
SRX3159030,-0.2334766063
SRX3159034,0.4322838686
SRX3159036,-0.2394397006
SRX3159037,-0.44782746030000004
SRX3159041,-0.1402031968
SRX3159042,-0.19996211560000002
SRX3159043,-0.5001177975000001
SRX3159045,-0.39746963550000003
SRX3159047,-0.7070301024
SRX3159048,-0.24411899820000002
SRX3159049,0.0720227046
SRX3159050,0.1758618278
SRX3159051,0.0229423644
SRX3159052,0.6801414152
SRX3159053,0.45329897150000004
SRX3159054,-0.056330362200000005
SRX3159055,0.3260587856
SRX3159056,-0.1353968337
