,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X
0,algU_regulon__empty_vector,0.0,0.18697776198550223,3.0,0.0,0.1647528979,2.0,0.0384666123,4.0,-0.2032195102,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,-0.47389775556666675,0.24308252943619388,3.0,1.0,-0.4844525267,3.0,-0.2257097615,5.0,-0.7115309785,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,0.7589247291500001,0.04392489570657616,4.0,6.0,0.7883962834,20.0,0.8030701087000001,40.0,0.7335415822,63.0,0.7106909423000001,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,0.620353843625,0.17083187564759944,4.0,7.0,0.7873840466,33.0,0.6369745848,81.0,0.38273499580000003,82.0,0.6743217473,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,0.5117489399749999,0.49363684862031243,4.0,8.0,0.2028526289,51.0,1.1466101989,65.0,0.648299179,76.0,0.0492337531,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,0.6295846317666667,0.7246572659972055,3.0,9.0,0.1850791438,22.0,0.2378835448,49.0,1.4657912067,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,0.34685916335,0.09509361349521625,2.0,10.0,0.4141005023,26.0,0.2796178244,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,0.8643389806666666,0.13488166776394123,3.0,11.0,0.7085916146,54.0,0.9425770416,83.0,0.9418482858,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,0.376999539275,0.28656940688305627,4.0,12.0,0.16105924900000002,48.0,0.7964445843,64.0,0.3145830712,78.0,0.2359112526,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.462804154325,0.13487806512891287,4.0,13.0,0.3532650384,38.0,0.6233133080000001,67.0,0.3492416166,72.0,0.5253966543,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,0.5334292548,0.18371424545498233,3.0,14.0,0.42220360760000003,41.0,0.7454791761,85.0,0.43260498070000003,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,0.6793625233,0.12772501790281968,4.0,15.0,0.8312737762,52.0,0.7261940219,71.0,0.5357108927,80.0,0.6242714024,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,0.3632112857333334,0.1704403750931223,3.0,16.0,0.1947346143,53.0,0.5355497341000001,77.0,0.3593495088,,,,,,,,,,,,,,,,,,,,,,
