,-0.15582070081915206,-0.10388046721276803,-0.051940233606384,2.7755575615628914e-17,0.051940233606384056,0.10388046721276806,0.1558207008191521,0.20776093442553617,0.25970116803192017,0.31164140163830417,0.3635816352446882,0.4155218688510723,0.4674621024574563,0.5194023360638402,0.5713425696702243,0.6232828032766085,0.6752230368829923,0.7271632704893765,0.7791035040957603,0.8310437377021445
thresh,-0.07791035040957603,0.07791035040957603,1,,,,,,,,,,,,,,,,,
unreg,1,1,19,4163,16,4,1,1,3,0,1,0,1,0,0,0,0,0,0,0
unreg_genes,['icdC'],['iraM'],[],[],[],['ymfJ' 'tfaE' 'xisE' 'tfaP'],['intE'],['ymfE'],['mcrA' 'ymfD' 'lit'],[],['ymfK'],[],['ymfI'],[],[],[],[],[],[],[]
