,SP5448_06575
SRX1726505,0.046088367400000003
SRX1726506,-0.1676249472
SRX1726507,0.1215365798
SRX1726508,-1.8258880007
SRX1726509,-1.6932989399
SRX1726510,-0.6856932570000001
SRX1726511,-2.0782401988
SRX1726512,-1.915550997
SRX1726513,-1.5389772131
SRX1081650,0.2204044486
SRX1081651,-0.0014769854
SRX1081652,-0.0930842481
SRX1081653,-0.0808000698
SRX1081654,-0.1694568517
SRX1081655,0.0280979505
SRX1081656,-0.0908418017
SRX1081657,-0.1344319169
SRX1081658,-0.0082666088
SRX1081659,0.0098945653
SRX1081660,0.1473046344
SRX1081661,-0.2290771836
SRX1081662,-0.1438038423
SRX1081663,-0.0098029992
SRX1081664,0.0895428119
SRX1081665,0.0590108325
SRX1081666,0.2489969232
SRX1081668,0.3028239747
SRX1081669,0.1019292857
SRX1081670,-0.2342555398
SRX1081671,-0.0127073794
SRX1081672,-0.9806264763
SRX1081673,-0.899755488
SRX1081674,-0.9492830132000001
SRX1081675,-0.8356715416
SRX1081676,-0.3620486262
SRX1081677,-0.4776776039
SRX1081678,-0.4899942785
SRX1081679,-0.9074133044
SRX1081680,-0.9038490593
SRX1081681,-0.9536581885000001
SRX1081682,-0.9303243029
SRX1081683,-1.0063290434
SRX1081684,-0.8412717788
SRX1081685,-1.0792612089
SRX1081686,-1.0067374265
SRX1081687,-0.8401302780000001
SRX1081688,-1.8928926581
SRX1081689,-1.0139570295
SRX1081690,-0.6447559076
SRX1081691,-0.6767368456
SRX1081692,-0.5560550670000001
SRX1962715,-0.1561433489
SRX1962716,0.1552824239
SRX1962717,0.000860925
SRX1962718,-0.036471217800000004
SRX1962719,-0.3344418328
SRX1962720,-0.2943806831
SRX1962721,-0.031853818900000004
SRX4892146,-0.0853308552
SRX4892147,0.0158639935
SRX4892148,0.0547064981
SRX4892149,0.0147603635
SRX4892150,0.1057101855
SRX4892151,0.1620676629
SRX4892152,0.11340736530000001
SRX4892153,0.1364219287
SRX4892154,0.2144116876
SRX4892155,0.2611274652
SRX4892156,0.2326016985
SRX4892157,0.1741661744
SRX4892158,-0.25683613980000003
SRX4892159,-0.27014023260000003
SRX4892160,-0.020701303900000002
SRX4892161,0.0244941576
SRX7620814,-0.0774911776
SRX7620815,-0.1773141506
SRX7620816,-0.14102468610000002
SRX7620817,-0.5584934887
SRX7620818,-0.4916282108
SRX7620819,-0.5147025341
SRX7620856,0.5752729322
SRX7620857,0.0026476509
SRX7620858,0.20674604300000002
SRX7620859,0.052451571
SRX7620860,0.5811792277
SRX7620861,-0.2451054919
SRX7620862,0.4550548687
SRX7620863,0.3757869626
SRX7620864,0.0576416492
SRX7620865,0.3782412191
SRX7620866,-0.1168665037
SRX7620867,0.034106545200000005
SRX2161502,-0.0113232448
SRX2161503,-0.0122115607
SRX2161504,0.023534805500000002
SRX2161505,0.3967079703
SRX2161506,0.4468426802
SRX2161507,0.39950929090000004
SRX2161508,0.4312545076
SRX2161509,0.4641282122
SRX2161510,0.42992942160000003
SRX2161511,0.7346065278
SRX2161512,0.5619767363
SRX2161513,0.6691900682
SRX2161514,-0.3867861546
SRX2161515,-0.5331001693
SRX2161516,-0.5141843246
SRX2161517,-0.3511149027
SRX2161518,-0.1314975714
SRX2161519,0.2470962558
SRX2161520,-0.1745097585
SRX2161521,-0.2580297599
SRX2161522,-0.1272550901
SRX2161523,0.3088344219
SRX2161524,0.097578197
SRX2161525,0.13798950470000002
