,-0.29881817108959047,-0.24901514257465873,-0.199212114059727,-0.14940908554479526,-0.09960605702986353,-0.04980302851493179,-5.551115123125783e-17,0.04980302851493168,0.09960605702986342,0.14940908554479515,0.19921211405972689,0.24901514257465857,0.29881817108959036,0.34862119960452215,0.3984242281194538,0.4482272566343855,0.4980302851493173,0.547833313664249,0.5976363421791808,0.6474393706941124
thresh,-0.32371968534705636,0.32371968534705636,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,1,109,5374,87,0,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['PA0442'],[],[]
