,SACI_RS05340
SRX5495523,0.3621969967306047
SRX5495524,0.2749561194462178
SRX5495525,-0.3369129960556352
SRX5495526,-0.3465667379863513
SRX6762909,-0.002003111101176458
SRX6762910,0.002003111101176458
SRX6762911,0.9064262185928732
SRX6762912,1.0248611207543217
SRX3467357,-0.005233961728848158
SRX3467358,0.005233961728849934
SRX3467359,0.5397703901406441
SRX3467360,1.014814718331655
SRX3565164,0.10146393627836847
SRX3565165,-1.1370025626221842
SRX3565166,-1.329574874352252
SRX3565167,-1.2869149104438549
SRX3565168,-1.6482842376932334
SRX3565169,-1.7819320255629518
SRX3565170,-1.7052695269447602
SRX3565171,-0.5985481285873036
SRX3565172,-1.3455308423387349
SRX3565173,0.5216175747462666
SRX3565174,-1.2568369239264952
SRX3565176,-1.4769030107539622
SRX3565177,-1.9290465075515175
SRX3565178,-2.2802952629533313
SRX3565179,-1.3344739184034244
SRX3565180,0.035588966537749116
SRX3565181,-1.292267710235718
SRX3565182,-0.4192621401271657
SRX3565183,-1.2756281557345597
SRX3565184,-1.839116994544287
SRX3565185,-2.0284771678801428
SRX3565186,-1.1774816239298804
SRX3565187,-1.5630266743008594
SRX3565188,-0.22710261856031974
SRX3565191,-0.1027597788957042
SRX3565192,0.299933774636302
SRX3565193,-1.822693453766892
SRX3565194,0.03384428486918534
SRX3565195,-0.7491008077097883
SRX3565197,-1.1099392828048158
SRX3565198,-1.9048489888838969
SRX3565199,0.2577434852748466
SRX3565200,0.14727432696542753
SRX3565201,0.06799909485842814
SRX3565202,-2.176458089720419
SRX3565203,0.4079638090055751
SRX3565204,-0.8828675026303827
SRX3565205,-1.4410391384098091
SRX3565206,-0.13705290281611848
SRX3565208,-0.8131777374834455
SRX3565209,-0.6551524271600906
SRX3565210,0.09530132905680856
SRX3565211,-0.3158134738883742
SRX4001511,0.2475668158434088
SRX4001513,-0.2475668158434097
SRX4001514,-0.5142668328986462
SRX4001515,0.4216157114061732
SRX4001516,-0.41671649902484376
SRX4001517,-0.4172908228446133
SRX4001518,0.7905899165809114
SRX4001519,0.02319840428264897
SRX4001520,-0.17107131535330922
SRX4001521,0.2772230332964547
SRX4001522,0.08166725600429725
SRX4001523,0.060927019787314414
SRX4001524,0.4943947316103587
SRX4001525,-0.424433590841911
SRX4001526,0.3629081035573201
SRX4001528,-0.4511602914933732
SRX3823521,0.018118606380771674
SRX3823522,-0.002406742679918139
SRX3823523,-0.015711863700853534
SRX3823524,-1.2210384700188517
SRX3823525,-1.1860032807801708
SRX3823526,-0.5475820723645386
SRX3823527,-0.7335652927742151
SRX3823528,-0.5258154682927483
SRX3823529,-0.1971997108452097
SRX3823530,-0.03286573113444202
SRX3823531,0.25073507879926904
SRX3823532,0.07447414972941058
SRX3823533,-0.9913458828344268
SRX3823534,-1.0227711851735242
SRX3823536,-1.1983062402456914
SRX3823537,-0.5185351530692692
SRX3823538,-0.3032824874692253
SRX3823539,-1.2357105558257215
SRX5653264,0.31896993638289306
SRX5653265,0.3038170655416179
SRX5653266,0.2547229080328659
SRX5653267,0.12758465499085592
SRX5653268,0.016351187346283602
SRX5653269,-0.14393584233713866
