,PSPTOA0045
SRX1828913,0.0591432905
SRX1828914,-0.08719440660000001
SRX1828915,-0.1062592245
SRX1828916,-0.4510806987
SRX1828917,0.047115934000000005
SRX1828918,-0.5421374813000001
SRX3983989,0.4673126308
SRX3983990,0.1460421438
SRX3983993,0.6358167456
SRX3983994,0.5801806405000001
SRX3983995,0.2724490148
SRX3983996,1.0296823217
SRX3983997,0.6628057637
SRX3983998,0.2280355318
SRX3983999,0.0938766303
SRX3984000,0.5404564293
SRX3984001,0.6467871215000001
SRX3984002,0.6247666146
SRX3984003,1.0214027151
SRX3984004,0.055561188000000004
SRX3984005,0.1135316932
SRX3984006,1.2540382067
SRX3984007,0.7794785688
SRX3984008,0.0490686566
SRX3984009,0.4033598001
SRX3984010,0.6551851674
SRX3984011,0.3061873878
SRX3984012,0.1935679937
SRX3984013,0.044791576400000005
SRX3984014,0.3778438791
SRX3984015,1.0796121471
SRX3984016,0.4014791721
SRX3984017,0.7147591338
SRX3984019,0.2201405106
SRX3984020,0.6837140957000001
SRX3984021,1.0260732455
SRX3984022,0.9482319749
SRX3984023,-0.0155682406
SRX3984024,0.3763833279
SRX3984025,0.30700723280000003
SRX3984026,0.8673081391
SRX3984027,0.259014992
SRX3984028,0.3838446152
SRX3984029,0.190325192
SRX3984031,0.9481360023000001
SRX3984032,0.8489207997
SRX3984034,-0.0542095105
SRX3984035,-0.22827280100000003
SRX3984036,1.5733367864
SRX3984037,1.3238076609
SRX3984038,1.6191257433000001
SRX3984039,1.5790943437
SRX3984040,0.27218351080000003
SRX3984041,1.3810805335
SRX3984042,1.1025443241
SRX3984043,0.2904602568
SRX3984045,0.347733181
SRX3984046,0.0779506235
SRX3984047,1.3322823692
SRX3984048,0.9796169316000001
SRX3984049,1.3551411962
SRX3984050,0.8605252773000001
SRX3984051,1.0696973513
SRX3984052,0.3962331593
SRX3984056,0.8415014780000001
SRX3984057,1.0880474375
SRX3984058,0.8497388805
SRX3984059,0.1839239025
SRX3984061,-0.0871298086
SRX3984062,0.1663358718
SRX3984063,0.2586417126
SRX3984064,0.1640998165
SRX3984065,0.2343703024
SRX3984066,0.22121700660000002
SRX3984067,0.2124317698
SRX3984068,0.24585916870000002
SRX3984069,0.7642932926
SRX3984070,1.0451217764
SRX3984071,0.9684883922
SRX3984073,0.2197666925
SRX3984074,0.3458949886
SRX3984077,0.42212112420000003
SRX3984078,0.0603210127
SRX3984079,1.0384293648
SRX3984080,-0.0081728724
SRX3984082,0.1977967034
SRX3984084,0.9216929464
SRX6997963,0.3824942887
SRX6997964,-0.46685502570000004
SRX6997965,-1.0563920303
SRX6997967,0.4912152782
SRX6997968,0.029584312800000002
SRX6997969,-1.0771387899
SRX6997971,-0.8737095669
SRX6997972,-0.8975834245000001
SRX6997973,-0.6414024635000001
SRX3159100,0.292810134
SRX3159101,-0.6205700219
SRX3159102,0.1873664462
SRX3159103,0.1403934416
SRX3159000,-0.6657731011
SRX3159001,0.82704796
SRX3159002,-0.8301459379
SRX3159003,0.1352025474
SRX3159004,0.11496129270000001
SRX3159005,0.3277076847
SRX3159006,-0.0388829766
SRX3159007,1.3847778769
SRX3159008,0.3413132636
SRX3159009,0.6761155447
SRX3159010,0.3968100141
SRX3159012,0.2251999868
SRX3159013,1.4379202354
SRX3159014,0.8806262729000001
SRX3159015,-0.0579479205
SRX3159016,1.1826276009
SRX3159017,0.5463697692
SRX3159018,-1.233199017
SRX3159019,-0.6155771606
SRX3159020,0.1591720809
SRX3159021,-0.0648309605
SRX3159022,1.1373691387
SRX3159023,0.9445535396
SRX3159024,1.3353993572
SRX3159025,0.20475509090000002
SRX3159026,-0.0012737977000000001
SRX3159027,0.029445442800000002
SRX3159028,0.8132811179
SRX3159029,0.7661285327
SRX3159030,1.2290419795
SRX3159034,0.9616071493
SRX3159036,0.055466305800000004
SRX3159037,0.2223436252
SRX3159041,0.308784275
SRX3159042,-0.32743121000000003
SRX3159043,0.662675727
SRX3159045,0.13456069510000002
SRX3159047,0.8887630484
SRX3159048,0.307310378
SRX3159049,-0.20607323160000002
SRX3159050,0.47528637560000003
SRX3159051,0.6632307189000001
SRX3159052,-0.039741424000000004
SRX3159053,0.6476545426
SRX3159054,1.1650250379
SRX3159055,0.8064791542
SRX3159056,0.4833658924
SRX3159057,-0.0853955785
SRX3159058,-0.2955376792
SRX3159060,0.11419933300000001
SRX3159061,1.7641480311
SRX3159062,-0.0965648375
SRX3159063,0.7722369908000001
SRX3159066,-0.5104570121
SRX3159069,-1.233199017
SRX3159070,1.2835768337
SRX3159071,-0.1687294252
SRX3159073,0.4423174668
SRX3159074,0.3448677448
SRX3159075,0.5110849452
SRX3159076,0.21572907130000002
SRX3159080,-1.233199017
SRX3159082,-0.7070057301
SRX3159083,0.3794522162
SRX3159086,0.1222536277
SRX3159087,1.2523041533
