,-0.048603248227211536,-0.024301624113605768,0.0,0.024301624113605765,0.048603248227211536,0.0729048723408173,0.09720649645442306,0.12150812056802884,0.1458097446816346,0.17011136879524036,0.19441299290884614,0.2187146170224519,0.24301624113605766,0.26731786524966344,0.29161948936326926,0.315921113476875,0.3402227375904808,0.36452436170408653,0.3888259858176923,0.4131276099312981
thresh,-0.06075406028401442,0.06075406028401442,1,,,,,,,,,,,,,,,,,
unreg,6,462,4693,382,16,4,1,0,1,0,1,2,0,1,3,0,0,0,0,0
unreg_genes,[],[],[],[],[],['PA2913' 'PA2911' 'PA2914' 'nosL'],['PA3782'],[],['PA3791'],[],['PA0433'],['PA0435' 'PA3789'],[],['PA3784'],['PA3785' 'oprC' 'PA0434'],[],[],[],[],[]
