k,name,in_iM,gene_weight,regulator,function,category
6,Iron,False,-0.0068761727726086965,,,
7,Zinc - Steady,False,-0.00574355684220791,,,
11,Chromium,False,-0.0049324633553624155,,,
10,Copper,False,-0.0034574873861856763,,,
13,UC-6,False,0.0028137479512952267,,,
3,Cadmium,False,-0.0023543436639010904,,,
1,UC-2,False,0.0023189837066456675,,,
14,UC-7,False,-0.0015436512348242105,,,
12,Zinc - Intermediate,False,0.0008617830271650307,,,
2,UC-3,False,0.0008219953090883793,,,
5,Lead,False,-0.0008089267578907311,,,
9,UC-5,False,-0.0007490355483570463,,,
8,Zinc - Fast,False,-0.0006862726685358211,,,
0,UC-1,False,0.0003475848777452484,,,
4,UC-4,False,0.00015877300087595357,,,
